title,release_year,artists,genres,region,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
"Haydn: Theresienmesse — M. Haydn: Ave Regina —Mozart: Ave Verum Corpus, K 618",1990.0,George Guest (2); Joseph Haydn; Michael Haydn; St. John's College Choir,Classical,US,1R1wQkLdV9YqZkw34gkFla,Work From Home With Mozart,23.0,193626.0,False,0.18,0.0862,2.0,-22.366,0.0,0.0387,0.983,0.375,0.104,0.039,78.536,4.0,opera
Autorský Profil,1977.0,Zdenko Mikula,Classical,Czechoslovakia,3iWZROaDCRJzaaYYNdy7ca,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",32.0,214390.0,False,0.0855,0.104,7.0,-22.845,0.0,0.0362,0.987,0.941,0.0915,0.054,78.043,4.0,sleep
"Concerto In Do Maggiore / Momenti Musicali, Op. 94",,Johann Sebastian Bach; Franz Schubert; Edwin Fischer; Ronald Smith (4); Denis Matthews,Classical,Italy,1poKSG0QzW5oIIkBdiCcAR,The Best Classical Playlist,0.0,576520.0,False,0.115,0.0484,7.0,-28.233,1.0,0.0509,0.885,0.112,0.159,0.0386,175.598,4.0,german
Orpheus In The Underworld And Other Offenbach Favourites,1971.0,Jacques Offenbach; Boston Pops Orchestra; Arthur Fiedler,Classical,UK,5UEQgrbhzRSn61cawiXtOP,Oceanborn,22.0,290626.0,False,0.526,0.944,9.0,-3.301,1.0,0.0461,0.000175,0.0376,0.333,0.441,126.587,4.0,goth
Nutcracker,1996.0,Dallas Brass,Classical,US,324Y55zUTRSMdtFwc91csa,Jayeshbhai Jordaar,67.0,166600.0,False,0.838,0.63,9.0,-5.609,0.0,0.171,0.242,0.0,0.0719,0.64,100.986,4.0,pop-film
"Hipocondrie à 7, Ouverture à 7, Trio Sonata For Two Oboes & Bassoon",2007.0,Jan Dismas Zelenka,Classical,Germany,4JvzS5bLyxDizlP1OTS8EV,Mozart - A Classical Dawn,3.0,337586.0,False,0.347,0.118,4.0,-21.192,0.0,0.0416,0.967,0.0612,0.118,0.257,125.78,4.0,classical
Tannhäuser: Ouvertüre - Lohengrin: 2 Vorspiele,1960.0,Richard Wagner; Orchestre Des Concerts Lamoureux; Igor Markevitch,Classical,Germany,5LCe1aLRmkDknpeNpiva68,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",43.0,94365.0,False,0.0,0.0011,10.0,-28.22,1.0,0.0,0.122,0.114,0.123,0.0,0.0,0.0,sleep
Chopin Complete Edition: Sonatas • Variations • Bolero • Tarantella • Allegro De Concert,1999.0,Frédéric Chopin; Maurizio Pollini; Lilya Zilberstein; Anatol Ugorski; Vladimir Ashkenazy,Classical,Europe,4FiHB49VxHRiOMMDTAeR4V,Halloween Musica Horror 2022,0.0,151240.0,False,0.303,0.581,4.0,-13.108,1.0,0.139,0.736,0.638,0.147,0.389,158.663,4.0,opera
Inspector Morse De Muziek Uit De Serie - The Magic Of Inspector Morse,2000.0,Barrington Pheloung,Classical,Netherlands,2osZrs2bSuFboaAAm96G2d,Struukeduuke! (De Groete Oet Gäöl),26.0,215912.0,True,0.599,0.908,6.0,-5.069,0.0,0.112,0.0855,0.0,0.137,0.514,165.04,4.0,hardstyle
Orchestral Works,,Benjamin Britten,Classical,Europe,6gJKvK7qlt0TvwzwmmATK2,Mellow Adult Pop,0.0,147666.0,False,0.401,0.21,7.0,-13.192,1.0,0.0327,0.768,0.152,0.0855,0.484,150.497,3.0,soul
Violin Concertos Nos. 2 & 3,1985.0,Wolfgang Amadeus Mozart; Orchestra Da Camera Di Santa Cecilia; Uto Ughi,Classical,Europe,2n4tgkKIrN1DPOUamOFnrO,Nocturnes op.3,60.0,154714.0,False,0.604,0.06,0.0,-25.813,1.0,0.0713,0.996,0.96,0.106,0.275,130.794,4.0,piano
Camino Del Viento,2009.0,Yasuji Ohagi,Classical,Japan,0dTMutSTKN6HS7O5gF5FOy,Camino del Cielo,22.0,209769.0,False,0.654,0.445,0.0,-9.701,1.0,0.0435,0.686,0.000876,0.136,0.565,77.852,4.0,guitar
Das Liebesverbot,,Richard Wagner,Classical,,6mpDRQtsQaElIZqypX0fGq,Elisabeth - Gesamtaufnahme Live - Jubiläumsfassung,21.0,45533.0,False,0.584,0.413,5.0,-14.486,1.0,0.482,0.717,0.0,0.31,0.637,142.075,3.0,show-tunes
"The 4 Sonatas, Op.16",1996.0,Johann Schobert; The Four Nations Ensemble,Classical,UK,6JVzX8BxLiG4WN3xkJZ3Xu,Nocturnes op.4,59.0,171071.0,False,0.576,0.0359,3.0,-29.107,1.0,0.0929,0.995,0.951,0.11,0.101,139.033,4.0,piano
Piano Concerto = Klavierkonzert • The Chamber Symphonies = Die Kammersymphonien,1996.0,Arnold Schoenberg; Alfred Brendel; Sinfonieorchester Des Südwestfunks; Michael Gielen,Classical,US,4j63MsY1JhofTuai9FwWb3,"Mozart, Liszt & Others: Piano Works",0.0,140573.0,False,0.372,0.252,7.0,-21.368,1.0,0.0508,0.995,0.851,0.104,0.194,93.599,3.0,classical
Baroque In Italy,,Jean-Claude Malgoire; Florilegium Musicum De Paris; I Solisti Veneti; Claudio Scimone,Classical,,5kCJ8DGAR3Pf3qdsir9dPc,Discover the World Vol. 1,9.0,124076.0,False,0.675,0.587,0.0,-8.417,0.0,0.0818,0.157,0.877,0.111,0.878,186.219,3.0,study
Musica Sacra = Sacred Music,2000.0,Giorgio Federico Ghedini; Duo Alterno; Laura Antonaz; Paolo Servidei,Classical,Europe,4Hv055xg1SZZgwwGBx8Cr5,"Rasiya (From ""Brahmastra"")",74.0,265063.0,False,0.54,0.796,4.0,-7.538,1.0,0.0521,0.371,0.00165,0.11,0.636,78.99,4.0,indian
Patrice Caire Aux Orgues de St Cyr Au Mont D’Or (Oeuvres De: Bach Daquin Widor Franck Vierne Guilmant),1980.0,Johann Sebastian Bach; Louis-Claude Daquin; Charles-Marie Widor; César Franck; Louis Vierne; Alexandre Guilmant; Patrice Caire,Classical,France,145LDnCwe0ZzV0nmUcNEbS,Troie,23.0,181613.0,False,0.821,0.332,5.0,-14.745,0.0,0.0616,0.804,0.728,0.0981,0.391,124.038,4.0,synth-pop
Il Meglio Di Michele,,Michele (6),Classical,Italy,05HDcU36t1sVPiOzAAolke,Il lago,60.0,150874.0,False,0.376,0.0254,11.0,-28.245,0.0,0.044,0.988,0.943,0.0923,0.169,90.977,4.0,piano
The Legend (20 Greatest Tracks),2007.0,Luciano Pavarotti,Classical,Ireland,7mRFJZEISSe6tuV0FdaJb2,I Don't Believe You (Acoustic Version),49.0,208729.0,False,0.361,0.313,7.0,-9.922,1.0,0.0305,0.812,0.0,0.301,0.257,77.844,4.0,british
Idomeneo,2012.0,Wolfgang Amadeus Mozart,Classical,,3zDP9hKXm3aDt1zLvUJTNd,Ruta 197,23.0,347960.0,False,0.232,0.802,4.0,-4.552,0.0,0.0372,0.000648,2.53e-06,0.389,0.197,148.266,4.0,heavy-metal
"Ballades, Rondeaux And Virelais",1970.0,Various,Classical,US,5BjLrtI4u8dJFSeUXroYe5,Best of Ivan Rebroff (18 Hits),12.0,279360.0,False,0.234,0.418,5.0,-14.681,1.0,0.0524,0.98,0.342,0.115,0.19,85.36,4.0,romance
Im Herzen Der Klassik 51 - Orchesterwerke,1997.0,Maurice Ravel,Classical,Germany,5rI2GAOCM7RoZeJWshwB1r,Schlaflied unter der Ruine(Lalai zir-e Avar) - Music fur Ensemble & Computer,0.0,186813.0,False,0.288,0.044,1.0,-16.281,0.0,0.04,0.991,0.391,0.344,0.0312,77.482,3.0,iranian
Schubert : Die Schöne Müllerin = シューベルト曲　歌曲集「美しき水車屋の娘」,1966.0,Dietrich Fischer-Dieskau; Gerald Moore,Classical,Japan,7ugjIppiHC3TgC9LuKbEwi,手遅れcaution,33.0,283640.0,False,0.503,0.95,7.0,-1.62,1.0,0.0703,0.61,1.37e-05,0.112,0.576,159.022,4.0,j-rock
Live In Berlin,2015.0,Iancu Dumitrescu; Ana-Maria Avram,Classical,Romania,1VV2WX4bSAJZHCqerwyMeA,Nights in Berlin EP,5.0,396480.0,False,0.859,0.592,5.0,-8.29,0.0,0.0801,0.00202,0.909,0.0629,0.393,125.014,4.0,chicago-house
Prague Baroque,1972.0,Pro Arte Antiqua; Jiří Ignác Linek; Bohuslav Matěj Černohorský; František Ignác Tůma; Josef Mysliveček; Jan Zach; Jan Ignác František Vojta,Classical,Australia,5kRBxcHNbWOUFvv15I0dMP,Gdansk,51.0,147314.0,False,0.444,0.0508,5.0,-28.789,1.0,0.0395,0.993,0.894,0.0983,0.271,132.664,3.0,ambient
The Joy Of Christmas,1999.0,Various,Classical,Europe,2gaVsa8Ifi2w2csnRqNN2F,Slow Christmas Songs 2022,0.0,168146.0,False,0.258,0.175,0.0,-11.903,1.0,0.0323,0.939,0.000156,0.136,0.107,89.072,3.0,jazz
Играет Рольф Уусвяли,1978.0,Johann Sebastian Bach; Johann Ludwig Krebs; Felix Mendelssohn-Bartholdy; Olivier Messiaen; Rolf Uusväli,Classical,USSR,2jncJLLaW8Uw8JdFNp0s3d,"Ты да я, да мы с тобой",0.0,157801.0,False,0.424,0.185,8.0,-17.596,0.0,0.0517,0.995,6.63e-05,0.192,0.382,87.809,4.0,romance
Nine Fantasias For Strings In Four Parts,,Henry Purcell; Walter Goehr; Streichensemble Winterthur,Classical,UK,3eLiYrRTjxmMA8OG7ArBmU,"Mozart, Liszt & Others: Piano Works",0.0,167800.0,False,0.334,0.168,11.0,-22.454,0.0,0.0457,0.99,0.753,0.0349,0.496,132.362,3.0,classical
The Rite Of Spring,2019.0,Igor Stravinsky; Igor Markevitch; Philharmonia Orchestra,Classical,US,2YRKB8j4c3F7y3iz4umUGF,Oh Santa! Kids Christmas Songs,0.0,232122.0,False,0.634,0.923,2.0,-4.478,1.0,0.0517,0.0118,0.0,0.0607,0.883,134.856,3.0,children
"Cello Concerto In B Minor,  Op. 104 / Kol Nidrei, Op. 47",2018.0,Antonín Dvořák; Max Bruch; Gregor Piatigorsky; Eugene Ormandy; The Philadelphia Orchestra,Classical,,1poKSG0QzW5oIIkBdiCcAR,The Best Classical Playlist,0.0,576520.0,False,0.115,0.0484,7.0,-28.233,1.0,0.0509,0.885,0.112,0.159,0.0386,175.598,4.0,classical
"Puccini Weekend - Famous Arias From - La Bohème, Tosca, Madame Butterfly",1987.0,Giacomo Puccini,Classical,US,0VflfNhVgO5o77bPvhugnp,Kite at the Royal Opera,28.0,235386.0,False,0.481,0.567,0.0,-8.37,1.0,0.0382,0.745,0.0749,0.144,0.0701,103.922,4.0,synth-pop
V. Sinfonie E-moll Op. 64,,Pyotr Ilyich Tchaikovsky; Philharmonia Orchestra; Herbert von Karajan,Classical,Germany,14yNuMiYdoJOOvwB6SZDb4,Relajación y siestas,0.0,576000.0,False,0.311,0.0465,1.0,-24.625,1.0,0.0426,0.985,0.882,0.144,0.0368,68.431,4.0,classical
"Two String Quartets In C Major, KV 465 ""Dissonance"" / In A Major, KV 464",1987.0,Wolfgang Amadeus Mozart; Smetana Quartet,Classical,Japan,4j63MsY1JhofTuai9FwWb3,"Mozart, Liszt & Others: Piano Works",0.0,140573.0,False,0.372,0.252,7.0,-21.368,1.0,0.0508,0.995,0.851,0.104,0.194,93.599,3.0,classical
Oboenkonzerte • Oboe Concertos • Concertos Pour Hautbois,1982.0,Georg Philipp Telemann; Han De Vries; Alma Musica Amsterdam,Classical,UK & Europe,4YWpr8lOvUTgRZXivHbZBc,Zarman,0.0,947733.0,False,0.33,0.13,2.0,-17.323,1.0,0.0377,0.9,0.324,0.322,0.0395,136.808,4.0,iranian
Messiah,1974.0,Georg Friedrich Händel; The Ambrosian Singers; English Chamber Orchestra; Sir Charles Mackerras,Classical,UK,7GJTcQtn7lM22CNKzuevNn,Inferno,28.0,271334.0,False,0.69,0.57,11.0,-11.993,0.0,0.0475,0.227,0.0,0.142,0.506,102.953,4.0,spanish
ABC,,ABC De La Chanson,Classical,Belgium,1Fe44y3C5yHuJ3g6dV4ToM,Diversión para los peques,0.0,177386.0,False,0.53,0.869,8.0,-6.029,1.0,0.0588,0.318,5.45e-05,0.233,0.935,187.93,4.0,soul
The Essential Performance,1995.0,Mario Lanza,Classical,UK,6h4CZWNsJazvf9JNw4x94X,Encanto (Trilha Sonora Original em Português),21.0,130639.0,False,0.183,0.27,2.0,-13.949,0.0,0.0363,0.879,0.94,0.158,0.0379,136.892,3.0,disney
25th Anniversary Of His American Debut,2001.0,Vladimir Horowitz,Classical,Japan,4sZlYTnmvrFUhMTGPuz3P4,The Day's War (Victory Edition),47.0,256399.0,False,0.466,0.536,4.0,-5.4,1.0,0.0266,0.000979,0.000521,0.105,0.0922,77.08,4.0,british
Obeo Concertos By J.S. Bach; Cimarosa; Marcello. Music By J.S. Bach & Schumann,1967.0,Leon Goossens,Classical,UK,3joAhd1lWD8ast5zPP5YUS,Verdi: Requiem,20.0,96400.0,False,0.288,0.0456,10.0,-29.432,0.0,0.0512,0.911,0.000252,0.151,0.0689,95.052,3.0,opera
My Favorite Moments From Madame Butterfly,1994.0,Luciano Pavarotti,Classical,US,03I89EqsberXEAapUd1yWu,Here to Forever - All New Indie,0.0,170720.0,False,0.605,0.7,4.0,-6.47,1.0,0.0277,0.00998,0.0,0.116,0.588,84.962,4.0,rock
Chiaroscuro,2019.0,Schumann Quartett; Johann Sebastian Bach; Wolfgang Amadeus Mozart; Felix Mendelssohn-Bartholdy; Philip Glass; Dmitri Shostakovich; Anton Webern; Leoš Janáček; George Gershwin,Classical,Germany,3T76zPJz3tWL27FrjJe2ot,Lazaretto,58.0,219400.0,False,0.381,0.838,6.0,-6.562,0.0,0.0709,0.0046,3.77e-05,0.101,0.581,118.214,4.0,garage
Konzert Zum 80. Geburtstag Von Herrn Dr. Walter Witzenmann,1989.0,Claude Debussy; Antonín Dvořák; César Franck; Julius Berger; Städtisches Orchester Pforzheim,Classical,Germany,5LCe1aLRmkDknpeNpiva68,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",43.0,94365.0,False,0.0,0.0011,10.0,-28.22,1.0,0.0,0.122,0.114,0.123,0.0,0.0,0.0,sleep
Stabat Mater,1995.0,Giovanni Battista Pergolesi; Domenico Scarlatti; Antonio Maria Bononcini; St. John's College Choir; George Guest (2); The Schütz Choir Of London; Roger Norrington,Classical,Europe,0Yg3f6Ch8suogGGblasukI,"Mozart, Liszt & Others: Piano Works",0.0,260133.0,False,0.343,0.334,1.0,-19.391,1.0,0.04,0.977,0.272,0.343,0.266,130.9,4.0,classical
La Création Du Monde / Suite Provençale / Organ Concerto,1977.0,Darius Milhaud; Francis Poulenc; Charles Munch; Boston Symphony Orchestra; Berj Zamkochian,Classical,US,7CKOuVDaEs3bK9lI8CVCCN,Beethoven: Complete Symphonies & Barry: Selected Works,0.0,1361079.0,False,0.442,0.193,7.0,-18.109,1.0,0.0573,0.982,0.829,0.0872,0.238,107.135,4.0,british
Novembre 2013 : Un Mois D'Émotions Musicales,2013.0,Various,Classical,France,4LgHw6dhyApTDWLSCKgGuu,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)",0.0,110920.0,False,0.32,0.124,4.0,-30.61,0.0,0.0371,0.978,0.973,0.145,0.625,65.385,5.0,french
Water Hollows Stone,2022.0,Alex Weiser; Hocket,Classical,US,4Oep7BgzaaV7gEY8Bb6xky,BLOODIEST,25.0,254933.0,False,0.438,0.942,10.0,-5.085,1.0,0.0965,0.00144,0.00013,0.279,0.412,130.048,4.0,heavy-metal
Quatuor Pour La Fin Du Temps,2017.0,Olivier Messiaen; Martin Fröst; Lucas Debargue; Janine Jansen; Torleif Thedéen,Classical,Europe,3bcJ1qsFsBDMhoWaVBx0HW,Piano Covers Vol.1 - Relaxing Piano Music - Best of Pop Hits and Classical Piano Masterpieces,49.0,121901.0,False,0.278,0.0153,5.0,-26.859,1.0,0.042,0.984,0.947,0.0917,0.123,67.418,3.0,piano
Žebravý Student / Rose Marie,1968.0,Prague Smetana Theatre Orchestra,Classical,Czechoslovakia,0e5gT5o3S2SLXl9ttkU9eu,Küss Den Frosch,21.0,241146.0,False,0.304,0.0742,0.0,-20.915,1.0,0.0375,0.949,0.0345,0.123,0.195,101.99,4.0,disney
Symphony No. 7,,Ludwig van Beethoven; London Symphony Orchestra; Josef Krips,Classical,UK,4Uz1MPMJqXWyu0BUp73mxM,Mehdi Khayami: Kamanche Concerto,0.0,326786.0,False,0.242,0.289,1.0,-12.989,1.0,0.0509,0.895,0.482,0.144,0.0377,73.038,3.0,iranian
Lucia Di Lammermoor,1986.0,Gaetano Donizetti,Classical,,6j5E4d2ZMTeJRRHJv0J4cQ,Sogno,21.0,235478.0,False,0.51,0.497,0.0,-6.353,1.0,0.0367,0.954,1.04e-06,0.285,0.44,119.261,4.0,opera
The Isle Of The Dead / Two Études-Tableaux (Orch. Respighi) / Pictures At An Exhibition (Orch. Ravel),2009.0,Evgeni Svetlanov; Sergei Vasilyevich Rachmaninoff; Modest Mussorgsky; BBC Symphony Orchestra,Classical,UK,5tDJLRlpVNobUgxBiqMqwq,Songs for Sad Poets,5.0,514500.0,False,0.0562,0.072,0.0,-18.879,1.0,0.0535,0.00454,0.953,0.075,0.0304,53.987,4.0,iranian
"String Quartet In F, Op. 96 ""American"" / String Quartet In D",1968.0,Antonín Dvořák; Alexander Borodin; Quartetto Italiano,Classical,Netherlands,4j63MsY1JhofTuai9FwWb3,"Mozart, Liszt & Others: Piano Works",0.0,140573.0,False,0.372,0.252,7.0,-21.368,1.0,0.0508,0.995,0.851,0.104,0.194,93.599,3.0,classical
Capriccio Spagnolo Op. 34,1961.0,Nikolai Rimsky-Korsakov,Classical,Italy,4dQxe3K6Map4JxtQUNJlFJ,Anthems for Witches 2022,0.0,368933.0,False,0.0924,0.0217,7.0,-25.091,1.0,0.0374,0.938,0.938,0.15,0.0399,85.471,4.0,german
Symphony No. 1,1977.0,Johannes Brahms; Seiji Ozawa; Boston Symphony Orchestra,Classical,UK,4Uz1MPMJqXWyu0BUp73mxM,Mehdi Khayami: Kamanche Concerto,0.0,326786.0,False,0.242,0.289,1.0,-12.989,1.0,0.0509,0.895,0.482,0.144,0.0377,73.038,3.0,iranian
Concerti E Sinfonie,1978.0,Antonio Vivaldi; I Musici,Classical,Netherlands,5YWqXfOry1xVvz1mMhKRsX,Going Hard 2,35.0,158499.0,False,0.584,0.567,2.0,-10.01,1.0,0.249,0.657,0.00122,0.216,0.397,104.819,4.0,emo
The Master: Volume 6,2007.0,Joseph Haydn; Ludwig van Beethoven; Carl Maria von Weber; Sviatoslav Richter,Classical,Europe,1ct6WrIPeIzrZivQ4JTZeb,Self Titled 1998,12.0,41586.0,True,0.24,0.973,11.0,-4.157,1.0,0.118,4.77e-06,0.995,0.0876,0.0307,111.737,3.0,grindcore
"Klavierkonzert Nr. 1 E-moll, Op. 11",1973.0,Frédéric Chopin; Claudio Arrau; London Philharmonic Orchestra; Eliahu Inbal,Classical,Germany,0IPrUbZh6uFgY7RvaMyBPb,Sfumato,1.0,190800.0,False,0.159,0.0879,1.0,-23.347,0.0,0.0429,0.701,0.888,0.0819,0.434,56.139,4.0,classical
"Rhapsodie Sur Un Thème De Paganini, Opus 43",1956.0,Sergei Vasilyevich Rachmaninoff,Classical,France,14DLzsFYQOK3195eshJ3Aw,Happy Haunted Halloween Tunes,0.0,422826.0,False,0.334,0.187,7.0,-20.906,0.0,0.0415,0.884,0.797,0.105,0.0836,112.135,4.0,classical
Conciertos De Brandeburgo Nº 3 Y Nº 4,1959.0,Johann Sebastian Bach,Classical,Spain,7ySEGp46mhxSIwR6FqDcup,Ele É Deus,40.0,224600.0,False,0.497,0.67,0.0,-5.974,0.0,0.0519,0.539,0.0,0.111,0.274,139.656,4.0,gospel
Vespers Of 1610 (Vespro Della Beata Vergine),1967.0,Claudio Monteverdi; Robert Craft; Gregg Smith Singers; Texas Boys' Choir; The Columbia Baroque Ensemble,Classical,UK,572afBiucwePeZgB1BBRfC,"Psalms, Vol. 2",46.0,244639.0,False,0.37,0.271,9.0,-8.894,1.0,0.03,0.157,0.0,0.116,0.112,123.921,4.0,world-music
Petite Messe Solennelle,1992.0,Gioacchino Rossini; Parthenia Vocal,Classical,Germany,2enC5S40NpXjXDGwkSsqqC,Ballade Pour Adeline,42.0,173250.0,False,0.322,0.203,0.0,-16.609,1.0,0.0329,0.949,0.945,0.112,0.134,134.652,4.0,new-age
Streicherkonzerte Aus Barock Und Klassik - String Concertos From Baroque And Classicism,1994.0,Antonio Vivaldi; Georg Philipp Telemann; Johann Baptist Vanhal; Joseph Haydn,Classical,Germany,6EUbaz5AiMdCgGfqLfOb3T,Ciencias Celestes,28.0,125040.0,False,0.359,0.293,9.0,-13.785,0.0,0.0888,0.914,0.000655,0.0847,0.0382,75.215,3.0,spanish
Vokalwerke (I),1994.0,Carl Philipp Emanuel Bach; Barbara Schlick; Hilke Helling; Wilfried Jochens; Gotthold Schwarz; Rheinische Kantorei; Das Kleine Konzert; Hermann Max,Classical,Germany,5RKw6NA1kH7ZZpeuYDpK8M,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",34.0,127857.0,False,0.089,0.998,11.0,-19.093,0.0,0.0558,0.405,0.991,0.932,1e-05,87.624,1.0,sleep
"Scotch Symphony / Scherzo From Octet In E Flat, Op. 20",,Felix Mendelssohn-Bartholdy; Charles Munch; Boston Symphony Orchestra,Classical,US,4IobGgSRBLAawpbXZAZztg,Refreshing Piano,0.0,205706.0,False,0.245,0.0282,8.0,-30.836,1.0,0.0392,0.993,0.927,0.0976,0.137,92.531,4.0,classical
"Sinfonia N. 9 In Mi Minore, Op. 95 ""Dal Nuovo Mondo"" - Danze Slave, Op. 46",2001.0,Antonín Dvořák; George Szell,Classical,Italy,6XkecFU09qEjVIOnZMAXBN,Mozart: A Night of Classics,10.0,82266.0,False,0.598,0.105,9.0,-17.677,1.0,0.0515,0.95,0.461,0.114,0.672,113.387,4.0,classical
"Largo Al Factotum / Zaza, Piccola Zingara",1949.0,Robert Merrill; RCA Victor Symphony Orchestra; Jean Morel,Classical,Canada,23zxuxHVaTHqcJ2fwmn1IZ,Mar De Sophia,37.0,212320.0,False,0.785,0.178,9.0,-17.52,1.0,0.204,0.785,0.0,0.109,0.461,73.147,4.0,samba
Kegelstatt-Trio KV 498 / Märchenerzählungen Op. 132 / 4 Stücke Aus Op. 83,1988.0,Wolfgang Amadeus Mozart; Robert Schumann; Max Bruch; Sabine Meyer; Tabea Zimmermann; Hartmut Höll,Classical,Germany,6MCiV9bvn6CzF3D3g8jagk,The Best Classical Playlist,0.0,166133.0,False,0.302,0.0437,7.0,-21.963,0.0,0.0433,0.957,0.646,0.1,0.0819,118.809,4.0,classical
Historische Aufnahmen,1958.0,Heinrich Schlusnus,Classical,Germany,5iQoofubL1zX4uKlBqVh2Q,Weißer Lärm Baby Schlaf (Meeresrauschen),55.0,190629.0,False,0.055,0.465,7.0,-16.744,0.0,0.0513,0.792,0.976,0.892,1e-05,55.295,4.0,sleep
Origin Of The Species Revisited,2020.0,The Wallace Collection,Classical,UK,5fcIg2K2fGHToWOC8pvuX2,"Sequence, Pt. I",50.0,234706.0,False,0.451,0.865,4.0,-6.501,0.0,0.0335,0.0139,0.578,0.314,0.0799,98.967,4.0,french
Grand Canyon Suite,,Ferde Grofé; Stanley Black; London Festival Orchestra,Classical,France,788lQuTF4znc74FwkK9nDw,Ivan Rebroff Sings Folk Songs from Old Russia,6.0,179466.0,False,0.39,0.435,10.0,-11.922,1.0,0.0385,0.877,8.63e-05,0.0766,0.511,124.938,3.0,romance
Spanish Songs,1955.0,Nan Merriman; Gerald Moore; Manuel De Falla; Frederic Mompou; Joaquín Turina; Fernando Obradors; Xavier Montsalvatge,Classical,US,58FbltxPQWgokYBPsXz6Qs,Higher Place (Bassjackers Remix),54.0,174010.0,False,0.718,0.612,7.0,-6.252,1.0,0.0711,0.246,4.33e-05,0.151,0.561,124.952,4.0,progressive-house
G'schichten Aus Dem Wienerwald,1958.0,Wiener Volksopernorchester; Karl Hofman,Classical,Germany,0yhciScdqha22OcC5k2kkt,Geiler Tag zum Tanzen,23.0,160900.0,False,0.675,0.948,10.0,-3.06,0.0,0.156,0.0331,0.0,0.952,0.773,140.032,4.0,party
O Sole Mio,,Luciano Pavarotti,Classical,Poland,040SS97cdQhszuY9MNNSkQ,Todos os Sucessos,46.0,168106.0,False,0.728,0.925,2.0,-2.486,1.0,0.116,0.424,0.0,0.345,0.766,130.205,4.0,sertanejo
Symphony No 3 Sinfonia Espansiva • Helios • Song • Paraphrase ,2000.0,Carl Nielsen; Royal Liverpool Philharmonic Orchestra; Douglas Bostock,Classical,Denmark,1MYd0FQzbCu8hSj1PPfTOQ,The Weaving,44.0,148160.0,False,0.125,0.223,3.0,-17.297,1.0,0.0331,0.793,0.337,0.121,0.168,81.306,4.0,new-age
String Quartets,2010.0,Helmut Lachenmann; Stadler Quartett,Classical,Germany,6gJKvK7qlt0TvwzwmmATK2,Mellow Adult Pop,0.0,147666.0,False,0.401,0.21,7.0,-13.192,1.0,0.0327,0.768,0.152,0.0855,0.484,150.497,3.0,soul
Clarinet Concerto ∙ Flute & Harp Concerto,1964.0,Wolfgang Amadeus Mozart; Alfred Prinz; Werner Tripp; Hubert Jelinek; Wiener Philharmoniker; Karl Münchinger,Classical,UK,56nRf5DNZU85oNG2QWxT1K,Beethoven: Complete Symphonies & Barry: Selected Works,0.0,905720.0,False,0.633,0.211,7.0,-15.446,1.0,0.0511,0.975,0.444,0.338,0.388,104.139,4.0,british
Le Chant du Rossignol,1982.0,Igor Stravinsky; Quatuor intercontemporain; Chœur de Radio France; Orchestre National De France; Pierre Boulez,Classical,Japan,4sPaCOzwT4qFhfvgl0Uaax,Un voix pour les enfants,29.0,279893.0,False,0.519,0.212,11.0,-13.321,1.0,0.0277,0.85,0.0,0.133,0.31,99.014,4.0,children
Rachmaninoff Piano Concerto No. 3 / Bartók Piano Concerto No. 2,1993.0,Sergei Vasilyevich Rachmaninoff; Béla Bartók; Alexis Weissenberg,Classical,Germany,1poKSG0QzW5oIIkBdiCcAR,The Best Classical Playlist,0.0,576520.0,False,0.115,0.0484,7.0,-28.233,1.0,0.0509,0.885,0.112,0.159,0.0386,175.598,4.0,german
The Moldau From Bohemia's Forests and Meadows,1955.0,Bedřich Smetana; Ferenc Fricsay; Berliner Philharmoniker,Classical,UK,03Ax0kOLlmuTKA1ay5DOeU,Leafy Greens,26.0,210705.0,False,0.737,0.285,11.0,-15.976,0.0,0.0878,0.919,0.897,0.114,0.708,85.023,4.0,study
The Marriage Of Figaro,1957.0,Wolfgang Amadeus Mozart; Wiener Philharmoniker,Classical,New Zealand,4KeVtD5p1EItj5MH7DQhLf,Voi Che Sapete from the Marriage of Figaro,25.0,163219.0,False,0.51,0.197,0.0,-13.149,1.0,0.0336,0.992,0.862,0.206,0.476,118.184,4.0,opera
A Spanish Guitar,1961.0,John Williams (7),Classical,US,39N6Q3T7zbEJMKgaoxIGc0,Post-Millennial Noise,0.0,230760.0,False,0.487,0.964,9.0,-4.721,1.0,0.057,1.29e-05,0.00828,0.106,0.71,119.989,4.0,industrial
"La Mer, Khamma, Jeux",1991.0,Claude Debussy; Sinfonieorchester Des Südwestfunks; Ernest Bour,Classical,France,3w3VDUIZYo9o8YRgy8ZQym,Weihnachten Klassik 2022,0.0,271573.0,False,0.201,0.363,2.0,-10.551,1.0,0.0386,0.967,0.115,0.126,0.104,140.477,3.0,opera
