id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats
149118.0,opel,Opel Grandland X,grey,10/2018,2018,20000-30000 EUR,130.0,177.0,Automatic,Diesel,"4,9 l/100 km",128 g/km,95000.0,Ultimate,,,,,,,,,,,,,,
237560.0,volkswagen,Volkswagen T-Roc,silver,04/2018,2018,20000-30000 EUR,140.0,190.0,Automatic,Petrol,"6,8 l/100 km",155 g/km,56630.0,2.0 TSI DSG Sport Navi Pano LED ACC STHZG,,,,,,,,,,,,,,
20675.0,audi,Audi A1,yellow,01/2022,2022,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"6,7 l/100 km",151 g/km,4990.0,citycarver 35 TFSI 5JGar S line SONOS LED Opt,,,,,,,,,,,,,,
199045.0,skoda,Skoda Octavia,blue,11/2021,2021,20000-30000 EUR,110.0,150.0,Manual,Petrol,"5,1 l/100 km",128 g/km,20960.0,Combi 1.5 TSI Clever*LED*AHK*Kamera*Navi,,,,,,,,,,,,,,
194285.0,skoda,Skoda Karoq,red,04/2018,2018,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,4 l/100 km",123 g/km,25600.0,1.5 TSI ACT DSG Style LED Velvet-Rot,,,,,,,,,,,,,,
188061.0,seat,SEAT Arona,grey,05/2023,2023,20000-30000 EUR,81.0,110.0,Manual,Petrol,"5,4 l/100 km",122 g/km,30.0,1.0 TSI FR 5-J-G LED PDC SH TM,,,,,,,,,,,,,,
213117.0,toyota,Toyota Yaris,silver,02/2023,2023,20000-30000 EUR,85.0,116.0,Automatic,Hybrid,4 l/100 km,92 g/km,5.0,Hybrid Team D | Comfort-Paket,,,,,,,,,,,,,,
11177.0,audi,Audi Q5,white,07/2015,2015,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"5,7 l/100 km",149 g/km,88019.0,2.0 TDI 190 PS quattro S-tronic S-line Selection,,,,,,,,,,,,,,
131113.0,mini,MINI Cooper S Cabrio,blue,07/2019,2019,20000-30000 EUR,141.0,192.0,Manual,Petrol,,#NAME?,48000.0,LEDER NAVI LED ACC DRIV.ASS h/k,,,,,,,,,,,,,,
14619.0,audi,Audi A3,blue,09/2018,2018,20000-30000 EUR,85.0,116.0,Automatic,Petrol,"5,2 l/100 km",118 g/km,24670.0,30 TFSI S tronic Sport Nav PDC SHZ,,,,,,,,,,,,,,
163612.0,peugeot,Peugeot 2008,black,10/2022,2022,20000-30000 EUR,74.0,101.0,Manual,Petrol,"5,4 l/100 km",122 g/km,5000.0,1.2 PureTech 100PS Active Pack AHK abnehmbar R¨¹...,,,,,,,,,,,,,,
194184.0,skoda,Skoda Octavia,grey,10/2018,2018,20000-30000 EUR,140.0,190.0,Automatic,Petrol,"5,9 l/100 km",133 g/km,44100.0,2.0 TSI DSG LED SmartLink Leder Style,,,,,,,,,,,,,,
185668.0,seat,SEAT Arona,black,05/2021,2021,20000-30000 EUR,81.0,110.0,Automatic,Petrol,,112 g/km,13000.0,1.0 TSI 81kW FR DSG/Navi/LED/ACC/Sitzheizu,,,,,,,,,,,,,,
35212.0,bmw,BMW 220,black,10/2016,2016,20000-30000 EUR,140.0,190.0,Automatic,Diesel,"4,9 l/100 km",128 g/km,107500.0,220 d xDrive M Sport Gran Tourer,,,,,,,,,,,,,,
174857.0,renault,Renault Talisman,grey,02/2021,2021,20000-30000 EUR,165.0,224.0,Automatic,Petrol,"7,4 l/100 km",168 g/km,25597.0,GRANDTOUR 1.8 TCE 225 INTENS AUTOMATIK,,,,,,,,,,,,,,
206686.0,toyota,Toyota RAV 4,grey,12/2016,2016,20000-30000 EUR,145.0,197.0,Automatic,Hybrid,,#NAME?,107000.0,2.5 4x2 Hybrid Edition-S+,,,,,,,,,,,,,,
112915.0,mercedes-benz,Mercedes-Benz ML 350,black,05/2013,2013,20000-30000 EUR,190.0,258.0,Automatic,Diesel,"6,8 l/100 km",179 g/km,155000.0,BlueTEC 4MATIC Leder+Xenon+TUV+NR3,,,,,,,,,,,,,,
134057.0,mitsubishi,Mitsubishi Outlander,white,07/2020,2020,20000-30000 EUR,99.0,135.0,Automatic,Other,,45 km Reichweite,65000.0,1.2 Intro Edition+,,,,,,,,,,,,,,
183201.0,seat,SEAT Leon,white,04/2019,2019,20000-30000 EUR,140.0,190.0,Automatic,Petrol,"6,2 l/100 km",0 g/km,77659.0,2.0 TSI DSG FR Led Navi DAB ACC FullLink VC A,,,,,,,,,,,,,,
176674.0,renault,Renault Megane,red,04/2023,2023,20000-30000 EUR,103.0,140.0,Manual,Petrol,"5,8 l/100 km",131 g/km,30.0,"IV 1,3 TCe Techno DAB LED NAVI PDC SHZ VIRTUAL",,,,,,,,,,,,,,
163709.0,peugeot,Peugeot 208,black,01/2022,2022,20000-30000 EUR,55.0,75.0,Manual,Petrol,"5,3 l/100 km",120 g/km,500.0,PureTech 75 Active Pack (U),,,,,,,,,,,,,,
242145.0,volkswagen,Volkswagen ID.3,grey,03/2021,2021,20000-30000 EUR,150.0,204.0,Automatic,Electric,,0 g/km,48549.0,Pro Performance MATRIX KAM PAN NAV SHZ,,,,,,,,,,,,,,
17519.0,audi,Audi A4,red,03/2019,2019,20000-30000 EUR,110.0,150.0,Automatic,Diesel,"4,6 l/100 km",121 g/km,87922.0,35TDI S-line Navi Xenon PDC SHZ leder Winter-Pake,,,,,,,,,,,,,,
173811.0,renault,Renault Kadjar,silver,07/2019,2019,20000-30000 EUR,117.0,159.0,Automatic,Petrol,"5,9 l/100 km",135 g/km,26455.0,Bose Edition / ab *159?,,,,,,,,,,,,,,
155389.0,opel,Opel Combo Life,silver,05/2021,2021,20000-30000 EUR,81.0,110.0,Manual,Petrol,,#NAME?,16779.0,COMBO LIFE ULTIMATE XL*KAMERA*7-SITZER*KLIMA*AHK,,,,,,,,,,,,,,
154676.0,opel,Opel Mokka,blue,06/2021,2021,20000-30000 EUR,96.0,131.0,Manual,Petrol,"5,7 l/100 km",128 g/km,8990.0,1.2 DI Turbo Elegance,,,,,,,,,,,,,,
242801.0,volkswagen,Volkswagen T-Roc,black,12/2021,2021,20000-30000 EUR,110.0,150.0,Manual,Petrol,"6,6 l/100 km",149 g/km,7486.0,Sport 1.5 TSI App-Connect Assistenzp. beats DAB+,,,,,,,,,,,,,,
35318.0,bmw,BMW X1,silver,06/2016,2016,20000-30000 EUR,141.0,192.0,Automatic,Petrol,,146 g/km,35942.0,"xDrive 20i advantage AG, Navi, Keyless-Go...",,,,,,,,,,,,,,
35046.0,bmw,BMW 435,black,03/2016,2016,20000-30000 EUR,230.0,313.0,Automatic,Diesel,"5,4 l/100 km",143 g/km,121165.0,Coupe 435 d xDrive M Sport*1.Hand*Kamera,,,,,,,,,,,,,,
161679.0,peugeot,Peugeot 3008,red,11/2019,2019,20000-30000 EUR,96.0,131.0,Automatic,Petrol,"5,1 l/100 km",116 g/km,21704.0,Allure130/FullLED/Navi/el.Heckklappe/Sitzh/Kamera,,,,,,,,,,,,,,
78581.0,hyundai,Hyundai SANTA FE,beige,12/2016,2016,20000-30000 EUR,147.0,200.0,Automatic,Diesel,"6,6 l/100 km",174 g/km,84166.0,2.2 CRDi Premium 4WD Leder Nav Kam SHZ,,,,,,,,,,,,,,
93207.0,kia,Kia Ceed / cee'd,white,04/2023,2023,20000-30000 EUR,118.0,160.0,Automatic,Petrol,6 l/100 km,138 g/km,50.0,GT Line 1.5 T-GDI DCT Technologie Performance,,,,,,,,,,,,,,
11292.0,audi,Audi A7,blue,02/2016,2016,20000-30000 EUR,200.0,272.0,Automatic,Diesel,"5,2 l/100 km",#NAME?,130000.0,3.0 TDI quattro S tronic,,,,,,,,,,,,,,
124035.0,mercedes-benz,Mercedes-Benz A 220,red,05/2019,2019,20000-30000 EUR,140.0,190.0,Automatic,Petrol,"6,5 l/100 km",148 g/km,46171.0,4M Progressive Night-Paket Automatik Memory,,,,,,,,,,,,,,
19553.0,audi,Audi A4,white,05/2020,2020,20000-30000 EUR,110.0,150.0,Manual,Petrol,"6,6 l/100 km",150 g/km,46500.0,35 TFSI Limo MMI Magnetic Virt.Cock. Mat. St.Hzg.,,,,,,,,,,,,,,
198953.0,skoda,Skoda Scala,white,11/2020,2020,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"5,1 l/100 km",116 g/km,10.0,STYLE DSG KESSY SHZ RFK PDC v+h FULL LED 1.5 TS...,,,,,,,,,,,,,,
39385.0,bmw,BMW i3,black,12/2019,2019,20000-30000 EUR,135.0,184.0,Automatic,Electric,,359 km Reichweite,33071.0,"s 120Ah Suite NaviProf LED PDC+RFK Klimaaut 20""",,,,,,,,,,,,,,
35527.0,bmw,BMW X3,white,07/2016,2016,20000-30000 EUR,190.0,258.0,Automatic,Diesel,"5,9 l/100 km",156 g/km,125000.0,xDrive 30d xLine l AHK l Bi-Xenon l NaviProf l HUD,,,,,,,,,,,,,,
18471.0,audi,Audi Q3,orange,04/2019,2019,20000-30000 EUR,110.0,150.0,Automatic,Petrol,"6,3 l/100 km",149 g/km,53953.0,1.5 TFSI S-tronic advanced,,,,,,,,,,,,,,
120615.0,mercedes-benz,Mercedes-Benz B 180,silver,07/2017,2017,20000-30000 EUR,90.0,122.0,Manual,Petrol,"5,6 l/100 km",129 g/km,47500.0,*Navi*SHZ*Klima*Tempomat*Allwetter*,,,,,,,,,,,,,,
187242.0,seat,SEAT Arona,black,05/2022,2022,20000-30000 EUR,81.0,110.0,Automatic,Petrol,"4,8 l/100 km",109 g/km,10.0,"FR 81?kW (110?PS), Autom. 7-Gang, Frontantrieb",,,,,,,,,,,,,,
234242.0,volkswagen,Volkswagen T6 Multivan,red,03/2017,2017,30000-40000 EUR,75.0,102.0,Manual,Diesel,6 l/100 km,159 g/km,97058.0,Standheizung 4 Sitze,,,,,,,,,,,,,,
244213.0,volkswagen,Volkswagen T-Roc,green,03/2022,2022,30000-40000 EUR,110.0,150.0,Manual,Petrol,"5,5 l/100 km",125 g/km,13383.0,1.5TSI Style LEDmatrix Pano AHK Kamera Navi ACC...,,,,,,,,,,,,,,
71277.0,ford,Ford Mondeo,grey,06/2020,2020,30000-40000 EUR,140.0,190.0,Automatic,Hybrid,"4,3 l/100 km",99 g/km,3500.0,Turnier 2.0 Ti-VCT Hybrid VIGNALE,,,,,,,,,,,,,,
9265.0,audi,Audi A8,black,01/2014,2014,30000-40000 EUR,320.0,435.0,Automatic,Petrol,"8,9 l/100 km",206 g/km,97600.0,4.0 TFSI  quattro tiptronic,,,,,,,,,,,,,,
69048.0,ford,Ford S-Max,grey,07/2019,2019,30000-40000 EUR,140.0,190.0,Manual,Diesel,5 l/100 km,132 g/km,55630.0,2.0 ST-Line EcoBlue 7-Sitzer+NAVI+KAMERA+EL. HECKK,,,,,,,,,,,,,,
34335.0,bmw,BMW 750,blue,10/2016,2016,30000-40000 EUR,294.0,400.0,Automatic,Diesel,"5,7 l/100 km",149 g/km,159996.0,d xDrive EXKLS-SFT-MSG-GLSD-360-H&K-HUD-LASR,,,,,,,,,,,,,,
100765.0,mazda,Mazda CX-5,blue,09/2022,2022,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"5,5 l/100 km",143 g/km,10.0,"Exclusive-Line D-150 AT mit R¨¹ckfahrkamera, Navi &",,,,,,,,,,,,,,
83268.0,hyundai,Hyundai KONA,blue,05/2023,2023,30000-40000 EUR,206.0,280.0,Automatic,Petrol,"8,5 l/100 km",194 g/km,20.0,N Performance DCT Assistenzpaket,,,,,,,,,,,,,,
188880.0,seat,SEAT Ateca,black,01/2023,2023,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"4,5 l/100 km",137 g/km,2500.0,2.0 TDI DSG Xperience VIRTUAL*ACC*PDC*KAMERA*BE...,,,,,,,,,,,,,,
120956.0,mercedes-benz,Mercedes-Benz C 43 AMG,white,02/2017,2017,30000-40000 EUR,270.0,367.0,Automatic,Petrol,"7,8 l/100 km",#NAME?,69000.0,AMG C 43 4Matic Night AHK 8 Felgen,,,,,,,,,,,,,,
75446.0,ford,Ford Focus,red,04/2023,2023,30000-40000 EUR,92.0,125.0,Automatic,Petrol,"6,6 l/100 km",149 g/km,6.0,Titanium X,,,,,,,,,,,,,,
38752.0,bmw,BMW 320,blue,07/2019,2019,30000-40000 EUR,135.0,184.0,Automatic,Petrol,"5,3 l/100 km",120 g/km,35013.0,i Aut. Sport Line Business Paket/ Live Cockpit/AHK,,,,,,,,,,,,,,
202839.0,skoda,Skoda Octavia,silver,05/2023,2023,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"4,5 l/100 km",119 g/km,10.0,Combi 2.0 TDI 150 DSG Amb LED SHZ SunS,,,,,,,,,,,,,,
163978.0,peugeot,Peugeot 208,grey,03/2023,2023,30000-40000 EUR,100.0,136.0,Automatic,Electric,350 km (Ort),362 km Reichweite,10.0,Elektromotor 136 GT*DAB+*CONNECT*FULLLED*,,,,,,,,,,,,,,
121917.0,mercedes-benz,Mercedes-Benz GLC 250,red,11/2018,2018,30000-40000 EUR,155.0,211.0,Automatic,Petrol,"7,5 l/100 km",179 g/km,59822.0,4M AMG Line*2.H *AHK *Distr. *Standhzg,,,,,,,,,,,,,,
210720.0,toyota,Toyota C-HR,grey,12/2022,2022,30000-40000 EUR,90.0,122.0,Automatic,Hybrid,"4,9 l/100 km",112 g/km,10.0,1.8 Hybrid 122 GR Sport LED Kam PDC SHZ,,,,,,,,,,,,,,
132469.0,mini,MINI Cooper S Cabrio,black,08/2020,2020,30000-40000 EUR,141.0,192.0,Automatic,Petrol,"5,8 l/100 km",131 g/km,14800.0,"LED+LEDER+NAVI+PDC+18""",,,,,,,,,,,,,,
127843.0,mercedes-benz,Mercedes-Benz C 220,grey,05/2022,2022,30000-40000 EUR,147.0,200.0,Automatic,Diesel,5 l/100 km,130 g/km,42300.0,C220d T Avantgarde¡ãAHK¡ãLED¡ãBusiness¡ãKamera¡ãSpiegel,,,,,,,,,,,,,,
122251.0,mercedes-benz,Mercedes-Benz GLC 250,black,12/2018,2018,30000-40000 EUR,155.0,211.0,Automatic,Petrol,,#NAME?,43057.0,"2,0l Leder Navigation 360¡ã Kamera uvm",,,,,,,,,,,,,,
241870.0,volkswagen,Volkswagen T-Roc,blue,05/2021,2021,30000-40000 EUR,110.0,150.0,Automatic,Petrol,7 l/100 km,"159,2 g/km",19600.0,Cabrio R-Line 1.5 TSI DSG NAVI LED AID ALU 19 APS ,,,,,,,,,,,,,,
17936.0,audi,Audi Q5,silver,01/2019,2019,30000-40000 EUR,120.0,163.0,Automatic,Diesel,"5,6 l/100 km",148 g/km,92098.0,Design 2.0 TDI S-tronic,,,,,,,,,,,,,,
177074.0,renault,Renault Master,white,04/2023,2023,30000-40000 EUR,100.0,136.0,Manual,Diesel,"7,9 l/100 km",198 g/km,10.0,"L3H2 HKa 3,5t+SOFORT+KAMERA+NAVI+TEMP+DAB",,,,,,,,,,,,,,
100910.0,mazda,Mazda CX-5,grey,10/2022,2022,30000-40000 EUR,143.0,194.0,Automatic,Petrol,"7,4 l/100 km",169 g/km,3915.0,SKYACTIV-G 194 AWD AUTOMATIK * NEWGROUND *,,,,,,,,,,,,,,
249390.0,volvo,Volvo V60,white,11/2019,2019,30000-40000 EUR,223.0,303.0,Automatic,Hybrid,"1,7 l/100 km",39 g/km,64588.0,T8 R Design Plug-In Hybrid AWD,,,,,,,,,,,,,,
245343.0,volkswagen,Volkswagen Polo GTI,blue,04/2023,2023,30000-40000 EUR,152.0,207.0,Automatic,Petrol,7 l/100 km,159 g/km,10.0,"2.0 TSI DSG *MATRIX*NAVI*ACC*CLIMA*RFK*18""",,,,,,,,,,,,,,
21420.0,audi,Audi A3,silver,08/2022,2022,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"4,7 l/100 km","122,5 g/km",16680.0,Limousine advanced 35 TDI S tr. AHK ACC VIRTUAL,,,,,,,,,,,,,,
72442.0,ford,Ford Focus,orange,09/2020,2020,30000-40000 EUR,206.0,280.0,Manual,Petrol,"7,9 l/100 km",179 g/km,23663.0,2.3i ST LED Navi BLIS LM18'' Parkassist Kamera B&O,,,,,,,,,,,,,,
90170.0,kia,Kia Sportage,grey,12/2019,2019,30000-40000 EUR,136.0,185.0,Automatic,Diesel,"5,7 l/100 km",149 g/km,32000.0,2.0 CRDI AWD Eco-Dynamics+ (48V M-H) Aut. GT LINE,,,,,,,,,,,,,,
185743.0,seat,SEAT Leon,black,09/2021,2021,30000-40000 EUR,110.0,150.0,Automatic,Petrol,"4,8 l/100 km",101 g/km,20500.0,"FR 1.5 eTSI DSG_NAVI_KAMERA_PARKASSIST_LED_18""ALU",,,,,,,,,,,,,,
123079.0,mercedes-benz,Mercedes-Benz 200,white,03/2018,2018,30000-40000 EUR,135.0,184.0,Automatic,Petrol,"6,6 l/100 km",143 g/km,30520.0,SLC 200 Roadster,,,,,,,,,,,,,,
244512.0,volkswagen,Volkswagen Tiguan,red,08/2022,2022,30000-40000 EUR,110.0,150.0,Manual,Petrol,"6,7 l/100 km",153 g/km,13500.0,"Urban Sport 1.5 TSI LED*NAV*ACC*LANE*18""",,,,,,,,,,,,,,
74321.0,ford,Ford Kuga,black,05/2022,2022,30000-40000 EUR,110.0,150.0,Manual,Diesel Hybrid,"4,9 l/100 km",127 g/km,10.0,2.0 MHEV ST-Line X,,,,,,,,,,,,,,
133453.0,mini,MINI Cooper,grey,03/2023,2023,30000-40000 EUR,100.0,136.0,Automatic,Petrol,6 l/100 km,137 g/km,502.0,MINI Vorf¨¹hrwagen Abgabe 07/23 max. 8990 km,,,,,,,,,,,,,,
202698.0,skoda,Skoda Kamiq,black,04/2023,2023,30000-40000 EUR,110.0,150.0,Automatic,Petrol,"4,9 l/100 km",113 g/km,20.0,1.5 TSI DSG Monte Carlo *Navi*el.Sitz*5JG.,,,,,,,,,,,,,,
41634.0,bmw,BMW 220,red,12/2021,2021,30000-40000 EUR,140.0,190.0,Automatic,Diesel,"4,8 l/100 km",125 g/km,10338.0,d G42 Coupe M-Sport AdaLED LEDER HUD StopGo,,,,,,,,,,,,,,
20223.0,audi,Audi A1,silver,05/2021,2021,30000-40000 EUR,110.0,150.0,Automatic,Petrol,"6,5 l/100 km",151 g/km,2495.0,Citycarver 35 TFSI edition one S-tronic LED,,,,,,,,,,,,,,
248108.0,volvo,Volvo XC90,green,02/2018,2018,30000-40000 EUR,172.0,234.0,Automatic,Diesel,,#NAME?,117500.0,Inscription,,,,,,,,,,,,,,
72450.0,ford,Ford Kuga,orange,07/2020,2020,30000-40000 EUR,165.0,224.0,Automatic,Hybrid,"1,2 l/100 km",26 g/km,17767.0,Plug-In Hybrid ST-Line X HUD Navi LED,,,,,,,,,,,,,,
232191.0,volkswagen,Volkswagen Tiguan,red,09/2016,2016,30000-40000 EUR,110.0,150.0,Manual,Petrol,"5,8 l/100 km",137 g/km,73973.0,"Comfortline 17""LM 3AC+ Navi StdHzg WiPaket LED",,,,,,,,,,,,,,
85291.0,jaguar,Jaguar F-Pace,grey,03/2020,2020,30000-40000 EUR,184.0,250.0,Automatic,Petrol,"7,5 l/100 km",172 g/km,56373.0,25t AWD R-Sport,,,,,,,,,,,,,,
47246.0,citroen,Citroen C5 Aircross,white,07/2022,2022,30000-40000 EUR,96.0,131.0,Automatic,Diesel,,#NAME?,13900.0,Shine Pack Automatik,,,,,,,,,,,,,,
114446.0,mercedes-benz,Mercedes-Benz S 500,black,01/2014,2014,30000-40000 EUR,335.0,455.0,Automatic,Petrol,9 l/100 km,211 g/km,126000.0,L 4Matic 7G-TRONIC,,,,,,,,,,,,,,
102149.0,mercedes-benz,Mercedes-Benz E 220,silver,06/1996,1996,30000-40000 EUR,110.0,150.0,Automatic,Petrol,"6,6 l/100 km",#NAME?,156000.0,Cabrio Automatik LEDER~SHZ~,,,,,,,,,,,,,,
209043.0,toyota,Toyota RAV 4,black,12/2020,2020,30000-40000 EUR,160.0,218.0,Automatic,Hybrid,"4,5 l/100 km",102 g/km,23500.0,Hybrid 4x2 Black Edition 2.5 Navi 360 Kamera,,,,,,,,,,,,,,
39890.0,bmw,BMW 530,white,11/2019,2019,30000-40000 EUR,185.0,252.0,Automatic,Hybrid,"1,8 l/100 km",41 g/km,69513.0,"e Luxury Line 185?kW (252?PS), Autom. 8-Gang, H...",,,,,,,,,,,,,,
186566.0,seat,SEAT Ateca,grey,05/2022,2022,30000-40000 EUR,140.0,190.0,Automatic,Petrol,"6,8 l/100 km",155 g/km,34255.0,"2,0TSI DSG 4Drive FR Pano AHK 19¡ä¡ä Alcan.",,,,,,,,,,,,,,
137802.0,nissan,Nissan Qashqai,red,02/2023,2023,30000-40000 EUR,103.0,140.0,Manual,Petrol,"5,8 l/100 km",131 g/km,7000.0,N-Connecta 140PS*SH*360¡ãKAMERA*NAVI*LED*,,,,,,,,,,,,,,
122050.0,mercedes-benz,Mercedes-Benz E 350,black,05/2018,2018,30000-40000 EUR,190.0,258.0,Automatic,Diesel,"5,1 l/100 km",133 g/km,81949.0,d T KAM360+PANO+STANDHZG+HEADUP+WIDESCREEN,,,,,,,,,,,,,,
124236.0,mercedes-benz,Mercedes-Benz V 250,black,01/2019,2019,30000-40000 EUR,140.0,190.0,Automatic,Diesel,"7,5 l/100 km",199 g/km,70000.0,"d 4M LANG AMG BURMESTER,PANO,AHK,STANDHEIZ",,,,,,,,,,,,,,
189264.0,seat,SEAT Leon,white,05/2023,2023,30000-40000 EUR,,,Manual,Petrol,,0 g/km,3001.0,ST 1.5 eTSI DSG *NAV+*ACC*LED*,,,,,,,,,,,,,,
213553.0,toyota,Toyota Yaris,orange,02/2023,2023,30000-40000 EUR,85.0,116.0,Automatic,Hybrid,5 l/100 km,113 g/km,5000.0,Cross Hybrid 1.5 VVT-i Spicy Edition,,,,,,,,,,,,,,
137482.0,nissan,Nissan Qashqai,blue,02/2023,2023,30000-40000 EUR,116.0,158.0,Manual,Petrol,"6,4 l/100 km",145 g/km,15.0,QASHQAI 1.3 DIG-T MHEV TEKNA DESIGN 2FARBEN,,,,,,,,,,,,,,
187484.0,seat,SEAT Leon,white,12/2022,2022,30000-40000 EUR,110.0,150.0,Automatic,Petrol,6 l/100 km,137 g/km,12980.0,Sportstourer 1.5 eTSI FR AHK NAVI LED,,,,,,,,,,,,,,
19337.0,audi,Audi A6,silver,12/2020,2020,30000-40000 EUR,270.0,367.0,Automatic,Hybrid,"1,9 l/100 km",43 g/km,51850.0,"55 TFSI e q. S-Tronic Sport, Matrix",,,,,,,,,,,,,,
248509.0,volvo,Volvo XC40,white,11/2018,2018,30000-40000 EUR,110.0,150.0,Automatic,Diesel,5 l/100 km,131 g/km,52500.0,D3 R-Design 2WD Pano BLIS Lenkrad-&4xSitzhz,,,,,,,,,,,,,,
42753.0,bmw,BMW X1,orange,06/2022,2022,30000-40000 EUR,131.0,178.0,Automatic,Petrol,"5,8 l/100 km",132 g/km,25375.0,sDrive20i Sport Line DAB LED Navi Komfortzg.,,,,,,,,,,,,,,
844.0,alfa-romeo,Alfa Romeo Stelvio,gold,02/2019,2019,30000-40000 EUR,154.0,209.0,Automatic,Diesel,,0 g/km,109183.0,Super 2.2 210PS/Pano/Navi/ACC,,,,,,,,,,,,,,
85309.0,jaguar,Jaguar E-Pace,grey,06/2020,2020,30000-40000 EUR,147.0,200.0,Automatic,Petrol,"8,1 l/100 km",186 g/km,23200.0,P200 R-Dynamic SE BLACK-PACK WINTER-PAKET 20,,,,,,,,,,,,,,
233527.0,volkswagen,Volkswagen Caddy,blue,01/2017,2017,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"5,1 l/100 km",135 g/km,60145.0,Maxi Highline DSG Behindertengerecht-Rampe,,,,,,,,,,,,,,
56750.0,fiat,Fiat 500X,blue,05/2023,2023,30000-40000 EUR,96.0,131.0,Automatic,Petrol,"5,9 l/100 km",149 g/km,0.0,Dolcevita Yacht Club Capri 1.5 Hybrid,,,,,,,,,,,,,,
17338.0,audi,Audi Q3,red,09/2019,2019,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"4,8 l/100 km",127 g/km,39509.0,35 TDI S line s-tronic Navi AHK LED Tempomat,,,,,,,,,,,,,,
137450.0,nissan,Nissan Qashqai,blue,03/2023,2023,30000-40000 EUR,116.0,158.0,Manual,Petrol,"6,5 l/100 km",145 g/km,10.0,1.3 DIG-T 158 Tekna+ Pano Bose 20Z Nav,,,,,,,,,,,,,,
42369.0,bmw,BMW 118,red,08/2022,2022,30000-40000 EUR,100.0,136.0,Automatic,Petrol,"5,9 l/100 km",135 g/km,15790.0,"i M-Sport DKG 18"" GSD RFK HiFi KomFz LiCoProf",,,,,,,,,,,,,,
15705.0,audi,Audi A6,black,12/2018,2018,30000-40000 EUR,150.0,204.0,Automatic,Diesel,"5,9 l/100 km",154 g/km,63650.0,Avant 40 TDI S-tronic Navi+ Shz LED RFK Klima,,,,,,,,,,,,,,
41076.0,bmw,BMW 530,white,02/2020,2020,30000-40000 EUR,195.0,265.0,Automatic,Diesel,"5,8 l/100 km",153 g/km,81228.0,"xDr Sportline Teil-Leder Kamera ACC Navi 18""",,,,,,,,,,,,,,
12727.0,audi,Audi A7,white,04/2016,2016,30000-40000 EUR,240.0,326.0,Automatic,Diesel,"6,1 l/100 km",162 g/km,80875.0,competition BOSE KAMERA SDACH MATRIX LED LINE,,,,,,,,,,,,,,
236238.0,volkswagen,Volkswagen Crafter,grey,12/2018,2018,30000-40000 EUR,130.0,177.0,Manual,Diesel,"7,5 l/100 km",196 g/km,162000.0,"Kasten 35 lang Hochdach FWD  3,5 t AHK",,,,,,,,,,,,,,
75935.0,ford,Ford Kuga,silver,02/2023,2023,30000-40000 EUR,110.0,150.0,Manual,Petrol,"5,5 l/100 km",119 g/km,1500.0,Titanium mit Navi u. Winter-Paket,,,,,,,,,,,,,,
122268.0,mercedes-benz,Mercedes-Benz C 220,black,01/2018,2018,30000-40000 EUR,125.0,170.0,Automatic,Diesel,"4,6 l/100 km",127 g/km,57589.0,d 4M 9G AMG-LINE LEDER+NAVI+AMBIENTE+18Z,,,,,,,,,,,,,,
184916.0,seat,SEAT Tarraco,white,03/2020,2020,30000-40000 EUR,110.0,150.0,Automatic,Diesel,"5,3 l/100 km",140 g/km,67000.0,2.0 TDI DSG 4-Drive Xcellence AHK*NAVI*LED*ACC*...,,,,,,,,,,,,,,
128066.0,mercedes-benz,Mercedes-Benz C 180,black,05/2022,2022,30000-40000 EUR,125.0,170.0,Automatic,Petrol,"6,9 l/100 km",156 g/km,41290.0,T Avantgarde LED Navi-MBUX Panorama-Dach ! Klima,,,,,,,,,,,,,,
248894.0,volvo,Volvo XC60,grey,10/2019,2019,30000-40000 EUR,145.0,197.0,Automatic,Diesel,"5,4 l/100 km",142 g/km,63279.0,B4 Autom. AWD Momentum Pro  Navi/Keyless-Start/BC,,,,,,,,,,,,,,
240441.0,volkswagen,Volkswagen ID.4,blue,12/2020,2020,30000-40000 EUR,150.0,204.0,Automatic,Electric,,0 g/km,12519.0,"¡ã¡ã1st 150/77 348,-ohne Anzahlung Navi Kamera",,,,,,,,,,,,,,
64570.0,ford,Ford Transit Custom,silver,04/2016,2016,30000-40000 EUR,114.0,155.0,Manual,Diesel,,#NAME?,71000.0,Westfalia Euroline Tourneo,,,,,,,,,,,,,,
162455.0,peugeot,Peugeot 3008,black,01/2020,2020,30000-40000 EUR,220.0,299.0,Automatic,Petrol,"1,7 l/100 km",30 g/km,32000.0,"GT 4x4 Hybrid 220KW(300PS),DAB+,NAVI, SHZ,",,,,,,,,,,,,,,
