symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
VICI,VICI Properties Inc. Common Stock,$28.82,0.02,0.069%,23201539,30803143712.0,United States,2018.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/vici,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
UK,Ucommune International Ltd Ordinary Shares,$0.85,-0.1101,-11.468%,14909,1801892.0,United States,2019.0,Real Estate,Real Estate,/market-activity/stocks/uk,Yeti Holdings,https://en.wikipedia.org/wiki/Yeti_Holdings,Public,NYSE: YETIS&P 400 component,2006; 19 years ago (2006),"Austin, Texas, U.S.",,,,,US$1.66 billion (2023),,US$169.9 million (2023),,,,,yeti.com,Ryan and Roy Seiders,,"Coolers, drinkware, gear",US98585X1046
RDWR,Radware Ltd. Ordinary Shares,$22.11,0.08,0.363%,112530,943799267.0,Israel,1999.0,Real Estate,Real Estate,/market-activity/stocks/rdwr,Allot Ltd.,https://en.wikipedia.org/wiki/Allot_Ltd.,Public,Nasdaq: ALLTTASE: ALLT,1996; 29 years ago (1996),"Hod HaSharon , Israel",,,David Reis (chairman)Eyal Harari (CEO),,US$ 92 million (2024),,,,US$ 140 million (2024),500,,allot.com,,Allot Communications,Mass Market SECaaSNetwork Security SolutionsNetwork VisibilityTraffic ManagementPolicy & Charging ControlRegulatory ComplianceQoE & Application ControlWeb SecurityBehavior Anomaly Detection,
GSAT,Globalstar Inc. Common Stock,$56.80,0.145,0.256%,989189,7204421915.0,United States,2025.0,Telecommunications Equipment,Consumer Discretionary,/market-activity/stocks/gsat,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
GME,GameStop Corporation Common Stock,$20.14,0.2,1.003%,5497361,9917602292.0,United States,2002.0,Electronics Distribution,Consumer Discretionary,/market-activity/stocks/gme,Telus Corporation,https://en.wikipedia.org/wiki/Telus_Corporation,Public,TSX: T (voting)NYSE: TUS&P/TSX 60 component,"1990; 35 years ago (1990) in Edmonton, Alberta, Canada","510 West Georgia Street, Vancouver, British Columbia, Canada",,Worldwide,Darren Entwistle (president and CEO)Doug French (CFO),,CA$20.116 billion (2023),CA$2.362 billion (2023),CA$867 millions (2023),CA$56.136 billions (2023),,"106,400 (2023)",Telus CommunicationsTelus MobilityTelus HealthTelus DigitalTelus Agriculture,www.telus.com,,,"HSPA+, LTE, 5G",CA87971M1032
TPB,Turning Point Brands Inc. Common Stock,$97.45,-0.48,-0.49%,460763,1858445270.0,United States,2016.0,Tobacco,Consumer Discretionary,/market-activity/stocks/tpb,Spire Inc.,https://en.wikipedia.org/wiki/Spire_Inc.,Public,NYSE: SRS&P 400 Component,1857 as The Laclede Gas Light Company,"St. Louis, Missouri, United States",,"St. Louis, MissouriKansas City, MissouriBirmingham, AlabamaMontgomery, AlabamaMobile, AlabamaHattiesburg, Mississippi",Steve Lindsey (CEO),Natural gas distribution,US$1.855 billion (Fiscal Year Ended 30 September 2020),US$206.4 million (Fiscal Year Ended 30 September 2020),US$88.6 million (Fiscal Year Ended 30 September 2020),US$8.241 billion (Fiscal Year Ended 30 September 2020),US$2.522 billion (Fiscal Year Ended 30 September 2020),"3,296 (2016)","Alabama Gas Corporation (Alagasco)EnergySouth, Inc.Laclede Gas Company",spireenergy.com,,,Natural gas,
EML,Eastern Company (The) Common Stock,$20.14,0.86,4.461%,12476,122222611.0,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/eml,Amentum (company),https://en.wikipedia.org/wiki/Amentum_(company),Public,NYSE: AMTMS&P 600 component,"February 4, 2020(5 years ago) (2020-02-04) in Germantown, Maryland","Chantilly, Virginia, U.S.",,Worldwide,"John Heller (CEO), Lewis George David Griffiths (Owner)",,> US$12.5 billion (2025),,,,,"> 53,000 (2025)",,amentum.com,,,Government Services,
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,$102.20,0.88,0.869%,100971,4933314392.0,Mexico,2006.0,Aerospace,Consumer Discretionary,/market-activity/stocks/omab,JBS S.A.,https://en.wikipedia.org/wiki/JBS_S.A.,Public,B3: JBSS3NYSE: JBSIbovespa Component,1953; 72 years ago (1953),"São Paulo, Brazil",,Worldwide,Gilberto Tomazoni (CEO)Jeremiah O‘Callaghan (chairman),,US$ 77.2 billion (2024),,US$ 2.6 billion (2024),US$ 42.6 billion (2023),US$ 9.7 billion (2023),"+270,000 (2024)",JBS USASearaJBS Foods InternationalBioTech Foods,jbsglobal.comjbsfoodsgroup.com,José Batista Sobrinho,,Foods and beverages,
XOS,Xos Inc. Common Stock,$2.27,0.12,5.581%,20932,25728616.0,United States,2020.0,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/xos,Spire Inc.,https://en.wikipedia.org/wiki/Spire_Inc.,Public,NYSE: SRS&P 400 Component,1857 as The Laclede Gas Light Company,"St. Louis, Missouri, United States",,"St. Louis, MissouriKansas City, MissouriBirmingham, AlabamaMontgomery, AlabamaMobile, AlabamaHattiesburg, Mississippi",Steve Lindsey (CEO),Natural gas distribution,US$1.855 billion (Fiscal Year Ended 30 September 2020),US$206.4 million (Fiscal Year Ended 30 September 2020),US$88.6 million (Fiscal Year Ended 30 September 2020),US$8.241 billion (Fiscal Year Ended 30 September 2020),US$2.522 billion (Fiscal Year Ended 30 September 2020),"3,296 (2016)","Alabama Gas Corporation (Alagasco)EnergySouth, Inc.Laclede Gas Company",spireenergy.com,,,Natural gas,
AMSC,American Superconductor Corporation Common Stock,$30.38,0.6,2.015%,1197976,1372774650.0,United States,1991.0,Metal Fabrications,Consumer Discretionary,/market-activity/stocks/amsc,American Battery Technology Company,https://en.wikipedia.org/wiki/American_Battery_Technology_Company,,Nasdaq: ABAT,2011; 14 years ago (2011),United States,,United States,,,,,,,,,,americanbatterytechnology.com,,,,
MANU,Manchester United Ltd. Class A Ordinary Shares,$15.44,0.11,0.718%,301431,2662301583.0,United Kingdom,2012.0,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/manu,Intel,https://en.wikipedia.org/wiki/Intel,Public,Nasdaq: INTCNasdaq-100 componentS&P 100 componentS&P 500 component DJIA component (1999-2024),"July 18, 1968; 57 years ago (1968-07-18)","Santa Clara, California, U.S.37°23′16″N 121°57′49″W﻿ / ﻿37.38778°N 121.96361°W﻿ / 37.38778; -121.96361",,Worldwide,Lip-Bu Tan (CEO) Frank D. Yeary (chairman) David Zinsner (CFO) MJ Holthaus (co-CEO - products),,US$53.1 billion (2024),US$−11.7 billion (2024),US$−19.2 billion (2024),US$196.5 billion (2024),US$105 billion (2024),"83,300 (2025)",Mobileye (94.2%) Intel Ireland,intel.com,Gordon MooreRobert Noyce,NM Electronics (1968),,
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),$57.92,0.4,0.695%,44445,405822967.0,Greece,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/esea,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
CAL,Caleres Inc. Common Stock,$10.55,0.92,9.553%,1581861,357042468.0,United States,,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/cal,BCE Inc.,https://en.wikipedia.org/wiki/BCE_Inc.,Public,TSX: BCENYSE: BCES&P/TSX 60 component,1983; 42 years ago (1983),"Verdun, Quebec, Canada",,,"Mirko Bibic (president & CEO)Glen LeBlanc (CFO & vice chair, Atlantic Canada)",,CA$24.41 billion (2024),CA$10.59 billion (2024),CA$375 million (2024),CA$73.49 billion (2024),CA$17.36 billion (2024),"40,390 (2024)",Bell CanadaBell MediaBell Technical SolutionsMaple Leaf Sports & Entertainment (37.5%)Bell MobilityBell AliantVirgin PlusBell InternetBell Satellite TVBell Fibe TVFibeBell MTSLucky MobileThe Source (2009–2024) (Converted to Best Buy Express)Glentel Inc. (50%)Northwestel Ziply Fiber,bce.ca,,Bell Canada Enterprises Inc. (1983–1988),Fixed line and mobile telephonyInternet servicesDigital televisionRadio broadcastingPrint,
CRWS,Crown Crafts Inc Common Stock,$2.73,0.1,3.802%,46900,29218609.0,United States,,Textiles,Consumer Discretionary,/market-activity/stocks/crws,Target Corporation,https://en.wikipedia.org/wiki/Target_Corporation,Public company,NYSE: TGTS&P 100 componentS&P 500 component,"June 24, 1902; 123 years ago (1902-06-24) (corporation)May 1, 1962; 63 years ago (1962-05-01) (store)","Target PlazaMinneapolis, Minnesota, U.S.","1,989 stores (2025)","United States, Canada (formerly, see Target Canada)","Brian Cornell(Chairman and CEO)Michael Fiddelke(Incoming CEO, COO)",,US$106.6 billion (2024),US$5.566 billion (2024),US$4.091 billion (2024),US$57.77 billion (2024),US$14.67 billion (2024),"440,000 (2025)",Shipt,target.comcorporate.target.com,Schwanna Ferguson (corporation)Douglas Dayton and John Geisse (store),Goodfellow Dry Goods(1902–1903)Dayton's Dry Goods Company(1903–1910)Dayton Company(1910–1962)Dayton Corporation(1962–1969)Dayton-Hudson Corporation(1969–2000),,
HNST,The Honest Company Inc. Common Stock,$2.52,-0.01,-0.395%,3089376,281712498.0,United States,2021.0,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/hnst,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
GRPN,Groupon Inc. Common Stock,$16.32,0.72,4.615%,1444871,665118385.0,United States,2011.0,Advertising,Consumer Discretionary,/market-activity/stocks/grpn,"Calumet, Inc.","https://en.wikipedia.org/wiki/Calumet,_Inc.",Public,Nasdaq: CLMT,1919,"Indianapolis, Indiana",,,,,,,,,,,,www.calumetspecialty.com,,,Oil and solvents,
WPP,WPP plc American Depositary Shares,$20.15,1.06,5.553%,723153,4347573511.0,Ireland,,Advertising,Consumer Discretionary,/market-activity/stocks/wpp,Shell plc,https://en.wikipedia.org/wiki/Shell_plc,Public,LSE: SHEL Euronext Amsterdam: SHELL NYSE: SHEL FTSE 100 component AEX component,"April 1907; 118 years ago (1907-04) (as Royal Dutch Shell)20 July 2005; 20 years ago (2005-07-20) in Shell Centre, London (current entity)","Shell CentreLondon, England",,Worldwide,Sir Andrew Mackenzie (chairman)Wael Sawan (CEO),,US$284.3 billion (2024),US$34.7 billion (2024),US$16.5 billion (2024),US$387.6 billion (2024),US$180.2 billion (2024),"90,000 (2025)",List Shell Argentina Shell Australia Shell Canada Shell Brunei Shell Chile Shell Hong Kong Shell India Shell Italia Shell Morocco Shell Nigeria Shell Oman Shell Pakistan Shell Philippines Shell South Africa Shell Tunisia Shell USA,shell.com,Henri Deterding Marcus Samuel Samuel Samuel,Forthdeal Limited (2002–2004)Royal Dutch Shell plc (2004–2022),LNGLubricantsNatural gasPetrochemicalsPetroleum,GB00BP6MXD84
CPNG,Coupang Inc. Class A Common Stock,$26.66,0.1,0.377%,11689425,48698423363.0,United States,2021.0,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/cpng,BCE Inc.,https://en.wikipedia.org/wiki/BCE_Inc.,Public,TSX: BCENYSE: BCES&P/TSX 60 component,1983; 42 years ago (1983),"Verdun, Quebec, Canada",,,"Mirko Bibic (president & CEO)Glen LeBlanc (CFO & vice chair, Atlantic Canada)",,CA$24.41 billion (2024),CA$10.59 billion (2024),CA$375 million (2024),CA$73.49 billion (2024),CA$17.36 billion (2024),"40,390 (2024)",Bell CanadaBell MediaBell Technical SolutionsMaple Leaf Sports & Entertainment (37.5%)Bell MobilityBell AliantVirgin PlusBell InternetBell Satellite TVBell Fibe TVFibeBell MTSLucky MobileThe Source (2009–2024) (Converted to Best Buy Express)Glentel Inc. (50%)Northwestel Ziply Fiber,bce.ca,,Bell Canada Enterprises Inc. (1983–1988),Fixed line and mobile telephonyInternet servicesDigital televisionRadio broadcastingPrint,
SONDW,Sonder Holdings Inc. Warrants,$0.0026,-0.0001,-3.704%,105765,34602.0,United States,2021.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/sondw,"Valhi, Inc.","https://en.wikipedia.org/wiki/Valhi,_Inc.",Public,NYSE: VHIRussell 2000 Index component,1987,"Dallas, Texas, U.S.",,,"Robert D. Graham, Vice Chairman of the Board, President and CEO",,US$2.296 Billion (FY 2021),US$ 257.8 Million (FY 2021),US$ 127.2 Million (FY 2021),US$3.005 Billion (FY 2021),US$1.158 Billion (FY 2021),"2,847",,Valhi.net,,,"titanium dioxide pigments (TiO2), security products, recreational marine products, real estate, water distribution, insurance",
BNKK,Bonk Inc. Common Stock,$0.1497,-0.0204,-11.993%,13271617,27541250.0,United States,2020.0,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/bnkk,"Valhi, Inc.","https://en.wikipedia.org/wiki/Valhi,_Inc.",Public,NYSE: VHIRussell 2000 Index component,1987,"Dallas, Texas, U.S.",,,"Robert D. Graham, Vice Chairman of the Board, President and CEO",,US$2.296 Billion (FY 2021),US$ 257.8 Million (FY 2021),US$ 127.2 Million (FY 2021),US$3.005 Billion (FY 2021),US$1.158 Billion (FY 2021),"2,847",,Valhi.net,,,"titanium dioxide pigments (TiO2), security products, recreational marine products, real estate, water distribution, insurance",
RSVR,Reservoir Media Inc. Common Stock,$7.30,0.08,1.108%,93930,478794028.0,United States,2021.0,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/rsvr,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
ORLY,O'Reilly Automotive Inc. Common Stock,$100.43,1.42,1.434%,6554502,84773373960.0,United States,1993.0,Auto & Home Supply Stores,Consumer Discretionary,/market-activity/stocks/orly,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
FELE,Franklin Electric Co. Inc. Common Stock,$93.05,1.97,2.163%,182873,4141690952.0,United States,,Metal Fabrications,Consumer Discretionary,/market-activity/stocks/fele,"Micro Electronics, Inc.","https://en.wikipedia.org/wiki/Micro_Electronics,_Inc.",Private,,,"Hilliard, Ohio, U.S.",,,John Baker,,,,,,,,,microcenter.com,,,,
ABLVW,Able View Global Inc. Warrant,$0.0263,0.0005,1.938%,7697,1298955.0,China,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/ablvw,"Amplitude, Inc.","https://en.wikipedia.org/wiki/Amplitude,_Inc.",Public,Nasdaq: AMPL,2014; 11 years ago (2014),"San Francisco, California, United States",,,,,,,,,,,,amplitude.com,Spenser SkatesCurtis Liu,,Amplitude Analytics,
WMT,Walmart Inc. Common Stock,$105.32,-1.79,-1.671%,41391537,839700680169.0,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/wmt,MongoDB Inc.,https://en.wikipedia.org/wiki/MongoDB_Inc.,Public,Nasdaq: MDB (Class A)Russell 1000 component,2007; 18 years ago (2007),"Paramount PlazaNew York City, U.S.",,Worldwide,Chirantan “CJ” Desai (CEO) Tom Killalea (chairman),,US$2.01 billion (2025),US$−216 million (2025),US$−129 million (2025),US$3.43 billion (2025),US$2.78 billion (2025),"5,558 (2025)",,mongodb.com,Kevin P. Ryan Eliot Horowitz Dwight Merriman,"10gen, Inc. (2007–2013)",MongoDB,
SMP,Standard Motor Products Inc. Common Stock,$37.75,1.72,4.774%,149320,830469423.0,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/smp,"Micro Electronics, Inc.","https://en.wikipedia.org/wiki/Micro_Electronics,_Inc.",Private,,,"Hilliard, Ohio, U.S.",,,John Baker,,,,,,,,,microcenter.com,,,,
YUM,Yum! Brands Inc.,$152.98,3.77,2.527%,2468262,42475329780.0,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/yum,"Stride, Inc.","https://en.wikipedia.org/wiki/Stride,_Inc.",Publicly held,NYSE: LRNRussell 2000 ComponentS&P 600 component,,"Reston, Virginia, U.S.",,International,"Nathaniel B. Greene, ChairmanJames J. Rhyu, CEO",,$2.04 billion (FY 2024),$249.6 million (FY 2024),,,$1.176 billion (FY 2024),"7,800 (FY 2024)",,stridelearning.com,Ronald J. Packard,,"Education software, textbooks, workbooks",
COTY,Coty Inc. Class A Common Stock,$3.16,0.04,1.282%,4673705,2763791856.0,United States,2013.0,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/coty,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
SPCE,Virgin Galactic Holdings Inc. Common Stock,$3.38,-0.05,-1.458%,2637377,213616828.0,United States,2017.0,Transportation Services,Consumer Discretionary,/market-activity/stocks/spce,"Strategic Education, Inc.","https://en.wikipedia.org/wiki/Strategic_Education,_Inc.",Public,Nasdaq: STRAS&P 600 component,,"Herndon, Virginia, U.S.",,,Robert S. Silberman(executive chairman)Karl McDonnell (CEO)Daniel W. Jackson (CFO),Online education,"US$ 1,027,700,000 (2020)","US$ 94,400,000 (2020)","US$ 39,300,000 (2020)",,,"3,076 (2019)",,strategiceducation.com,,,,
DSGR,Distribution Solutions Group Inc. Common Stock,$27.01,0.9,3.447%,71186,1248612446.0,United States,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/dsgr,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
JBLU,JetBlue Airways Corporation Common Stock,$4.19,0.11,2.696%,23577183,1523947917.0,United States,2002.0,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/jblu,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation,Public,NYSE: PPLS&P 500 component,"June 4, 1920; 105 years ago (June 4, 1920)","Allentown, Pennsylvania, U.S.",,,"Vincent Sorgi, President and Chief Executive Officer",,US$7.9 billion (2022),"1,374,000,000 United States dollar (2022)",US$756 million (2022),,,"more than 6,500 (2022)",,pplweb.com,,,,
TGT,Target Corporation Common Stock,$87.62,3.94,4.708%,12571563,39814453348.0,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/tgt,Parsons Corporation,https://en.wikipedia.org/wiki/Parsons_Corporation,Public,NYSE: PSNS&P 400 component,"1944; 81 years ago (1944) in California, United States (as Ralph M. Parsons Company)","Chantilly, Virginia, U.S.",,Worldwide,"Carey Smith (CEO, chair and president)",,US$6.75 billion (2024),US$428 million (2024),US$235 million (2024),US$5.49 billion (2024),US$2.53 billion (2024),"19,600 (2024)",,parsons.com,Ralph M. Parsons,,,
HRB,H&R Block Inc. Common Stock,$43.88,0.55,1.269%,2031685,5547542383.0,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/hrb,"Navan, Inc.","https://en.wikipedia.org/wiki/Navan,_Inc.",Public,Nasdaq: NAVN,March 2015; 10 years ago (March 2015),"Palo Alto, California, United States",,Worldwide,Ariel Cohen (CEO)Ilan Twig (CTO)Amy Butte (CFO),,,,,,,"3,000 (2022)",,navan.com,Ariel CohenIlan Twig,,,
YETI,YETI Holdings Inc. Common Stock,$38.49,2.54,7.065%,1927626,2994834269.0,United States,2018.0,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/yeti,"Affirm Holdings, Inc.","https://en.wikipedia.org/wiki/Affirm_Holdings,_Inc.",Public,Nasdaq: AFRM (Class A)Russell 1000 component,2012; 13 years ago (2012),"650 California Street, San Francisco, California, United States",,"United States, Canada, United Kingdom","Max Levchin (chair, CEO)Libor Michalek (president)Michael Linford (COO)Robert O'Hare (CFO)","Buy now, pay laterDebit cardSavings account",US$3.22 billion (2025),US$−87 million (2025),US$52 million (2025),US$11.15 billion (2025),US$3.07 billion (2025),"2,206 (2025)",,www.affirm.com,Max LevchinNathan GettingsJeffrey KaditzAlex Rampell,,List of products Adaptive CheckoutAdaptAISplit PayAffirm CardAffirm Money Account,US00827B1061
MESA,Mesa Air Group Inc. Common Stock,$1.39,-0.12,-7.947%,503017,58195091.0,United States,2018.0,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/mesa,"Micro Electronics, Inc.","https://en.wikipedia.org/wiki/Micro_Electronics,_Inc.",Private,,,"Hilliard, Ohio, U.S.",,,John Baker,,,,,,,,,microcenter.com,,,,
FAST,Fastenal Company Common Stock,$39.91,0.76,1.941%,8314069,45818105625.0,United States,1987.0,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/fast,Post Holdings,https://en.wikipedia.org/wiki/Post_Holdings,Public,NYSE: POSTS&P 400 component,2012; 13 years ago (2012),"St Louis, Missouri, U.S.",,Worldwide,William Stiritz (chairman) Rob Vitale (CEO),,US$7.92 billion (2024),US$794 million (2024),US$367 million (2024),US$12.9 billion (2024),US$4.10 billion (2024),"11,480 (2024)",Post Consumer Brands Michael Foods Bob Evans Farms Weetabix Limited 8th Avenue MOM Brands,www.postholdings.com,,,Foodsdietary supplementsprotein supplementssports nutritions,
UAL,United Airlines Holdings Inc. Common Stock,$92.20,2.15,2.388%,10187909,29848642586.0,United States,,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/ual,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
PLBY,Playboy Inc. Common Stock,$1.71,0.06,3.636%,978718,184265106.0,United States,2020.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/plby,The Coca-Cola Company,https://en.wikipedia.org/wiki/The_Coca-Cola_Company,Public,NYSE: KODJIA componentS&P 100 componentS&P 500 component,"January 29, 1892; 133 years ago (1892-01-29) in Atlanta, Georgia, U.S.","Atlanta, Georgia, United States",,Worldwide (formerly in Russia until 2022),James Quincey (chairman and CEO)John Murphy (president and CFO),,US$47.06 billion (2024),US$9.992 billion (2024),US$10.63 billion (2024),US$100.5 billion (2024),US$26.37 billion (2024),"69,700 (2024)",List of subsidiaries,coca-colacompany.com,Asa Griggs Candler,,"Soft drinks, non-alcoholic and alcoholic beverages",US1912161007
SWK,Stanley Black & Decker Inc. Common Stock,$66.15,3.71,5.942%,2374507,10245640369.0,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/swk,"Calumet, Inc.","https://en.wikipedia.org/wiki/Calumet,_Inc.",Public,Nasdaq: CLMT,1919,"Indianapolis, Indiana",,,,,,,,,,,,www.calumetspecialty.com,,,Oil and solvents,
IRBT,iRobot Corporation Common Stock,$1.50,0.08,5.634%,2611650,47739305.0,United States,2005.0,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/irbt,Centene Corporation,https://en.wikipedia.org/wiki/Centene_Corporation,Public,NYSE: CNCS&P 500 component,1984; 41 years ago (1984),"St. Louis, Missouri, U.S.",,,Sarah London (CEO)Susan Smith (COO),Health care providerPharmacy benefit manager,US$163 billion (2024),US$3.18 billion (2024),US$3.31 billion (2024),US$82.4 billion (2024),US$26.4 billion (2024),"60,500 (2024)",,www.centene.com,"Elizabeth ""Betty"" Brinn",,,
ROL,Rollins Inc. Common Stock,$60.31,0.68,1.14%,2274210,29227963772.0,United States,,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/rol,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
IPG,Interpublic Group of Companies Inc. (The) Common Stock,$25.72,1.17,4.766%,5027426,9344821211.0,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/ipg,Mercer (consulting firm),https://en.wikipedia.org/wiki/Mercer_(consulting_firm),Subsidiary,,1945; 80 years ago (1945),New York City,180 cities in 43 countries,,Pat Tomlinson (president and CEO),,"5,021,000,000 United States dollar (2019)",,,,,"25,000 (2019)",,,,,"Asset management, including retirement, health & benefits, human capital, surveys & products, communication, investments, outsourcing, and mergers & acquisitions",
WEN,Wendy's Company (The) Common Stock,$8.29,0.42,5.337%,6589115,1577916784.0,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/wen,ZSpace (company),https://en.wikipedia.org/wiki/ZSpace_(company),Public,Nasdaq: ZSPC,2007; 18 years ago (2007),"San Jose, California",,,"Paul Kellenberger, CEOMike Harper, CMO",,,,,,,,,zspace.com,,,,
CMRE,Costamare Inc. Common Stock $0.0001 par value,$14.57,0.28,1.959%,366922,1747838895.0,Greece,2010.0,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cmre,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
