Source,Company Name,ICB Industry,Admission Date,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
London,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM,Basic Materials,2018-11-13 0:00,Basic Resources,Kazakhstan,Asia,MAIN MARKET,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JOULES GROUP PLC,Consumer Discretionary,2016-5-26 0:00,Retail,United Kingdom,Europe,AIM,No,114.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JOURNEO PLC,Industrials,2005-4-15 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPEL PRIVATE EQUITY LIMITED,Financials,2005-6-30 0:00,Financial Services,Guernsey,Europe,MAIN MARKET,No,103.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN AMERICAN INVESTMENT TRUST PLC,Financials,1955-12-18 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,1000.72,,,,,,,,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,Worldwide,Public,"December 1, 2000; 25 years ago (2000-12-01)",,"270 Park Avenue, New York City, United States",Financial services,Jamie Dimon (chairman & CEO)Jennifer Piepszak (COO)Daniel E. Pinto (President),US$58.47 billion (2024),"317,233 (2024)",,,,,US$177.6 billion (2024),Chase BankChase UKJ.P. Morgan & Co.One Equity Partners,US$4.003 trillion (2024),US$344.8 billion (2024),NYSE: JPMDJIA componentS&P 100 componentS&P 500 component,jpmorganchase.com
London,JPMORGAN ASIA GROWTH & INCOME PLC,Financials,1997-9-12 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,414.9,,,,,,,,JPMorgan European Growth & Income,https://en.wikipedia.org/wiki/JPMorgan_European_Growth_%26_Income,,Public company,1929; 96 years ago (1929),,"25 Bank Street, Canary Wharf, London, England",Investment trust,Rita Dhut (Chairman),,,,,,,,,,,LSE: JEGIFTSE 250 Index component,
London,JPMORGAN BRAZIL INVESTMENT TRUST PLC,Financials,2010-4-26 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,21.29,,,,,,,,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,Worldwide,Public,"December 1, 2000; 25 years ago (2000-12-01)",,"270 Park Avenue, New York City, United States",Financial services,Jamie Dimon (chairman & CEO)Jennifer Piepszak (COO)Daniel E. Pinto (President),US$58.47 billion (2024),"317,233 (2024)",,,,,US$177.6 billion (2024),Chase BankChase UKJ.P. Morgan & Co.One Equity Partners,US$4.003 trillion (2024),US$344.8 billion (2024),NYSE: JPMDJIA componentS&P 100 componentS&P 500 component,jpmorganchase.com
London,JPMORGAN CHINA GROWTH & INCOME PLC,Financials,1993-10-19 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,449.31,,,,,,,,JPMorgan Global Growth & Income,https://en.wikipedia.org/wiki/JPMorgan_Global_Growth_%26_Income,,Public company,1887; 138 years ago (1887),,"25 Bank Street, Canary Wharf, London, England",Investment trust,James Macpherson (Chairman),,,,,,,,,,,LSE: JGGIFTSE 250 Index component,
London,JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,Financials,1963-4-24 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,309.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN ELECT PLC,Financials,1999-11-24 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,303.0,,,,,,,,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,Worldwide,Public,"December 1, 2000; 25 years ago (2000-12-01)",,"270 Park Avenue, New York City, United States",Financial services,Jamie Dimon (chairman & CEO)Jennifer Piepszak (COO)Daniel E. Pinto (President),US$58.47 billion (2024),"317,233 (2024)",,,,,US$177.6 billion (2024),Chase BankChase UKJ.P. Morgan & Co.One Equity Partners,US$4.003 trillion (2024),US$344.8 billion (2024),NYSE: JPMDJIA componentS&P 100 componentS&P 500 component,jpmorganchase.com
London,JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC,Financials,1991-7-16 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,1382.82,,,,,,,,JPMorgan Emerging Markets Investment Trust,https://en.wikipedia.org/wiki/JPMorgan_Emerging_Markets_Investment_Trust,,Public company,1991; 34 years ago (1991),,"25 Bank Street, Canary Wharf, London, England",Investment trust,Aidan Lisser (Chairman),,,,,,,,,,,LSE: JMGFTSE 250 Index component,
London,JPMORGAN EUROPEAN INVESTMENT TRUST PLC,Financials,1955-6-23 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,288.06,,,,,,,,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,Worldwide,Public,"December 1, 2000; 25 years ago (2000-12-01)",,"270 Park Avenue, New York City, United States",Financial services,Jamie Dimon (chairman & CEO)Jennifer Piepszak (COO)Daniel E. Pinto (President),US$58.47 billion (2024),"317,233 (2024)",,,,,US$177.6 billion (2024),Chase BankChase UKJ.P. Morgan & Co.One Equity Partners,US$4.003 trillion (2024),US$344.8 billion (2024),NYSE: JPMDJIA componentS&P 100 componentS&P 500 component,jpmorganchase.com
London,JPMORGAN EURO SMALL CO. TRUST PLC,Financials,1990-4-24 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,607.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,Financials,2019-9-24 0:00,Financial Services,Guernsey,Europe,MAIN MARKET,No,204.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,Financials,2010-7-29 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,348.51,,,,,,,,JPMorgan Emerging Markets Investment Trust,https://en.wikipedia.org/wiki/JPMorgan_Emerging_Markets_Investment_Trust,,Public company,1991; 34 years ago (1991),,"25 Bank Street, Canary Wharf, London, England",Investment trust,Aidan Lisser (Chairman),,,,,,,,,,,LSE: JMGFTSE 250 Index component,
London,JPMORGAN GLOBAL GROWTH & INCOME PLC,Financials,1968-11-1 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,486.58,,,,,,,,JPMorgan Global Growth & Income,https://en.wikipedia.org/wiki/JPMorgan_Global_Growth_%26_Income,,Public company,1887; 138 years ago (1887),,"25 Bank Street, Canary Wharf, London, England",Investment trust,James Macpherson (Chairman),,,,,,,,,,,LSE: JGGIFTSE 250 Index component,
London,JPMORGAN INDIAN INVESTMENT TRUST PLC,Financials,1994-5-26 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,461.57,,,,,,,,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,Worldwide,Public,"December 1, 2000; 25 years ago (2000-12-01)",,"270 Park Avenue, New York City, United States",Financial services,Jamie Dimon (chairman & CEO)Jennifer Piepszak (COO)Daniel E. Pinto (President),US$58.47 billion (2024),"317,233 (2024)",,,,,US$177.6 billion (2024),Chase BankChase UKJ.P. Morgan & Co.One Equity Partners,US$4.003 trillion (2024),US$344.8 billion (2024),NYSE: JPMDJIA componentS&P 100 componentS&P 500 component,jpmorganchase.com
London,JPMORGAN JAPANESE INVESTMENT TRUST PLC,Financials,1955-1-7 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,1014.18,,,,,,,,JPMorgan Japanese Investment Trust,https://en.wikipedia.org/wiki/JPMorgan_Japanese_Investment_Trust,,Public company,1927; 98 years ago (1927),,"25 Bank Street, Canary Wharf, London, England",Investment trust,Stephen Cohen (Chairman),,,,,,,,,,,LSE: JFJFTSE 250 Index component,
London,JPMORGAN JAPAN SMALLER CO TST PLC,Financials,2000-4-12 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,286.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN MID CAPITAL INVESTMENT TRUST PLC,Financials,1972-6-26 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,213.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN MULTI-ASSET TRUST PLC,Financials,2018-3-2 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,71.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JPMORGAN RUSSIAN SECURITIES PLC,Financials,2002-12-20 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,236.42,,,,,,,,JPMorgan Russian Securities,https://en.wikipedia.org/wiki/JPMorgan_Russian_Securities,,Public company,2002; 23 years ago (2002),,"25 Bank Street, Canary Wharf, London, England",Investment trust,Eric Sanderson (Chairman),,,,,,,,,,,LSE: JII,
London,JPMORGAN SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,1990-8-6 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,211.52,,,,,,,,JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase,Worldwide,Public,"December 1, 2000; 25 years ago (2000-12-01)",,"270 Park Avenue, New York City, United States",Financial services,Jamie Dimon (chairman & CEO)Jennifer Piepszak (COO)Daniel E. Pinto (President),US$58.47 billion (2024),"317,233 (2024)",,,,,US$177.6 billion (2024),Chase BankChase UKJ.P. Morgan & Co.One Equity Partners,US$4.003 trillion (2024),US$344.8 billion (2024),NYSE: JPMDJIA componentS&P 100 componentS&P 500 component,jpmorganchase.com
London,JPMORGAN US SMALLER CO. INV TST PLC,Financials,1982-1-12 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,180.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JSC HALYK BANK,Financials,2006-12-20 0:00,Banks,Kazakhstan,Asia,MAIN MARKET,Yes,,,,,,,,,Halyk Bank,https://en.wikipedia.org/wiki/Halyk_Bank,"Kazakhstan, Kyrgyzstan, Georgia, Russia, Tajikistan, Uzbekistan",Joint Stock Company,1923,,"Almaty, Kazakhstan","Banking, Financial services",Alexander Pavlov (Chairman)Umut Shayakhmetova (Chairperson of the Management Board),352.6 billion tenge (2020),"13,452 (2020)",,,,,380.2 billion tenge (2020),Halyk Bank KyrgyzstanHalyk Bank GeorgiaMoskommertsbankKazkommertsbank TajikistanTenge Bank,"12,1 trillion tenge (2022)","1,493.2 billion tenge (2020)",KASE: HSBKLSE: HSBK,halykbank.kz
London,JSC VTB BANK,Financials,2007-5-17 0:00,Banks,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,,VTB Bank,https://en.wikipedia.org/wiki/VTB_Bank,"Russia, CIS, Europe, Asia, Africa, US",Public (ПAO),October 1990; 35 years ago (1990-10),,"Moscow, Russia",Financial services,Andrey L. Kostin (President and Chairman of the Management Board) Anton Siluanov (Chairman of the Supervisory Council),$4.45 billion (2021),,,Federal Agency for State Property Management (60.9%),,Retail bankingcorporate bankinginvestment bankinginsuranceprivate bankingprivate equitymortgage loanscredit cardsinvestment managementwealth managementasset managementmutual fundsexchange-traded fundsindex funds,"1,185,800,000,000 Russian ruble (2017)",,$283 billion (2021),$30.2 billion (2021),MCX: VTBRLSE: VTBR,VTB.com
London,JTC PLC,Financials,2018-3-14 0:00,Financial Services,Jersey,Europe,MAIN MARKET,No,659.17,,,,,,,,JTC plc,https://en.wikipedia.org/wiki/JTC_plc,,Public limited company,1987,,Jersey,Financial services,Mike Liston (Chairman) Nigel Le Quesne (CEO) Martin Fotheringham (CFO),£(7.3) million (2024),"2,300 (2025)",£18.9 million (2024),,,,£305.4 million (2024),,,,LSE: JTCFTSE 250 component,www.jtcgroup.com
London,JUBILEE METALS GROUP PLC,Basic Materials,2002-7-31 0:00,Basic Resources,United Kingdom,Europe,AIM,No,135.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JUDGES SCIENTIFIC PLC,Industrials,2005-5-24 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,339.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JUPITER EMERGING & FRONTIER INCOME TRUST PLC,Financials,2017-5-15 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,67.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JUPITER FUND MANAGEMENT PLC,Financials,2010-6-21 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,1284.21,,,,,,,,List of asset management firms,https://en.wikipedia.org/wiki/List_of_asset_management_firms,,,,,,,,,,,,,,,,,,,
London,JUPITER GREEN INVESTMENT TRUST PLC,Financials,2006-6-8 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,40.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JUPITER UK GROWTH INVESTMENT TRUST PLC,Financials,1987-7-2 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JUPITER US SMALLER COMPANIES PLC,Financials,1993-3-11 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,121.35,,,,,,,,Jupiter Wagons,https://en.wikipedia.org/wiki/Jupiter_Wagons,Worldwide,Public,28 July 1979; 46 years ago (1979-07-28),,"Kolkata, West Bengal, India",RailwaysAutomobileHeavy equipmentDefense,Vivek Lohia(Managing Director)Vikash Lohia (Whole time Director)Abhishek Jaiswal(CEO),₹120.78 crore (US$14 million) (2023),,,,,Freight wagonsLocomotivesRolling stockShipping containerElectric vehicleDefence service vehicle,"₹2,073.33 crore (US$250 million) (2023)",,"₹1,072.40 crore (US$130 million) (2022)",₹682.69 crore (US$81 million) (2022),BSE: 533272NSE: JWL,jupiterwagons.com
London,JUST EAT TAKEAWAY.COM N.V.,Technology,2020-2-3 0:00,Technology,Netherlands,Europe,MAIN MARKET,Yes,12743.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,JUST GROUP PLC,Financials,2013-11-12 0:00,Insurance,United Kingdom,Europe,MAIN MARKET,No,435.78,,,,,,,,Just Group plc,https://en.wikipedia.org/wiki/Just_Group_plc,,Public limited company,2004; 21 years ago (2004),,"Enterprise House, Bancroft Road, Reigate, United Kingdom",Financial services,John Hastings-Bass(Chairman)David Richardson (CEO),£80 million (2024),,£113 million (2024),,,,"£1,809 million (2024)",Just Retirement,,,LSE: JUSTFTSE 250 component,www.justgroupplc.co.uk
London,JZ CAPITAL PARTNERS LIMITED,Financials,2008-7-1 0:00,Financial Services,Guernsey,Europe,MAIN MARKET,No,66.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,2001-3-28 0:00,Technology,United Kingdom,Europe,AIM,No,39.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,K3 CAPITAL GROUP PLC,Financials,2017-4-11 0:00,Financial Services,United Kingdom,Europe,AIM,No,100.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KAINOS GROUP PLC,Technology,2015-7-10 0:00,Technology,United Kingdom,Europe,MAIN MARKET,No,1509.57,,,,,,,,Kainos,https://en.wikipedia.org/wiki/Kainos,,Public,"Belfast, Northern Ireland (14 April 1986)",,"Kainos, 4-6 Upper Crescent, Belfast, Northern Ireland, BT7 1NT",Computer softwareIT servicesIT consulting,Tom Burnet (chairman)Brendan Mooney (CEO),£48.7 million (2024),,£60.8 million (2024),,,,£382.4 million (2024),,,,LSE: KNOSFTSE 250 component,www.kainos.com
London,KAKUZI LD,Consumer Staples,1953-2-12 0:00,"Food, Beverage and Tobacco",Kenya,Africa,MAIN MARKET,Yes,18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KAPE TECHNOLOGIES PLC,Technology,2014-9-30 0:00,Technology,Isle of Man,Europe,AIM,No,266.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KARELIAN DIAMOND RESOURCES PLC,Basic Materials,2005-9-1 0:00,Basic Resources,Ireland,Europe,AIM,Yes,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KATORO GOLD PLC,Basic Materials,2015-4-27 0:00,Basic Resources,United Kingdom,Europe,AIM,No,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KAVANGO RESOURCES PLC,Basic Materials,2018-7-31 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KAZERA GLOBAL PLC,Industrials,2006-6-12 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KAZ MINERALS PLC,Basic Materials,2005-10-12 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,2976.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KCELL JOINT STOCK COMPANY,Telecommunications,2012-12-17 0:00,Telecommunications,Kazakhstan,Asia,MAIN MARKET,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KCR RESIDENTIAL REIT PLC,Real Estate,2015-7-3 0:00,Real Estate,United Kingdom,Europe,AIM,No,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KEFI GOLD AND COPPER PLC,Basic Materials,2006-12-18 0:00,Basic Resources,United Kingdom,Europe,AIM,No,34.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KELLER GROUP PLC,Industrials,1994-5-5 0:00,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,366.83,,,,,,,,Keller Group,https://en.wikipedia.org/wiki/Keller_Group,,Public limited company,1860; 165 years ago (1860),,"London, England",Ground engineering,Carl-Peter Forster (Chair)James Wroath (CEO)David Burke (CFO),£142.7 million (2024),"10,000 (2025)",£212.6 million (2024),,,,"£2,986.7 million (2024)",CyntechGEO-InstrumentsSuncoast Post-TensionMoretrench IndustrialPhi Group,,,LSE: KLRFTSE 250 component,keller.com
London,KENMARE RESOURCES PLC,Basic Materials,1994-11-17 0:00,Basic Resources,Ireland,Europe,MAIN MARKET,Yes,318.24,,,,,,,,Kenmare Resources,https://en.wikipedia.org/wiki/Kenmare_Resources,,Public,1972; 53 years ago (1972),,"Dublin, Republic of Ireland",Mining,"Andrew Webb, ChairmanMichael Carvill, Managing DirectorTom Hickey, Finance Director",$64.9 million (2024),,$89.2 million (2024),,,,$414.7 million (2024),,"$1,309.3 million (2024)","$1,161.1 million (2024)",LSE: KMREuronext Dublin: KMRISEQ 20 component,kenmareresources.com
London,KERAS RESOURCES PLC,Basic Materials,2011-7-18 0:00,Basic Resources,United Kingdom,Europe,AIM,No,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KERRY GROUP PLC,Consumer Staples,1990-4-19 0:00,"Food, Beverage and Tobacco",Ireland,Europe,MAIN MARKET,Yes,16252.62,,,,,,,,Kerry Group,https://en.wikipedia.org/wiki/Kerry_Group,,Public limited company,"1972; 53 years ago (1972) in Listowel, County Kerry, Ireland",,"Tralee, County Kerry",,Tom Moran (Chairman)Edmond Scanlon (CEO),€728.1 million (2023),"23,000 (2024)",€866.0 million (2023),,Kerry Co-operative Creameries (11.3%),Food ingredients and flavours,"€8,020.3 million (2023",,"€11,692.4 million (2023)","€6,522.8 million (2023)",Euronext Dublin: KRZ LSE: KYGAISEQ 20 component,kerrygroup.com
London,KEYSTONE INVESTMENT TRUST PLC,Financials,1954-11-19 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,152.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KEYSTONE LAW GROUP PLC,Industrials,2017-10-26 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,144.64,,,,,,,,Keystone Law,https://en.wikipedia.org/wiki/Keystone_Law,,,2002,James KnightCharles Stringer,"London, United Kingdom",Legal,James Knight (managing director)William Robins (operations director)Ashley Miller (finance director)Mark Machray (recruitment director)Kristina Oliver (marketing & business development director)Maurice Tunney (IT director),,"440 lawyers, 45 support staff",,,,,,,,,AIM: KEYS,www.keystonelaw.co.uk
London,KEYWORDS STUDIOS PLC,Consumer Discretionary,2013-7-12 0:00,Consumer Products and Services,United Kingdom,Europe,AIM,No,1565.08,,,,,,,,Keywords Studios,https://en.wikipedia.org/wiki/Keywords_Studios,,Subsidiary,1998; 27 years ago (1998),Giorgio GuastallaTeresa Luppino,"Leopardstown, Ireland",Video games,Bertrand Bodson (CEO)Jon Hauck (COO)Robert Kingston (CFO),€19.952 million (2023),"12,340 (2023)",€46.830 million (2023),,EQT AB (51%; 2024–present),,€780.445 million (2023),See § Operations,€599.039 million (2023),€599.039 million (2023),,keywordsstudios.com
London,KIBO ENERGY PLC,Basic Materials,2012-9-7 0:00,Basic Resources,Ireland,Europe,AIM,Yes,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KIER GROUP PLC,Industrials,1996-12-12 0:00,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,76.52,,,,,,,,Kier Group,https://en.wikipedia.org/wiki/Kier_Group,,Public limited company,1928,,"81 Fountain Street, Manchester","Construction, Civil engineering, Support services, Property management","Matthew Lester, Chairman Stuart Togwell, CEO",£51.3 million (2024),"10,218 (2024)",£103.1 million (2024),,,,"£3,969.4 million (2024)",,,,LSE: KIE,www.kier.co.uk
London,KIN AND CARTA PLC,Industrials,1985-10-3 0:00,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,134.94,,,,,,,,Kin + Carta,https://en.wikipedia.org/wiki/Kin_%2B_Carta,,Public,"1964; 61 years ago (1964) in St Ives, Cambridgeshire, UK",Robert Gavron,"London, United Kingdom",Digital transformation consultancy,"Kelly Manthey, CEO Chris Kutsor, CFO",£(18.8) million (2023),,£18.5 million (2023),,Valtech (2024–present),,£195.9 million (2023),Spire DigitalMelonFraktonLoop IntegrationForecastCascade Data Labs,,,LSE: KCT,kinandcarta.com
London,KINGFISHER PLC,Consumer Discretionary,1982-11-24 0:00,Retail,United Kingdom,Europe,MAIN MARKET,No,6058.23,,,,,,,,Kingfisher Airlines,https://en.wikipedia.org/wiki/Kingfisher_Airlines,,,2003 (2003),,"Bengaluru, Karnataka",,Vijay Mallya (CMD) Sanjay Aggarwal (CEO),"₹8,765.9 crore (US$1.0 billion) (2012)",,,,,,"₹25,982.78 crore (US$3.1 billion) (2012)",Kingfisher Xpress,,,,
London,KINGS ARMS YARD VCT PLC,Financials,1996-4-4 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,70.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KINGSPAN GROUP PLC,Industrials,1995-6-8 0:00,Construction and Materials,Ireland,Europe,MAIN MARKET,Yes,12182.82,,,,,,,,Kingspan Group,https://en.wikipedia.org/wiki/Kingspan_Group,,Public limited company,1966,,"Kingscourt, County Cavan, Ireland",,"Eugene Murtagh, Founder Gene Murtagh, CEO",€ 690.8 million (2024),"22,000+ (2025)",€ 862.1 million (2024),,,"Insulated panels and facades, Insulation, Structural, Solar and Renewables Engineered Timber Systems, Access Floors, Wind Turbines, Septic Tanks","€ 8,608.0 million (2024)",,,,Euronext Dublin: KRXLSE: 0KGPISEQ 20 component,www.kingspan.com/
London,KINGSWOOD HOLDINGS LIMITED,Financials,2005-2-24 0:00,Financial Services,United Kingdom,Europe,AIM,No,68.33,,,,,,,,Kingswood School,https://en.wikipedia.org/wiki/Kingswood_School,,Private,,John Wesley,,,,,,,,,,,,,,,www.kingswood.bath.sch.uk
London,KKV SECURED LOAN FUND LIMITED,Financials,2014-7-14 0:00,Financial Services,Guernsey,Europe,MAIN MARKET,No,93.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KNIGHTS GROUP HOLDINGS PLC,Industrials,2018-6-29 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,361.38,,,,,,,,Knights Templar,https://en.wikipedia.org/wiki/Knights_Templar,,Latin Catholic military order,,,"Temple Mount, Jerusalem, Kingdom of Jerusalem",,,,,,,,,,,,,,
London,KODAL MINERALS PLC,Basic Materials,2013-12-30 0:00,Basic Resources,United Kingdom,Europe,AIM,No,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KONAMI HOLDINGS CORPORATION,Consumer Discretionary,1999-9-27 0:00,Consumer Products and Services,Japan,Asia,MAIN MARKET,Yes,4444.77,,,,,,,,Konami,https://en.wikipedia.org/wiki/Konami,Worldwide,Public,21 March 1969; 56 years ago (1969-03-21),Kagemasa Kōzuki,"Ginza, Chūō, Tokyo, Japan",Video gamesEntertainment,Kagemasa Kozuki (chairman)Kimihiko Higashio (president)Hideki Hayakawa (president of Konami Digital Entertainment),¥19.9 billion (2020),"Konami (total)9,268 (09/2025)Konami Digital Entertainment2,102 (09/2025)Konami Arcade Games501 (10/2025)Konami Sports4,668 (09/2025)",¥31 billion (2020),Kozuki family (29%),,,¥262.8 billion (2020),,,,TYO: 9766 LSE: KNM Nikkei 225 Component,www.konami.com/en/
London,KOOTH PLC,Health Care,2020-9-2 0:00,Health Care,United Kingdom,Europe,AIM,No,80.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KORE POTASH PLC,Basic Materials,2018-3-29 0:00,Basic Resources,United Kingdom,Europe,AIM,No,16.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KOSMOS ENERGY LTD,Energy,2017-8-21 0:00,Energy,United States,North America,MAIN MARKET,Yes,333.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KRM22 PLC,Financials,2018-4-30 0:00,Financial Services,United Kingdom,Europe,AIM,No,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KROMEK GROUP PLC,Health Care,2013-10-16 0:00,Health Care,United Kingdom,Europe,AIM,No,40.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KROPZ PLC,Basic Materials,2018-11-30 0:00,Basic Resources,United Kingdom,Europe,AIM,No,27.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KSK POWER VENTUR PLC,Utilities,2010-3-31 0:00,Utilities,Isle of Man,Europe,MAIN MARKET,No,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,LAMPRELL PLC,Energy,2008-11-6 0:00,Energy,Isle of Man,Europe,MAIN MARKET,No,102.86,,,,,,,,Lamprell,https://en.wikipedia.org/wiki/Lamprell,,Private,1976,,"Hamriyah, United Arab Emirates",Energy,"Ian Prescott, CEO Neil Millar, COO",US$(53.4) million (2020),"5,000 (2021)",US$(32.0) million (2020),,,Oil & GasRenewables,US$338.6 million (2020),,,,,www.lamprell.com
London,LANCASHIRE HOLDINGS LIMITED,Financials,2009-3-16 0:00,Insurance,Bermuda,North America,MAIN MARKET,Yes,1543.58,,,,,,,,Lancashire Combination,https://en.wikipedia.org/wiki/Lancashire_Combination,,,,,,,,,,,,,,,,,,,
London,LANDORE RESOURCES LIMITED,Basic Materials,2005-4-6 0:00,Basic Resources,Guernsey,Europe,AIM,No,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,LAND SECURITIES GROUP PLC,Real Estate,1955-8-2 0:00,Real Estate,United Kingdom,Europe,MAIN MARKET,No,3776.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,LANSDOWNE OIL & GAS PLC,Energy,2006-4-21 0:00,Energy,United Kingdom,Europe,AIM,No,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
