T1_index,T2_index,cosine_similarity,cosine_distance
1812,26897,0.0478737,0.9521263
1813,36015,0.149219,0.850781
1814,47545,0.2572501,0.7427499
1815,26883,0.1276226,0.8723774
1816,24066,0.10661525,0.89338475
1817,40473,0.19037974,0.80962026
1818,16699,0.20872307,0.79127693
1819,45887,0.04791296,0.95208704
1820,26648,0.05875504,0.94124496
1821,26551,0.1006488,0.8993512
1822,41206,0.0658724,0.9341276
1823,93787,0.2632302,0.7367698
1824,82921,0.0821643,0.9178357
1825,101828,0.1698529,0.8301471
1826,24930,0.13196284,0.86803716
1827,78052,0.1015952,0.8984048
1828,14541,0.1503813,0.8496187
1829,38523,0.19910824,0.80089176
1830,107877,0.0602495,0.9397505
1831,90456,0.1010468,0.8989532
1832,66419,0.0921324,0.9078676
1833,64349,0.2555042,0.7444958
1834,85381,0.07002395,0.92997605
1835,85693,0.27291197,0.72708803
1836,45123,0.06692654,0.93307346
1837,54691,0.15752167,0.84247833
1838,40570,0.14151645,0.85848355
1839,4789,0.15493965,0.84506035
1840,93705,0.1131221,0.8868779
1841,113122,0.1051697,0.8948303
1842,56682,0.1055553,0.8944447
1843,8029,0.1450013,0.8549987
1844,48795,0.0909236,0.9090764
1845,58901,0.1143683,0.8856317
1846,50887,0.13611954,0.86388046
1847,93363,0.2170353,0.7829647
1848,84677,0.19899225,0.80100775
1849,59670,0.1173361,0.8826639
1850,76576,0.2507793,0.7492207
1851,14220,0.0617692,0.9382308
1852,87217,0.0635799,0.9364201
1853,93962,0.0274254,0.9725746
1854,66374,0.1230481,0.8769519
1855,100193,0.07482105,0.92517895
1856,48498,0.44023967,0.55976033
1857,110831,0.07995486,0.92004514
1858,63661,0.058384,0.941616
1859,46093,0.12510765,0.87489235
1860,46093,0.07102984,0.92897016
1861,46314,0.18440664,0.81559336
1862,4692,0.25731754,0.74268246
1863,3876,0.2255496,0.7744504
1864,59792,0.1249833,0.8750167
1865,84235,0.1539533,0.8460467
1866,50168,0.1520531,0.8479469
1867,21868,0.07252675,0.92747325
1868,101241,0.21418935,0.78581065
1869,100133,0.09978986,0.90021014
1870,93557,0.111395,0.888605
1871,9810,0.1384262,0.8615738
1872,100548,0.1491854,0.8508146
1873,71446,0.1825236,0.8174764
1874,45802,0.0349651,0.9650349
1875,103364,0.19959486,0.80040514
1876,93761,0.03793824,0.96206176
1877,78966,0.12487805,0.87512195
1878,17494,0.13068587,0.86931413
1879,94425,0.09888804,0.90111196
1880,14088,0.28868455,0.71131545
1881,54666,0.08578014,0.91421986
1882,78395,0.1135455,0.8864545
1883,104412,0.23926,0.76074
1884,74608,0.11451304,0.88548696
1885,78017,0.0510414,0.9489586
1886,108558,0.148937,0.851063
1887,4548,0.0945246,0.9054754
1888,37656,0.12317395,0.87682605
1889,54348,0.2276697,0.7723303
1890,6462,0.22956795,0.77043205
1891,102892,0.38309264,0.61690736
1892,112631,0.08512616,0.91487384
1893,75772,0.315603,0.684397
1894,101843,0.157343,0.842657
1895,18546,0.18704724,0.81295276
1896,98497,0.1530928,0.8469072
1897,7972,0.17199236,0.82800764
1898,32834,0.0783167,0.9216833
1899,66598,0.1679086,0.8320914
1900,14445,0.0601458,0.9398542
1901,106959,0.1679446,0.8320554
1902,6964,0.06584805,0.93415195
1903,87548,0.0540949,0.9459051
1904,6579,0.18237406,0.81762594
1905,63529,0.1403259,0.8596741
1906,98242,0.1209515,0.8790485
1907,39627,0.09505624,0.90494376
1908,93515,0.13524747,0.86475253
1909,93652,0.0174533,0.9825467
1910,54552,0.04927105,0.95072895
1911,78965,0.2629857,0.7370143
1912,16928,0.24885935,0.75114065
1913,49022,0.0872544,0.9127456
1914,39861,0.07834977,0.92165023
1915,112155,0.1701812,0.8298188
1916,104967,0.0401829,0.9598171
1917,106857,0.0638585,0.9361415
1918,66867,0.0572029,0.9427971
1919,21815,0.106107,0.893893
1920,86922,0.3018811,0.6981189
1921,18579,0.19421947,0.80578053
1922,49087,0.06319535,0.93680465
1923,15291,0.179041,0.820959
1924,75479,0.0379003,0.9620997
1925,1182,0.18243295,0.81756705
1926,14211,0.19018865,0.80981135
1927,93553,0.0187732,0.9812268
1928,26033,0.1469211,0.8530789
1929,67888,0.03362197,0.96637803
1930,40133,0.0361378,0.9638622
1931,93614,0.0788037,0.9211963
1932,26077,0.0635751,0.9364249
1933,102917,0.0596903,0.9403097
1934,6810,0.17033887,0.82966113
1935,56893,0.0621719,0.9378281
1936,7324,0.07112545,0.92887455
1937,62522,0.0493067,0.9506933
1938,36701,0.07467395,0.92532605
1939,49688,0.07581925,0.92418075
1940,92301,0.1400859,0.8599141
1941,106773,0.1855983,0.8144017
1942,93554,0.0652634,0.9347366
1943,50421,0.06479335,0.93520665
1944,64134,0.2772591,0.7227409
1945,93043,0.2940861,0.7059139
1946,98925,0.13209206,0.86790794
1947,86948,0.13605964,0.86394036
1948,11353,0.037014,0.962986
1949,62626,0.0489822,0.9510178
1950,45908,0.0284382,0.9715618
1951,41494,0.0964881,0.9035119
1952,100529,0.17196476,0.82803524
1953,93048,0.0407959,0.9592041
1954,3127,0.1167088,0.8832912
1955,35080,0.0989947,0.9010053
1956,90546,0.03398573,0.96601427
1957,101636,0.245808,0.754192
1958,106791,0.0732502,0.9267498
1959,14968,0.1636775,0.8363225
1960,93885,0.1407671,0.8592329
1961,13741,0.0680677,0.9319323
1962,41494,0.094943,0.905057
1963,14727,0.0780347,0.9219653
1964,19838,0.17639196,0.82360804
1965,70541,0.3062633,0.6937367
1966,93663,0.120184,0.879816
1967,25839,0.2022809,0.7977191
1968,49492,0.1056087,0.8943913
1969,16530,0.2145526,0.7854474
1970,13394,0.1862768,0.8137232
1971,35678,0.1604163,0.8395837
1972,63248,0.13660705,0.86339295
1973,26187,0.11649406,0.88350594
1974,66396,0.03116715,0.96883285
1975,66116,0.1247924,0.8752076
1976,87917,0.1633718,0.8366282
1977,41494,0.2461261,0.7538739
1978,68979,0.268162,0.731838
1979,93020,0.05353004,0.94646996
1980,101281,0.17518556,0.82481444
1981,88962,0.0397374,0.9602626
1982,102647,0.1443849,0.8556151
1983,4664,0.0950615,0.9049385
1984,92436,0.04681945,0.95318055
1985,14363,0.0592384,0.9407616
1986,58940,0.2301615,0.7698385
1987,40347,0.15997005,0.84002995
1988,64347,0.2015435,0.7984565
1989,51382,0.0,1.0
1990,101636,0.213644,0.786356
1991,72783,0.0784834,0.9215166
1992,40829,0.0825391,0.9174609
1993,78011,0.13037515,0.86962485
1994,93732,0.13129497,0.86870503
1995,83019,0.2535274,0.7464726
1996,26838,0.0580091,0.9419909
1997,26808,0.23817205,0.76182795
1998,18130,0.10373354,0.89626646
1999,35241,0.0777992,0.9222008
2000,16590,0.13829184,0.86170816
2001,76741,0.2559855,0.7440145
2002,75486,0.1421191,0.8578809
2003,93802,0.0437214,0.9562786
2004,91433,0.0589955,0.9410045
2005,5979,0.16048455,0.83951545
2006,16220,0.1136857,0.8863143
2007,76398,0.19076216,0.80923784
2008,4740,0.1933243,0.8066757
2009,113877,0.06380284,0.93619716
2010,59398,0.13800347,0.86199653
2011,45191,0.2350881,0.7649119
2012,16075,0.29720354,0.70279646
2013,49081,0.34899306,0.65100694
2014,32231,0.24616337,0.75383663
2015,14344,0.1442719,0.8557281
2016,87749,0.08238924,0.91761076
2017,76970,0.1123008,0.8876992
2018,61549,0.3585677,0.6414323
2019,74203,0.099798,0.900202
2020,108273,0.24717635,0.75282365
2021,24723,0.3481339,0.6518661
2022,105685,0.30555576,0.69444424
2023,101195,0.48720527,0.51279473
2024,16675,0.4298459,0.5701541
2025,93969,0.0524061,0.9475939
2026,16928,0.3195183,0.6804817
2027,4930,0.2533856,0.7466144
2028,16273,0.232889,0.767111
2029,13224,0.1639445,0.8360555
2030,93152,0.0228796,0.9771204
2031,6746,0.0821321,0.9178679
2032,16071,0.17732155,0.82267845
2033,45996,0.30614305,0.69385695
2034,101191,0.1671958,0.8328042
2035,4392,0.1997827,0.8002173
2036,96951,0.21858805,0.78141195
2037,7848,0.15338624,0.84661376
2038,16834,0.1474997,0.8525003
2039,76336,0.1605807,0.8394193
2040,101865,0.0985764,0.9014236
2041,39139,0.1648967,0.8351033
2042,41648,0.2184673,0.7815327
2043,80120,0.08255357,0.91744643
2044,16906,0.1701732,0.8298268
2045,101297,0.13060516,0.86939484
2046,76086,0.21418834,0.78581166
2047,49293,0.3556371,0.6443629
2048,103330,0.17527544,0.82472456
2049,79531,0.20069,0.79931
2050,45671,0.04263943,0.95736057
2051,98741,0.049912,0.950088
2052,79522,0.13210815,0.86789185
2053,16182,0.2737746,0.7262254
2054,105685,0.1512175,0.8487825
2055,55011,0.2530734,0.7469266
2056,107889,0.1668861,0.8331139
2057,79404,0.0491627,0.9508373
2058,11810,0.1221336,0.8778664
2059,50487,0.0750246,0.9249754
2060,93043,0.2710689,0.7289311
2061,59490,0.19454587,0.80545413
2062,63891,0.30992025,0.69007975
2063,13925,0.0644229,0.9355771
2064,4665,0.1953263,0.8046737
2065,64216,0.0656033,0.9343967
2066,93703,0.0376208,0.9623792
2067,16176,0.1868902,0.8131098
2068,14035,0.12591076,0.87408924
2069,16120,0.17865014,0.82134986
2070,107441,0.3453455,0.6546545
2071,16329,0.137721,0.862279
2072,16182,0.20578194,0.79421806
2073,59445,0.2104739,0.7895261
2074,104608,0.2351872,0.7648128
2075,103386,0.0,1.0
2076,26546,0.0371642,0.9628358
2077,11540,0.13781494,0.86218506
2078,76898,0.1741336,0.8258664
2079,91427,0.0975516,0.9024484
2080,38733,0.188467,0.811533
2081,101297,0.12710506,0.87289494
2082,16340,0.31104153,0.68895847
2083,11281,0.2065307,0.7934693
2084,36549,0.22340775,0.77659225
2085,50308,0.1940318,0.8059682
2086,79538,0.1074364,0.8925636
2087,26630,0.1050702,0.8949298
2088,59972,0.1626006,0.8373994
2089,76706,0.1747274,0.8252726
2090,59142,0.21032226,0.78967774
2091,16182,0.140992,0.859008
2092,39137,0.15179396,0.84820604
2093,59972,0.1231086,0.8768914
2094,33688,0.1681948,0.8318052
2095,42720,0.064215,0.935785
2096,16482,0.1374032,0.8625968
2097,16328,0.24893355,0.75106645
2098,40573,0.1087088,0.8912912
2099,113910,0.3075353,0.6924647
2100,75554,0.13238907,0.86761093
2101,104579,0.2808279,0.7191721
2102,101697,0.1976287,0.8023713
2103,16075,0.1463196,0.8536804
2104,16893,0.16121805,0.83878195
2105,96670,0.1535209,0.8464791
2106,16383,0.20269513,0.79730487
2107,101044,0.1386339,0.8613661
2108,36260,0.14782786,0.85217214
2109,93245,0.15086126,0.84913874
2110,83750,0.2267184,0.7732816
2111,78977,0.0457684,0.9542316
2112,97528,0.02056074,0.97943926
2113,75972,0.1776161,0.8223839
2114,103330,0.2291011,0.7708989
2115,11288,0.25013447,0.74986553
2116,14827,0.1418202,0.8581798
2117,39139,0.21453804,0.78546196
2118,105978,0.33279335,0.66720665
2119,76262,0.2273318,0.7726682
2120,58091,0.2882185,0.7117815
2121,76143,0.1179892,0.8820108
2122,81916,0.0,1.0
2123,111197,0.07301676,0.92698324
2124,38733,0.13766474,0.86233526
2125,59490,0.30883884,0.69116116
2126,107544,0.1368234,0.8631766
2127,4316,0.121947,0.878053
2128,45191,0.2553878,0.7446122
2129,16265,0.24468696,0.75531304
2130,59398,0.1337193,0.8662807
2131,96407,0.1241807,0.8758193
2132,66304,0.1741199,0.8258801
2133,78980,0.19171536,0.80828464
2134,78732,0.0884734,0.9115266
2135,59647,0.1659279,0.8340721
2136,39137,0.21936226,0.78063774
2137,16063,0.30287087,0.69712913
2138,103825,0.2439862,0.7560138
2139,93663,0.1333243,0.8666757
2140,104458,0.04118186,0.95881814
2141,105091,0.0839231,0.9160769
2142,26851,0.074432,0.925568
2143,87977,0.1750668,0.8249332
2144,5598,0.24922407,0.75077593
2145,11966,0.0147327,0.9852673
2146,76552,0.1677461,0.8322539
2147,16644,0.70220172,0.29779828
2148,16829,0.1803575,0.8196425
2149,43737,0.1067949,0.8932051
2150,79522,0.1991578,0.8008422
2151,75552,0.1148119,0.8851881
2152,36818,0.1946968,0.8053032
2153,11281,0.1980604,0.8019396
2154,2685,0.12530077,0.87469923
2155,16659,0.3338802,0.6661198
2156,16182,0.17108524,0.82891476
2157,70702,0.1696423,0.8303577
2158,36045,0.1534425,0.8465575
2159,4223,0.17985547,0.82014453
2160,84749,0.11996293,0.88003707
2161,7705,0.15816075,0.84183925
2162,11288,0.190315,0.809685
2163,76469,0.171593,0.828407
2164,19961,0.0,1.0
2165,96254,0.0787237,0.9212763
2166,101125,0.13947135,0.86052865
2167,28739,0.2003676,0.7996324
2168,37668,0.1860256,0.8139744
2169,94275,0.0864109,0.9135891
2170,2749,0.3210614,0.6789386
2171,16834,0.1696156,0.8303844
2172,21541,0.2625888,0.7374112
2173,16137,0.1919339,0.8080661
2174,93197,0.1111222,0.8888778
2175,16894,0.24144465,0.75855535
2176,73355,0.05035025,0.94964975
2177,101613,0.21776354,0.78223646
2178,103330,0.29228,0.70772
2179,75677,0.1120409,0.8879591
2180,16834,0.162971,0.837029
2181,93749,0.16760606,0.83239394
2182,8293,0.13996875,0.86003125
2183,16976,0.16796654,0.83203346
2184,16055,0.11166036,0.88833964
2185,76798,0.2429928,0.7570072
2186,16977,0.13750553,0.86249447
2187,59972,0.20227057,0.79772943
2188,39679,0.08818066,0.91181934
2189,93647,0.11531806,0.88468194
2190,26276,0.20689726,0.79310274
2191,4162,0.2996625,0.7003375
2192,16993,0.1601489,0.8398511
2193,25361,0.1051378,0.8948622
2194,61280,0.23254466,0.76745534
2195,90512,0.1472242,0.8527758
2196,73589,0.26470804,0.73529196
2197,75552,0.1542902,0.8457098
2198,16075,0.1012166,0.8987834
2199,16993,0.23770154,0.76229846
2200,73745,0.23776424,0.76223576
2201,39099,0.3676,0.6324
2202,105392,0.0929957,0.9070043
2203,16060,0.2933829,0.7066171
2204,26335,0.10362494,0.89637506
2205,36983,0.18375045,0.81624955
2206,14849,0.186597,0.813403
2207,26531,0.144842,0.855158
2208,17644,0.3755443,0.6244557
2209,16527,0.20176667,0.79823333
2210,16392,0.22324395,0.77675605
2211,17246,0.1082367,0.8917633
2212,9867,0.19110155,0.80889845
2213,78395,0.19391644,0.80608356
2214,11398,0.4321803,0.5678197
2215,104076,0.03131056,0.96868944
2216,78980,0.20476747,0.79523253
2217,14977,0.17622125,0.82377875
2218,25326,0.0559732,0.9440268
2219,45180,0.2227873,0.7772127
2220,16219,0.12598383,0.87401617
2221,78732,0.105025,0.894975
2222,26187,0.1641153,0.8358847
2223,93419,0.0753995,0.9246005
2224,59787,0.2055094,0.7944906
2225,76415,0.21252435,0.78747565
2226,75959,0.14698714,0.85301286
2227,56758,0.0849027,0.9150973
2228,93322,0.09102905,0.90897095
2229,30687,0.0,1.0
2230,106895,0.08000356,0.91999644
2231,45589,0.20384955,0.79615045
2232,39680,0.22456455,0.77543545
2233,76316,0.1655812,0.8344188
2234,38090,0.1220395,0.8779605
2235,16912,0.376531,0.623469
2236,97360,0.0701639,0.9298361
2237,16176,0.2004773,0.7995227
2238,18532,0.2177631,0.7822369
2239,75754,0.22304094,0.77695906
2240,78371,0.12002254,0.87997746
2241,100808,0.1644817,0.8355183
2242,76415,0.209165,0.790835
2243,16976,0.1761811,0.8238189
2244,92408,0.19145674,0.80854326
2245,16599,0.164882,0.835118
2246,18265,0.1901933,0.8098067
2247,26848,0.0429735,0.9570265
2248,85432,0.21094346,0.78905654
2249,36699,0.2443117,0.7556883
2250,11399,0.1634281,0.8365719
2251,16829,0.22084624,0.77915376
2252,16067,0.14074856,0.85925144
2253,101459,0.05439484,0.94560516
2254,79719,0.12795556,0.87204444
2255,111210,0.1207137,0.8792863
2256,35436,0.2201464,0.7798536
2257,36730,0.418823,0.581177
2258,86611,0.2100065,0.7899935
2259,89963,0.05578774,0.94421226
2260,16754,0.1263838,0.8736162
2261,50973,0.0305015,0.9694985
2262,35436,0.2091556,0.7908444
2263,112897,0.08003014,0.91996986
2264,76070,0.16921896,0.83078104
2265,16392,0.2314709,0.7685291
2266,21493,0.0578017,0.9421983
2267,11249,0.17414963,0.82585037
2268,50700,0.0930198,0.9069802
2269,76834,0.2211787,0.7788213
2270,11398,0.2154093,0.7845907
2271,96428,0.34047115,0.65952885
2272,66619,0.4826981,0.5173019
2273,59972,0.2521517,0.7478483
2274,101613,0.2133926,0.7866074
2275,16073,0.1489005,0.8510995
2276,26109,0.2592469,0.7407531
2277,16825,0.3257415,0.6742585
2278,39761,0.0810627,0.9189373
2279,36782,0.0570433,0.9429567
2280,76197,0.1961956,0.8038044
2281,15884,0.11734426,0.88265574
2282,12991,0.1787986,0.8212014
2283,16273,0.3284315,0.6715685
2284,93159,0.1835176,0.8164824
2285,41055,0.1014005,0.8985995
2286,76880,0.13953274,0.86046726
2287,36423,0.139427,0.860573
2288,3510,0.2894397,0.7105603
2289,88724,0.0857662,0.9142338
2290,73745,0.22633946,0.77366054
2291,75378,0.20651454,0.79348546
2292,92855,0.1103928,0.8896072
2293,101294,0.1456639,0.8543361
2294,59398,0.1684234,0.8315766
2295,5153,0.0462215,0.9537785
2296,16527,0.0978193,0.9021807
2297,79522,0.2868464,0.7131536
2298,2196,0.04590267,0.95409733
2299,107112,0.03160757,0.96839243
2300,74137,0.1406762,0.8593238
2301,35898,0.0475662,0.9524338
2302,98272,0.1330081,0.8669919
2303,79522,0.228418,0.771582
2304,39194,0.1512904,0.8487096
2305,49129,0.0804991,0.9195009
2306,75552,0.2190064,0.7809936
2307,59499,0.17621094,0.82378906
2308,16644,0.395923,0.604077
2309,26242,0.1306641,0.8693359
2310,93749,0.1286833,0.8713167
2311,4223,0.2420977,0.7579023
2312,78164,0.10765344,0.89234656
2313,7900,0.17800814,0.82199186
2314,14827,0.2167464,0.7832536
2315,36517,0.10699666,0.89300334
2316,75378,0.1796333,0.8203667
2317,113163,0.0455261,0.9544739
2318,75378,0.197121,0.802879
2319,101223,0.1684364,0.8315636
2320,38733,0.1376646,0.8623354
2321,16063,0.42062885,0.57937115
2322,110260,0.0418373,0.9581627
2323,93803,0.05420303,0.94579697
2324,47730,0.2413291,0.7586709
2325,11249,0.2166212,0.7833788
2326,98321,0.05075043,0.94924957
2327,76444,0.20867306,0.79132694
2328,111292,0.1136756,0.8863244
2329,79522,0.1556081,0.8443919
2330,74094,0.1405172,0.8594828
2331,26428,0.05316913,0.94683087
2332,16329,0.1064759,0.8935241
2333,79522,0.25020117,0.74979883
2334,16265,0.21966404,0.78033596
2335,75552,0.1655532,0.8344468
2336,40762,0.1097186,0.8902814
2337,101895,0.13516295,0.86483705
2338,11399,0.24379534,0.75620466
2339,79522,0.1742375,0.8257625
2340,82113,0.0532226,0.9467774
2341,75552,0.1783631,0.8216369
2342,75552,0.1631202,0.8368798
2343,4321,0.2089485,0.7910515
2344,75959,0.1750541,0.8249459
2345,39783,0.1662542,0.8337458
2346,11398,0.15122086,0.84877914
2347,100577,0.14785457,0.85214543
2348,16398,0.1840383,0.8159617
2349,111694,0.1695104,0.8304896
2350,16443,0.25150555,0.74849445
2351,54809,0.205234,0.794766
2352,76262,0.2337727,0.7662273
2353,75552,0.1596599,0.8403401
2354,73589,0.1761865,0.8238135
2355,59542,0.131675,0.868325
2356,45180,0.14703935,0.85296065
2357,76796,0.18374467,0.81625533
2358,45191,0.28816855,0.71183145
2359,33439,0.19747996,0.80252004
2360,93308,0.0323721,0.9676279
2361,75552,0.2120211,0.7879789
2362,12529,0.1711355,0.8288645
2363,26563,0.0,1.0
2364,49730,0.15320814,0.84679186
2365,6746,0.09746104,0.90253896
2366,59915,0.20037884,0.79962116
2367,18875,0.13681364,0.86318636
2368,76843,0.2465823,0.7534177
2369,113549,0.35776365,0.64223635
2370,74136,0.39950085,0.60049915
2371,13224,0.1873377,0.8126623
2372,85920,0.1509904,0.8490096
2373,93324,0.1622599,0.8377401
2374,4321,0.252736,0.747264
2375,59787,0.20550925,0.79449075
2376,26563,0.0,1.0
2377,53454,0.14786506,0.85213494
2378,97743,0.0792443,0.9207557
2379,59685,0.26241434,0.73758566
2380,61326,0.0930095,0.9069905
2381,76398,0.2554729,0.7445271
2382,16183,0.24239266,0.75760734
2383,78908,0.18290526,0.81709474
2384,16429,0.265378,0.734622
2385,59843,0.1995611,0.8004389
2386,26380,0.16105014,0.83894986
2387,75959,0.1427419,0.8572581
2388,16589,0.1461756,0.8538244
2389,45521,0.05943567,0.94056433
2390,36198,0.1391121,0.8608879
2391,52447,0.0,1.0
2392,86517,0.1353159,0.8646841
2393,13305,0.0867063,0.9132937
2394,16834,0.2019414,0.7980586
2395,41396,0.1468999,0.8531001
2396,76068,0.16800135,0.83199865
2397,11552,0.048344,0.951656
2398,46694,0.0813766,0.9186234
2399,76791,0.40850306,0.59149694
2400,4767,0.3123713,0.6876287
2401,16782,0.16496164,0.83503836
2402,98497,0.1807055,0.8192945
2403,59843,0.16716826,0.83283174
2404,76552,0.1249432,0.8750568
2405,79522,0.1576753,0.8423247
2406,75552,0.13766813,0.86233187
2407,16182,0.1798773,0.8201227
2408,96407,0.19123137,0.80876863
2409,84510,0.13997597,0.86002403
2410,24876,0.2213383,0.7786617
2411,113549,0.2277714,0.7722286
2412,101191,0.1859992,0.8140008
2413,4223,0.15506536,0.84493464
2414,88930,0.04056156,0.95943844
2415,76439,0.10017055,0.89982945
2416,59972,0.14540553,0.85459447
2417,79522,0.18742365,0.81257635
2418,16781,0.3473166,0.6526834
2419,45180,0.0661785,0.9338215
2420,93633,0.0404737,0.9595263
2421,75932,0.248394,0.751606
2422,16127,0.35850656,0.64149344
2423,16073,0.12653387,0.87346613
2424,2610,0.14367795,0.85632205
2425,108730,0.1649394,0.8350606
2426,93053,0.08688736,0.91311264
2427,106418,0.1893484,0.8106516
2428,7935,0.11825615,0.88174385
2429,56893,0.15913564,0.84086436
2430,101462,0.18514884,0.81485116
2431,4931,0.13443583,0.86556417
2432,101146,0.2258911,0.7741089
2433,16055,0.19780993,0.80219007
2434,80408,0.3039746,0.6960254
2435,76376,0.15287656,0.84712344
2436,113647,0.3703568,0.6296432
2437,105392,0.046625,0.953375
2438,16075,0.2086051,0.7913949
2439,76706,0.17472774,0.82527226
2440,11540,0.22438514,0.77561486
2441,16120,0.1318485,0.8681515
2442,46170,0.09610844,0.90389156
2443,98743,0.3017311,0.6982689
2444,78869,0.0898132,0.9101868
2445,16220,0.1335248,0.8664752
2446,79762,0.16980803,0.83019197
2447,16072,0.33993405,0.66006595
2448,11281,0.13642955,0.86357045
2449,16735,0.19485193,0.80514807
2450,76415,0.1963557,0.8036443
2451,59490,0.33499897,0.66500103
2452,85022,0.2629073,0.7370927
2453,76791,0.3671894,0.6328106
2454,25531,0.05497056,0.94502944
2455,45190,0.20090884,0.79909116
2456,4329,0.23021394,0.76978606
2457,75552,0.1431682,0.8568318
2458,16964,0.14571774,0.85428226
2459,39959,0.2785614,0.7214386
2460,39755,0.0647257,0.9352743
2461,39697,0.1470947,0.8529053
2462,79851,0.1770744,0.8229256
2463,45797,0.1941792,0.8058208
2464,11540,0.1844436,0.8155564
2465,76336,0.15593463,0.84406537
2466,108970,0.3974458,0.6025542
2467,2610,0.2683238,0.7316762
2468,59398,0.3366513,0.6633487
2469,39444,0.186109,0.813891
2470,11032,0.0927961,0.9072039
2471,16843,0.2802687,0.7197313
2472,59499,0.3191438,0.6808562
2473,59972,0.14280784,0.85719216
2474,75619,0.1910403,0.8089597
2475,54454,0.1284653,0.8715347
2476,35436,0.2585853,0.7414147
2477,76376,0.1215262,0.8784738
2478,93076,0.10794824,0.89205176
2479,59843,0.2020603,0.7979397
2480,43608,0.0,1.0
2481,16739,0.2082367,0.7917633
2482,33248,0.2119634,0.7880366
2483,16144,0.11360633,0.88639367
2484,16073,0.09798515,0.90201485
2485,111197,0.24671423,0.75328577
2486,16383,0.1934213,0.8065787
2487,111614,0.04282767,0.95717233
2488,93014,0.0276301,0.9723699
2489,634,0.0200149,0.9799851
2490,75378,0.08689654,0.91310346
2491,56270,0.1376054,0.8623946
2492,59750,0.14705634,0.85294366
2493,689,0.1873397,0.8126603
2494,79522,0.2293428,0.7706572
2495,50448,0.1702823,0.8297177
2496,42011,0.14296395,0.85703605
2497,98387,0.18861246,0.81138754
2498,16438,0.2605468,0.7394532
2499,22515,0.1156537,0.8843463
2500,78977,0.06896836,0.93103164
2501,101204,0.0314822,0.9685178
2502,76834,0.2043891,0.7956109
2503,109638,0.17347693,0.82652307
2504,93043,0.28285336,0.71714664
2505,13224,0.1127056,0.8872944
2506,4560,0.2776101,0.7223899
2507,79517,0.194929,0.805071
2508,79851,0.1770743,0.8229257
2509,93233,0.24650985,0.75349015
2510,16196,0.22903633,0.77096367
2511,78181,0.20704913,0.79295087
2512,76398,0.15805984,0.84194016
2513,54619,0.1647633,0.8352367
2514,46732,0.0721043,0.9278957
2515,78501,0.2681421,0.7318579
2516,59490,0.4153354,0.5846646
2517,39194,0.2219387,0.7780613
2518,101297,0.2217185,0.7782815
2519,6878,0.18646735,0.81353265
2520,32231,0.2329293,0.7670707
2521,36147,0.1445253,0.8554747
2522,909,0.19460946,0.80539054
2523,38888,0.17246354,0.82753646
2524,75552,0.1569158,0.8430842
2525,41486,0.1384926,0.8615074
2526,15516,0.06264657,0.93735343
2527,78287,0.291026,0.708974
2528,76758,0.2943519,0.7056481
2529,40548,0.4685381,0.5314619
2530,76458,0.18288994,0.81711006
2531,79522,0.1055734,0.8944266
2532,16073,0.11242676,0.88757324
2533,102286,0.2288084,0.7711916
2534,103334,0.1011479,0.8988521
2535,4223,0.188347,0.811653
2536,11398,0.17561495,0.82438505
2537,36932,0.1986222,0.8013778
2538,26283,0.29349804,0.70650196
2539,105296,0.3259882,0.6740118
2540,59972,0.181997,0.818003
2541,72073,0.0,1.0
2542,14537,0.3587308,0.6412692
2543,43683,0.05694234,0.94305766
2544,108963,0.36815566,0.63184434
2545,16132,0.3160856,0.6839144
2546,78977,0.1146305,0.8853695
2547,101288,0.05040395,0.94959605
2548,78894,0.2227496,0.7772504
2549,6298,0.19839406,0.80160594
2550,39137,0.22175837,0.77824163
2551,79522,0.184435,0.815565
2552,59799,0.27859503,0.72140497
2553,98321,0.0507505,0.9492495
2554,4098,0.21339107,0.78660893
2555,36147,0.18694204,0.81305796
2556,68945,0.12452376,0.87547624
2557,78205,0.0862248,0.9137752
2558,16592,0.2579467,0.7420533
2559,79522,0.2160101,0.7839899
2560,50949,0.03581285,0.96418715
2561,101613,0.21765786,0.78234214
2562,15596,0.1154373,0.8845627
2563,34898,0.0545996,0.9454004
2564,76366,0.1182614,0.8817386
2565,105778,0.22308445,0.77691555
2566,76552,0.1398705,0.8601295
2567,93706,0.02996606,0.97003394
2568,16166,0.1920826,0.8079174
2569,24810,0.19331247,0.80668753
2570,41896,0.19216704,0.80783296
2571,16138,0.34109986,0.65890014
2572,16052,0.14672005,0.85327995
2573,24181,0.1680302,0.8319698
2574,76070,0.2053505,0.7946495
2575,3127,0.08931625,0.91068375
2576,93624,0.21014696,0.78985304
2577,112864,0.158982,0.841018
2578,35436,0.1570943,0.8429057
2579,59490,0.20050234,0.79949766
2580,46717,0.1815078,0.8184922
2581,16190,0.2490232,0.7509768
2582,16393,0.2548867,0.7451133
2583,45014,0.06052464,0.93947536
2584,77445,0.2726091,0.7273909
2585,93545,0.22747254,0.77252746
2586,11725,0.1900788,0.8099212
2587,10776,0.10223573,0.89776427
2588,16531,0.3366636,0.6633364
2589,9888,0.0493195,0.9506805
2590,101613,0.1324706,0.8675294
2591,18096,0.22318876,0.77681124
2592,110850,0.1463902,0.8536098
2593,4936,0.2099334,0.7900666
2594,59445,0.1326467,0.8673533
2595,24427,0.46356595,0.53643405
