Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ford,2017,Mondeo,Wagon,2017 Ford Mondeo Ambiente Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3 L / 100 km,145449,Silver / Black,"Hendra, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2016,Tiguan,SUV,2016 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,80771,Beige / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2004,Landcruiser,SUV,2004 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,0 L / 100 km,417079,Silver / -,"Cardiff, NSW",8 cyl,SUV, 4 Doors, 8 Seats,10000-20000 AUD
Holden,2013,Barina,Sedan,2013 Holden Barina CDX,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.3 L / 100 km,80423,Silver / Leather,"Epping, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2014,X-Trail,SUV,2014 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,164973,White / Grey,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Manual,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,84475,Black / -,"Five Dock, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2015,BT-50,Ute / Tray,2015 Mazda BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,220852,Blue / -,"Mcgraths Hill, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Suzuki,2017,Vitara,SUV,2017 Suzuki Vitara S Turbo (fwd),USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9 L / 100 km,139961,Grey / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,81518,Silver / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2020,Eclipse,SUV,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,54001,Grey / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,15000,Silver / -,"Bowral, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,123557,Blue / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2017,2,Hatchback,2017 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,47602,Silver / Cloth,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Toyota,2016,Corolla,Hatchback,2016 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,68022,White / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Nissan,2021,X-Trail,Freedom Motors,2021 Nissan X-Trail ST,USED,Automatic,-,Other,Unleaded,-,82482,Blue / -,"Parap, NT",-,Wagon,,,20000-30000 AUD
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,108933,White / -,"West End, QLD",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2) (5 YR),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.8 L / 100 km,67577,White / Black,"Maddington, WA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,20000-30000 AUD
Holden,2009,Commodore,Ute / Tray,2009 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,164041,Blue / Black,"Camdale, TAS",8 cyl,Ute / Tray, 2 Doors, 2 Seats,20000-30000 AUD
Volkswagen,2019,Polo,Hatchback,2019 Volkswagen Polo 85 TSI Comfortline,USED,Automatic,"3 cyl, 1 L",Front,Premium,4.9 L / 100 km,28550,Grey / Black,"Artarmon, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Toyota,2012,Estima,Sydney City Traders,2012 Toyota Estima Hybrid,USED,Automatic,-,Other,-,-,106989,Blue / Black,"Five Dock, NSW",-,Commercial,,,20000-30000 AUD
Toyota,2020,Camry,USED Dealer ad,2020 Toyota Camry Ascent,USED,Automatic,-,Other,Unleaded,-,60190,White / 2Vfa20,"Coffs Harbour, NSW",-,,,,20000-30000 AUD
Nissan,2013,Pathfinder,SUV,2013 Nissan Pathfinder TI (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,121963,White / -,"Newtown, VIC",6 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Toyota,2011,FJ,SUV,2011 Toyota FJ Cruiser,USED,Automatic,"6 cyl, 4 L",4WD,Premium,11.4 L / 100 km,242034,White / Black,"Cannington, WA",6 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56964,Blue / Black,"Gawler South, SA",4 cyl,Hatchback, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,51897,White / 44Fa20,"Albion Park, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Subaru,2016,XV,SUV,2016 Subaru XV 2.0I,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,24499,White / -,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Kia,2016,Sorento,SUV,2016 Kia Sorento Platinum (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,109900,White / Black,"Hume, ACT",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,25642,White / -,"Browns Plains, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Holden,2012,Colorado,Ute / Tray,2012 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,131412,Black / Grey Cloth,"Burwood, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2015,Yaris,Hatchback,2015 Toyota Yaris SX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.3 L / 100 km,14198,Red / Cloth,"Mulgrave, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,56900,Grey / -,"Hallam, VIC",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Suzuki,2016,Grand,SUV,2016 Suzuki Grand Vitara Navigator (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,31393,White / -,"Auburn, NSW",4 cyl,SUV, 2 Doors, 4 Seats,20000-30000 AUD
Volkswagen,2016,Transporter,Commercial,2016 Volkswagen Transporter TDI 340 SWB LOW,USED,Manual,"4 cyl, 2 L",Front,Diesel,7.7 L / 100 km,162928,White / -,"Cardiff, NSW",4 cyl,Commercial, 2 Doors, 2 Seats,20000-30000 AUD
Hyundai,2014,Santa,SUV,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,158593,White / Black,"Cabramatta, NSW",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Isuzu,2017,D-MAX,Ute / Tray,2017 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.5 L / 100 km,165473,White / -,"Cannington, WA",4 cyl,Ute / Tray, 2 Doors, 4 Seats,20000-30000 AUD
Holden,2016,Calais,Wagon,2016 Holden Calais V,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,129408,Blue / Beige Cloth,"Phillip, ACT",6 cyl,Wagon, 4 Doors, 5 Seats,20000-30000 AUD
Ford,2017,Escape,SUV,2017 Ford Escape Trend (fwd),USED,Automatic,"4 cyl, 1.5 L",Front,Premium,7.2 L / 100 km,59133,Silver / -,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2018,3,Sedan,2018 Mazda 3 NEO Sport (5YR),USED,Manual,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,26001,Red / Black,"Ryde, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2016,CX-5,SUV,2016 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,80638,White / -,"East Maitland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active X (2WD) Black INT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,48100,Grey / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Kia,2018,Cerato,Sedan,2018 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,30527,Black / Cloth,"Campbelltown, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Mini,2012,Countryman,SUV,2012 Mini Countryman Cooper S Chilli,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.5 L / 100 km,93317,Red / Black,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 4 Seats,20000-30000 AUD
Kia,2021,Sportage,SUV,2021 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,69586,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2016,2,Hatchback,2016 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,29220,Grey / Black,"Epping, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Hyundai,2019,Tucson,SUV,2019 Hyundai Tucson GO (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,49864,White / Black,"Southport, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2020,3,Sedan,2020 Mazda 3 G20 Pure,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,18012,Red / -,"Toowoomba, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2014,I30,Hatchback,2014 Hyundai I30 Trophy,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,28771,Blue / Black,"Brighton, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Audi,2015,Q3,SUV,2015 Audi Q3 2.0 TDI Quattro (110KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.2 L / 100 km,132000,Grey / Black,"Sumner, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.6 L / 100 km,101628,Silver / Grey,"East Maitland, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,20000-30000 AUD
Subaru,2017,XV,SUV,2017 Subaru XV 2.0I-L,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,73901,Orange / -,"Port Macquarie, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2017,ASX,SUV,2017 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,99995,Silver / Leather,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,174677,White / -,"Minchinbury, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,161456,White / Grey,"Moorebank, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,62719,Silver / Black,"Homebush, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,20000-30000 AUD
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,26138,White / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Kia,2019,Cerato,Hatchback,2019 Kia Cerato Sport NAV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,108541,White / -,"Warwick Farm, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,94239,White / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Toyota,2019,C-HR,SUV,2019 Toyota C-HR Koba (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,124167,Silver / Black,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Kia,2019,Cerato,Hatchback,2019 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,48543,White / -,"Alexandria, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Toyota,2014,Hilux,Ute / Tray,2014 Toyota Hilux Workmate,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,165549,White / -,"Coffs Harbour, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,20000-30000 AUD
Mazda,2020,2,Hatchback,2020 Mazda 2 G15 Pure,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2 L / 100 km,43550,White / -,"Noosaville, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Toyota,2012,Landcruiser,SUV,2012 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,299603,White / -,"Labrador, QLD",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Mazda,2012,BT-50,Ute / Tray,2012 Mazda BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,200872,Silver / Black,"East Maitland, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Kia,2019,Sportage,SUV,2019 Kia Sportage SI Premium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,69559,White / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,124359,White / Grey Leather,"East Bunbury, WA",6 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
BMW,2015,225I,Hatchback,2015 BMW 225I Active Tourer Luxury Line,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.1 L / 100 km,46232,Blue / Black,"Five Dock, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2017,BT-50,Ute / Tray,2017 Mazda BT-50 XT (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,7.6 L / 100 km,48872,White / -,"Acacia Ridge, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,20000-30000 AUD
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,53421,White / Grey,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Suzuki,2017,Swift,Hatchback,2017 Suzuki Swift GL Navigator,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,12100,Grey / Grey,"New Lambton, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Holden,2014,Colorado,SUV,2014 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,138550,- / -,"Wangaratta, VIC",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Ford,2012,Falcon,Sedan,2012 Ford Falcon XR6 Limited Edition,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,136868,Silver / Slate,"Fawkner, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,47694,Grey / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,49659,Silver / -,"Bibra Lake, WA",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Holden,2012,Colorado,Ute / Tray,2012 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,140760,White / -,"Mackay, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Mazda,2017,3,Sedan,2017 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,6.5 L / 100 km,59479,Red / Grey,"Revesby, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,26786,Blue / Black Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9 L / 100 km,81285,White / -,"Hobart, TAS",4 cyl,Ute / Tray, 2 Doors, 2 Seats,20000-30000 AUD
Kia,2019,Cerato,Sedan,2019 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,48170,Grey / -,"Victoria Park, WA",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Nissan,2015,Pathfinder,SUV,2015 Nissan Pathfinder TI (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,130247,Black / -,"Coburg North, VIC",6 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Hyundai,2017,Tucson,Brisbane City Used Cars T/U: Toowong Automotive,2017 Hyundai Tucson Active X 2WD,USED,Automatic,-,Front,Unleaded,-,92113,Silver / -,"Rocklea, QLD",-,Wagon,,,20000-30000 AUD
Toyota,2017,Corolla,Autonomos Wyndham,2017 Toyota Corolla Fielder,USED,Automatic,-,Other,-,-,102449,Silver / Black,"Truganina, VIC",-,Wagon,,,20000-30000 AUD
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLX,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,101090,White / Grey,"Bunbury, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
MG,2022,HS,SUV,2022 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,27878,Black / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2020,Yaris,Hatchback,2020 Toyota Yaris Ascent Sport,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,18992,Black / -,"Preston, VIC",3 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,57059,White / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2014,Imax,Wagon,2014 Hyundai Imax,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,9 L / 100 km,150302,White / Black,"Minchinbury, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,20000-30000 AUD
Skoda,2015,Octavia,Hatchback,2015 Skoda Octavia RS 162 TSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.6 L / 100 km,133091,Blue / Grey,"Croydon, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Holden,2015,UTE,Ute / Tray,2015 Holden UTE SV6 Lightning,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,151993,White / -,"Forbes, NSW",6 cyl,Ute / Tray, 2 Doors, 2 Seats,20000-30000 AUD
Nissan,2019,Qashqai,SUV,2019 Nissan Qashqai ST,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,71517,Blue / Black,"Edgewater, WA",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2005,Landcruiser,SUV,2005 Toyota Landcruiser Prado Grande (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,12.6 L / 100 km,299451,Black / Grey,"Chipping Norton, NSW",4 cyl,SUV, 4 Doors, 8 Seats,20000-30000 AUD
Peugeot,2020,308,Wagon,2020 Peugeot 308 Allure Touring,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,5 L / 100 km,11906,Grey / Black,"Pinkenba, QLD",3 cyl,Wagon, 5 Doors, 5 Seats,20000-30000 AUD
Kia,2020,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,52385,White / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Land,2016,Rover,SUV,2016 Land Rover Range Rover Evoque TD4 150 SE,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,143911,Black / -,"Five Dock, NSW",4 cyl,SUV, 5 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,69503,Grey / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,50245,Grey / Cloth,"Ingle Farm, SA",4 cyl,Hatchback, 4 Doors, 5 Seats,20000-30000 AUD
Kia,2020,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54036,White / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2017,Corolla,Sedan,2017 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,48051,White / Black Fabric,"Vermont, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2011,Estima,Topcar Rez,2011 Toyota Estima,USED,Automatic,-,Front,Unleaded,-,97000,Silver / -,"Holland Park West, QLD",-,Wagon, 7 Seats,,20000-30000 AUD
Ford,2019,Focus,Hatchback,2019 Ford Focus Trend,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,31753,White / -,"Cannington, WA",3 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Kia,2016,Sportage,SUV,2016 Kia Sportage SLI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,99301,White / Black One Tone,"Yallah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2018,Sonata,Sedan,2018 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,86028,White / -,"Pendle Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2000,Hilux,Ute / Tray,2000 Toyota Hilux (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,128896,White / -,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20000-30000 AUD
Ford,2019,Escape,SUV,2019 Ford Escape Ambiente (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Premium,7.5 L / 100 km,100992,White / -,"North Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Holden,2015,Commodore,Wagon,2015 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,142084,White / Grey,"Strathalbyn, SA",6 cyl,Wagon, 4 Doors, 5 Seats,20000-30000 AUD
Renault,2018,Koleos,SUV,2018 Renault Koleos Intens (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,6.1 L / 100 km,42859,Black / Black,"Hume, ACT",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Toyota,2017,Corolla,"02 **** ****
",2017 Toyota Corolla Axio Hybrid,USED,-,-,Other,-,-,91667,White / -,"Greenacre, NSW",-,,,,20000-30000 AUD
