symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
WEN,Wendy's Company (The) Common Stock,$8.29,0.42,5.337%,6589115,1577916784.0,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/wen,Steps (pop group),https://en.wikipedia.org/wiki/Steps_(pop_group),,,,,,,,,,,,,,,,stepsofficial.co.uk,,,,
CMRE,Costamare Inc. Common Stock $0.0001 par value,$14.57,0.28,1.959%,366922,1747838895.0,Greece,2010.0,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cmre,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
BLNK,Blink Charging Co. Common Stock,$1.30,-0.02,-1.515%,4268059,148937448.0,United States,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/blnk,BCE Inc.,https://en.wikipedia.org/wiki/BCE_Inc.,Public,TSX: BCENYSE: BCES&P/TSX 60 component,1983; 42 years ago (1983),"Verdun, Quebec, Canada",,,"Mirko Bibic (president & CEO)Glen LeBlanc (CFO & vice chair, Atlantic Canada)",,CA$24.41 billion (2024),CA$10.59 billion (2024),CA$375 million (2024),CA$73.49 billion (2024),CA$17.36 billion (2024),"40,390 (2024)",Bell CanadaBell MediaBell Technical SolutionsMaple Leaf Sports & Entertainment (37.5%)Bell MobilityBell AliantVirgin PlusBell InternetBell Satellite TVBell Fibe TVFibeBell MTSLucky MobileThe Source (2009–2024) (Converted to Best Buy Express)Glentel Inc. (50%)Northwestel Ziply Fiber,bce.ca,,Bell Canada Enterprises Inc. (1983–1988),Fixed line and mobile telephonyInternet servicesDigital televisionRadio broadcastingPrint,
PLNT,Planet Fitness Inc. Common Stock,$109.79,4.81,4.582%,1618646,9145429378.0,United States,2015.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/plnt,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
TTC,Toro Company (The) Common Stock,$69.99,2.0,2.942%,814838,6849371389.0,United States,,Tools/Hardware,Consumer Discretionary,/market-activity/stocks/ttc,Veon (company),https://en.wikipedia.org/wiki/Veon_(company),Public,Nasdaq: VEON,2009; 16 years ago (2009),"Dubai, United Arab Emirates",,"Asia, Europe","Kaan Terzioğlu (Group CEO), Augie K Fabela II (founder and chairman), Mike Pompeo (board member)",,US$3.7 billion (2023),,,US$8.2 billion (2023),,"17,206 (2023)",,www.veon.com,,VimpelCom Ltd. (2009–2017),"Mobile telephony, mobile phones retailing, international telephony, broadband Internet, IPTV, city-wide Wi-Fi, domain name registrar and others",BMG9349W1038US91822M1062
BJRI,BJ's Restaurants Inc. Common Stock,$35.98,2.14,6.324%,697823,760429420.0,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/bjri,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
OMEX,Odyssey Marine Exploration Inc. Common Stock,$1.78,0.01,0.565%,1157246,99214514.0,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/omex,Organigram Inc.,https://en.wikipedia.org/wiki/Organigram_Inc.,,Nasdaq: OGI TSX: OGI,,"1400-145 King Street West, Toronto, Canada",,,,,"US$247,177,000 (2024)",,,,,875 (2024),,organigram.ca,,,,
QSR,Restaurant Brands International Inc. Common Shares,$70.51,2.52,3.706%,4240350,32067609693.0,Canada,2014.0,Restaurants,Consumer Discretionary,/market-activity/stocks/qsr,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
GNTX,Gentex Corporation Common Stock,$22.42,0.59,2.703%,2147115,4908700244.0,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/gntx,Amrep Corporation,https://en.wikipedia.org/wiki/Amrep_Corporation,Public company,NYSE: AXRRussell Microcap Index component,1961,"Princeton, New Jersey, United States",,,James Wall (CEO),,US$120M (FY 2010),US$-11.2M (FY 2010),US$-9.48M (FY 2010),US$212M (FY 2010),US$86.6M (FY 2010),"2,115 (2008)",,www.amrepcorp.com,,,,
DIBS,1stdibs.com Inc. Common Stock,$5.01,0.15,3.086%,341025,183437883.0,United States,2021.0,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/dibs,Spire Inc.,https://en.wikipedia.org/wiki/Spire_Inc.,Public,NYSE: SRS&P 400 Component,1857 as The Laclede Gas Light Company,"St. Louis, Missouri, United States",,"St. Louis, MissouriKansas City, MissouriBirmingham, AlabamaMontgomery, AlabamaMobile, AlabamaHattiesburg, Mississippi",Steve Lindsey (CEO),Natural gas distribution,US$1.855 billion (Fiscal Year Ended 30 September 2020),US$206.4 million (Fiscal Year Ended 30 September 2020),US$88.6 million (Fiscal Year Ended 30 September 2020),US$8.241 billion (Fiscal Year Ended 30 September 2020),US$2.522 billion (Fiscal Year Ended 30 September 2020),"3,296 (2016)","Alabama Gas Corporation (Alagasco)EnergySouth, Inc.Laclede Gas Company",spireenergy.com,,,Natural gas,
WH,Wyndham Hotels & Resorts Inc. Common Stock ,$72.72,3.41,4.92%,2013213,5494137440.0,United States,2018.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/wh,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
TLF,Tandy Leather Factory Inc. Common Stock,$2.67,0.08,3.089%,11689,21540230.0,United States,,Apparel,Consumer Discretionary,/market-activity/stocks/tlf,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
TOUR,Tuniu Corporation American Depositary Shares,$0.737,0.0019,0.258%,92956,85511446.0,China,2014.0,Transportation Services,Consumer Discretionary,/market-activity/stocks/tour,Senstar Corporation,https://en.wikipedia.org/wiki/Senstar_Corporation,Public,Nasdaq: SNT,1981,"Ottawa, Canada",,Worldwide,"Fabien Haubert, CEOJeremy Weese, CTOAlicia Kelly, CFOMatthieu Currat, COO",,,,,,,,,www.senstar.com,,,Video management softwarePerimeter intrusion detection systemsNetwork video recordersVideo analyticsAccess control,
GIII,G-III Apparel Group LTD. Common Stock,$28.37,1.27,4.686%,529131,1197652969.0,United States,1989.0,Apparel,Consumer Discretionary,/market-activity/stocks/giii,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
TGE,The Generation Essentials Group Class A Ordinary Shares,$1.14,-0.02,-1.724%,241573,48400916.0,,2025.0,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/tge,The Wendy's Company,https://en.wikipedia.org/wiki/The_Wendy%27s_Company,Public,Nasdaq: WENS&P 600 component,1884; 141 years ago (1884),"Dublin, Ohio, U.S.","5,938 (United States)1,006 (International)6,949 (Total)",Worldwide,Nelson Peltz(Chairman)Kirk Tanner(President and CEO),,US$2.095 billion (2022),US$353.3 million (2022),US$177.4 million (2022),US$5.5 billion (2022),US$465.7 million (2022),"~14,500 (As of Jan. 2, 2022)","Wendy's First Kitchen Quality Is Our Recipe, LLC",www.wendys.com,,"Deisel-Wemmer Co. (1884–1929) Deisel-Wemmer-Gilbert Corporation (1929–1946) DWG Cigar Corporation (1946–1966) DWG Corporation (1966–1993) Triarc Companies, Inc. (1993–2008) Wendy's/Arby's Group, Inc. (2008–2011)",Fast food,US95058W1009
WWW,Wolverine World Wide Inc. Common Stock,$15.90,1.25,8.532%,2620369,1303289562.0,United States,,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/www,MongoDB Inc.,https://en.wikipedia.org/wiki/MongoDB_Inc.,Public,Nasdaq: MDB (Class A)Russell 1000 component,2007; 18 years ago (2007),"Paramount PlazaNew York City, U.S.",,Worldwide,Chirantan “CJ” Desai (CEO) Tom Killalea (chairman),,US$2.01 billion (2025),US$−216 million (2025),US$−129 million (2025),US$3.43 billion (2025),US$2.78 billion (2025),"5,558 (2025)",,mongodb.com,Kevin P. Ryan Eliot Horowitz Dwight Merriman,"10gen, Inc. (2007–2013)",MongoDB,
CHD,Church & Dwight Company Inc. Common Stock,$84.02,0.68,0.816%,3073721,20175728565.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/chd,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
ROST,Ross Stores Inc. Common Stock,$174.00,13.5,8.411%,7819891,56589370284.0,United States,1985.0,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/rost,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
MMYT,MakeMyTrip Limited Ordinary Shares,$74.26,1.43,1.963%,677838,8262347532.0,India,2010.0,Transportation Services,Consumer Discretionary,/market-activity/stocks/mmyt,Digi International,https://en.wikipedia.org/wiki/Digi_International,Public,Nasdaq: DGIIS&P 600 component,1985; 40 years ago (1985),"Hopkins, Minnesota, United States","United States, Canada, Australia, Germany, Spain, UK, Singapore, China, Japan",,,,US$424 million (2024),,,,,550,,digi.com,,,,
JFBR,Jeffs' Brands Ltd Ordinary Shares,$1.45,-0.06,-3.974%,150806,802408.0,Israel,2022.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/jfbr,Allot Ltd.,https://en.wikipedia.org/wiki/Allot_Ltd.,Public,Nasdaq: ALLTTASE: ALLT,1996; 29 years ago (1996),"Hod HaSharon , Israel",,,David Reis (chairman)Eyal Harari (CEO),,US$ 92 million (2024),,,,US$ 140 million (2024),500,,allot.com,,Allot Communications,Mass Market SECaaSNetwork Security SolutionsNetwork VisibilityTraffic ManagementPolicy & Charging ControlRegulatory ComplianceQoE & Application ControlWeb SecurityBehavior Anomaly Detection,
PRPL,Purple Innovation Inc. Common Stock,$0.7308,0.0387,5.592%,228094,79225245.0,United States,2015.0,Home Furnishings,Consumer Discretionary,/market-activity/stocks/prpl,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
EFOI,Energy Focus Inc. Common Stock,$2.365,0.095,4.185%,12707,13573716.0,United States,,Building Products,Consumer Discretionary,/market-activity/stocks/efoi,Organigram Inc.,https://en.wikipedia.org/wiki/Organigram_Inc.,,Nasdaq: OGI TSX: OGI,,"1400-145 King Street West, Toronto, Canada",,,,,"US$247,177,000 (2024)",,,,,875 (2024),,organigram.ca,,,,
NWS,News Corporation Class B Common Stock,$29.00,1.02,3.645%,767891,16283767496.0,United States,,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/nws,Parsons Corporation,https://en.wikipedia.org/wiki/Parsons_Corporation,Public,NYSE: PSNS&P 400 component,"1944; 81 years ago (1944) in California, United States (as Ralph M. Parsons Company)","Chantilly, Virginia, U.S.",,Worldwide,"Carey Smith (CEO, chair and president)",,US$6.75 billion (2024),US$428 million (2024),US$235 million (2024),US$5.49 billion (2024),US$2.53 billion (2024),"19,600 (2024)",,parsons.com,Ralph M. Parsons,,,
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,$31.13,-0.45,-1.425%,47576,6545779438.0,,2016.0,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/bbu,Annaly Capital Management,https://en.wikipedia.org/wiki/Annaly_Capital_Management,Public company,NYSE: NLYS&P 400 component,"February 18, 1997; 28 years ago (1997-02-18)","1211 Avenue of the AmericasNew York City, U.S.",,,David L. Finkelstein(CEO & CIO)Serena Wolfe (CFO),,,"1,771,991,000 United States dollar (2022)",US$−1.643 billion (2023),US$93.227 billion (2023),US$11.255 billion (2023),"187 (December 31, 2023)",,www.annaly.com,Michael A.J. FarrellWellington Denahan,,,
SN,SharkNinja Inc. Ordinary Shares,$87.51,2.4,2.82%,2020724,12281804124.0,United States,2023.0,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/sn,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
NOV,NOV Inc. Common Stock,$14.95,0.57,3.964%,2644552,5453055511.0,United States,,Oil and Gas Field Machinery,Consumer Discretionary,/market-activity/stocks/nov,"F5, Inc.","https://en.wikipedia.org/wiki/F5,_Inc.",Public,Nasdaq: FFIVS&P 500 component,"February 26, 1996; 29 years ago (1996-02-26)","Seattle, Washington, U.S.",,,François Locoh-Donou (president and CEO),,US$2.82 billion (2024),US$659 million (2024),US$567 million (2024),US$5.61 billion (2024),US$3.13 billion (2024),"6,524 (2024)",,f5.com,,"F5 Labs, Inc. (1996–1999)F5 Networks, Inc. (1999–2021)",Application Security and Delivery,
DPZ,Domino's Pizza Inc Common Stock,$407.40,10.19,2.565%,476284,13764505213.0,United States,2004.0,Food Distributors,Consumer Discretionary,/market-activity/stocks/dpz,St. Joe Company,https://en.wikipedia.org/wiki/St._Joe_Company,Public,NYSE: JOES&P 600 component,1936; 89 years ago (1936),"Panama City Beach, Florida, U.S.",,,Jorge Gonzalez- President and Chief Executive OfficerMarek Bakun- Executive Vice President and Chief Financial OfficerLisa Walters- Senior Vice President - General Counsel K. Rhea Goff- Senior Vice President and Chief Administrative Officer,,"> US$ 402.7 million (January 1, 2024 - December 31, 2024",,,,,"1,200 (2025)",,joe.com,,,"Residential, Commercial & Rural Land; Forestry Products; Resort Operations",
TPC,Tutor Perini Corporation Common Stock,$60.94,1.19,1.992%,521975,3214173533.0,United States,1970.0,General Bldg Contractors - Nonresidential Bldgs,Consumer Discretionary,/market-activity/stocks/tpc,APA Corporation,https://en.wikipedia.org/wiki/APA_Corporation,Public,Nasdaq: APAS&P 500 component,"December 6, 1954; 70 years ago (1954-12-06)","Post Oak CentralHouston, Texas, U.S.",,,John J. Christmann IV (CEO),,US$9.74 billion (2024),US$1.90 billion (2024),US$804 million (2024),US$19.4 billion (2024),US$5.28 billion (2024),"2,305 (2024)",,apacorp.com,Truman AndersonCharles ArnaoRaymond Plank,,PetroleumNatural gas,US03743Q1085
UNFI,United Natural Foods Inc. Common Stock,$35.00,0.16,0.459%,1030442,2122834035.0,United States,2019.0,Food Distributors,Consumer Discretionary,/market-activity/stocks/unfi,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
EZPW,EZCORP Inc. Class A Non Voting Common Stock,$17.84,0.23,1.306%,772971,1086306536.0,United States,1991.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/ezpw,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
AS,Amer Sports Inc. Ordinary Shares,$34.06,-0.29,-0.844%,3918995,18863971974.0,,2024.0,Apparel,Consumer Discretionary,/market-activity/stocks/as,Spire Inc.,https://en.wikipedia.org/wiki/Spire_Inc.,Public,NYSE: SRS&P 400 Component,1857 as The Laclede Gas Light Company,"St. Louis, Missouri, United States",,"St. Louis, MissouriKansas City, MissouriBirmingham, AlabamaMontgomery, AlabamaMobile, AlabamaHattiesburg, Mississippi",Steve Lindsey (CEO),Natural gas distribution,US$1.855 billion (Fiscal Year Ended 30 September 2020),US$206.4 million (Fiscal Year Ended 30 September 2020),US$88.6 million (Fiscal Year Ended 30 September 2020),US$8.241 billion (Fiscal Year Ended 30 September 2020),US$2.522 billion (Fiscal Year Ended 30 September 2020),"3,296 (2016)","Alabama Gas Corporation (Alagasco)EnergySouth, Inc.Laclede Gas Company",spireenergy.com,,,Natural gas,
ALLE,Allegion plc Ordinary Shares,$162.87,3.42,2.145%,1145850,14012024185.0,United States,2013.0,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/alle,National Grid plc,https://en.wikipedia.org/wiki/National_Grid_plc,Public limited company,LSE: NG.NYSE: NGGFTSE 100 component (NG.),1990; 35 years ago (1990) in London,"London, England, UK",,,Paula Rosput Reynolds (Chair)John Pettigrew (CEO),,£18.378 billion (2025),£4.765 billion (2025),£2.622 billion (2025),£106.742 billion (2025),£37.826 billion (2025),"31,645 (2025)",,nationalgrid.com,,New National Grid plc (2000–2002)National Grid Group plc (January–October 2002)National Grid Transco plc (2002–2005),Electricity transmissionElectricity distributionGas distributionGas transmission,GB00BDR05C01
AEVA,Aeva Technologies Inc. Common Stock,$9.81,-0.12,-1.208%,2291185,589383897.0,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/aeva,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
GPK,Graphic Packaging Holding Company,$15.58,0.41,2.703%,4681369,4598018085.0,United States,,Containers/Packaging,Consumer Discretionary,/market-activity/stocks/gpk,American Battery Technology Company,https://en.wikipedia.org/wiki/American_Battery_Technology_Company,,Nasdaq: ABAT,2011; 14 years ago (2011),United States,,United States,,,,,,,,,,americanbatterytechnology.com,,,,
CULP,Culp Inc. Common Stock,$3.82,-0.02,-0.521%,33003,48152269.0,United States,,Textiles,Consumer Discretionary,/market-activity/stocks/culp,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
HD,Home Depot Inc. (The) Common Stock,$343.32,10.94,3.291%,7412637,341736143648.0,United States,,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/hd,Love Inc. (group),https://en.wikipedia.org/wiki/Love_Inc._(group),,,,,,,,,,,,,,,,,,,,
SNA,Snap-On Incorporated Common Stock,$335.90,4.68,1.413%,365269,17469338396.0,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/sna,Kronos Incorporated,https://en.wikipedia.org/wiki/Kronos_Incorporated,Private,Nasdaq: KRON,"October 31, 1977; 48 years ago (1977-10-31)","Lowell, Massachusetts, U.S.",,,Aron Ain (CEO),,$1.433 billion (2019),,,,,"6,000 (2019)",,www.kronos.com,Mark S. Ain,,,
APG,APi Group Corporation Common Stock,$36.86,0.09,0.245%,2216836,15330292064.0,United States,2020.0,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/apg,Centene Corporation,https://en.wikipedia.org/wiki/Centene_Corporation,Public,NYSE: CNCS&P 500 component,1984; 41 years ago (1984),"St. Louis, Missouri, U.S.",,,Sarah London (CEO)Susan Smith (COO),Health care providerPharmacy benefit manager,US$163 billion (2024),US$3.18 billion (2024),US$3.31 billion (2024),US$82.4 billion (2024),US$26.4 billion (2024),"60,500 (2024)",,www.centene.com,"Elizabeth ""Betty"" Brinn",,,
TDUP,ThredUp Inc. Class A Common Stock,$7.04,0.08,1.149%,1887475,880998927.0,United States,2021.0,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/tdup,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
UAA,Under Armour Inc. Class A Common Stock,$4.28,0.11,2.638%,11168170,1814246469.0,United States,,Apparel,Consumer Discretionary,/market-activity/stocks/uaa,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$9.87,0.27,2.813%,9937277,44174388380.0,United Kingdom,2022.0,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/hln,Alkermes plc,https://en.wikipedia.org/wiki/Alkermes_plc,Public,Nasdaq: ALKSS&P 600 component,1987; 38 years ago (1987),"Dublin, Ireland",,,Richard Pops (CEO),,US$1.1 billion (2022),US$-20.5 million,US$-158 million (2022),US$1.9 billion,US$1 billion,"2,100",,www.alkermes.com,Michael Wall,,,
YDDL,One and One Green Technologies. Inc Class A Ordinary Shares,$4.96,-0.22,-4.247%,181120,270320000.0,Philippines,2025.0,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/yddl,Yeti Holdings,https://en.wikipedia.org/wiki/Yeti_Holdings,Public,NYSE: YETIS&P 400 component,2006; 19 years ago (2006),"Austin, Texas, U.S.",,,,,US$1.66 billion (2023),,US$169.9 million (2023),,,,,yeti.com,Ryan and Roy Seiders,,"Coolers, drinkware, gear",US98585X1046
H,Hyatt Hotels Corporation Class A Common Stock,$158.48,9.05,6.056%,881572,15049690915.0,United States,2009.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/h,Trump Media & Technology Group,https://en.wikipedia.org/wiki/Trump_Media_%26_Technology_Group,Public,Nasdaq: DJTRussell 1000 componentNasdaq: DJTWW (warrants),"February 8, 2021; 4 years ago (2021-02-08)","Sarasota, Florida, U.S.",,,"Devin Nunes (CEO, president, and chairman)Phillip Juhan (CFO)",,US$3.6 million (2024),US$−186.0 million (2024),US$−400.9 million (2024),US$938.3 million (2024),US$913.6 million (2024),29 (2024),T Media Tech LLCTMTG Sub Inc.,tmtgcorp.com,Andy LitinskyWes Moss,Trump Media Group Corp.,Truth Social,US25400Q1058
ZGN,Ermenegildo Zegna N.V. Ordinary Shares,$10.22,0.38,3.862%,544538,2581366363.0,,2021.0,Apparel,Consumer Discretionary,/market-activity/stocks/zgn,JBS S.A.,https://en.wikipedia.org/wiki/JBS_S.A.,Public,B3: JBSS3NYSE: JBSIbovespa Component,1953; 72 years ago (1953),"São Paulo, Brazil",,Worldwide,Gilberto Tomazoni (CEO)Jeremiah O‘Callaghan (chairman),,US$ 77.2 billion (2024),,US$ 2.6 billion (2024),US$ 42.6 billion (2023),US$ 9.7 billion (2023),"+270,000 (2024)",JBS USASearaJBS Foods InternationalBioTech Foods,jbsglobal.comjbsfoodsgroup.com,José Batista Sobrinho,,Foods and beverages,
CLX,Clorox Company (The) Common Stock,$103.92,3.85,3.847%,4334355,12676200986.0,United States,,Specialty Chemicals,Consumer Discretionary,/market-activity/stocks/clx,Amentum (company),https://en.wikipedia.org/wiki/Amentum_(company),Public,NYSE: AMTMS&P 600 component,"February 4, 2020(5 years ago) (2020-02-04) in Germantown, Maryland","Chantilly, Virginia, U.S.",,Worldwide,"John Heller (CEO), Lewis George David Griffiths (Owner)",,> US$12.5 billion (2025),,,,,"> 53,000 (2025)",,amentum.com,,,Government Services,
