symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
JBLU,JetBlue Airways Corporation Common Stock,$4.19,0.11,2.696%,23577183,1523947917.0,United States,2002.0,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/jblu,MGIC Investment Corporation,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,Public,NYSE: MTGS&P 400 component,1957,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,www.mgic.com,Max H. Karl,,,
TGT,Target Corporation Common Stock,$87.62,3.94,4.708%,12571563,39814453348.0,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/tgt,Kronos Incorporated,https://en.wikipedia.org/wiki/Kronos_Incorporated,Private,Nasdaq: KRON,"October 31, 1977; 48 years ago (1977-10-31)","Lowell, Massachusetts, U.S.",,,Aron Ain (CEO),,$1.433 billion (2019),,,,,"6,000 (2019)",,www.kronos.com,Mark S. Ain,,,
HRB,H&R Block Inc. Common Stock,$43.88,0.55,1.269%,2031685,5547542383.0,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/hrb,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
YETI,YETI Holdings Inc. Common Stock,$38.49,2.54,7.065%,1927626,2994834269.0,United States,2018.0,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/yeti,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
MESA,Mesa Air Group Inc. Common Stock,$1.39,-0.12,-7.947%,503017,58195091.0,United States,2018.0,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/mesa,Organigram Inc.,https://en.wikipedia.org/wiki/Organigram_Inc.,,Nasdaq: OGI TSX: OGI,,"1400-145 King Street West, Toronto, Canada",,,,,"US$247,177,000 (2024)",,,,,875 (2024),,organigram.ca,,,,
FAST,Fastenal Company Common Stock,$39.91,0.76,1.941%,8314069,45818105625.0,United States,1987.0,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/fast,Trinity Industries,https://en.wikipedia.org/wiki/Trinity_Industries,Public company,NYSE: TRNS&P 600 component,1933; 92 years ago (1933),"Dallas, Texas, U.S.",,,"E. Jean Savage (CEO, and president)James E. Perry (CFO and vice president)D. Stephen Menzies (senior vice president; group president of Trinity Rail)William A. McWhirter (senior vice president; group president)",,US$4.4 billion (2013),,US$375.5 million (2013),,,"15,605 (2017)",,www.trin.net,,,,
UAL,United Airlines Holdings Inc. Common Stock,$92.20,2.15,2.388%,10187909,29848642586.0,United States,,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/ual,"Waste Management, Inc.","https://en.wikipedia.org/wiki/Waste_Management,_Inc.",Public,NYSE: WMS&P 500 component,"January 1, 1968; 57 years ago (1968-01-01)[citation needed] in Chicago, Illinois, U.S.","Houston, Texas, U.S.",,North America,"James C. Fish, Jr. (president & CEO)","Waste, recyclables, yard debris / organics, and hazardous materials collection, hauling, treatment and disposalDumpster rentalPortable toilet rentalSustainability Advisory Services","US$20.426 billion (Fiscal Year Ended December 31, 2023)","US$3.575 billion (Fiscal Year Ended December 31, 2023)","US$2.304 billion (Fiscal Year Ended December 31, 2023)","US$32.823 billion (Fiscal Year Ended December 31, 2023)","US$6.903 billion (Fiscal Year Ended December 31, 2023)","~48,000 (December 2023)",,wm.com,Wayne HuizengaDean Buntrock,"USA Waste Services, Inc.",Bagster,
PLBY,Playboy Inc. Common Stock,$1.71,0.06,3.636%,978718,184265106.0,United States,2020.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/plby,Alphabet Inc.,https://en.wikipedia.org/wiki/Alphabet_Inc.,Public,Nasdaq: GOOGL (Class A) Nasdaq: GOOG (Class C) Nasdaq-100 components (A & C) S&P 100 components (A & C) S&P 500 components (A & C),"October 2, 2015; 10 years ago (2015-10-02)","Googleplex, Mountain View, California, United States",,Worldwide,John L. Hennessy (Chairman) Sundar Pichai (CEO) Ruth Porat (President and CIO) Anat Ashkenazi (CFO),,US$350.02 billion (2024),US$112.39 billion (2024),US$100.12 billion (2024),US$450.26 billion (2024),US$325.08 billion (2024),"190,167 (Sept. 2025)",Calico CapitalG Google Google Fiber GV Isomorphic Labs Verily Waymo Wing YouTube,abc.xyz,Larry PageSergey Brin,,,US02079K3059US02079K1079
SWK,Stanley Black & Decker Inc. Common Stock,$66.15,3.71,5.942%,2374507,10245640369.0,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/swk,"Woodward, Inc.","https://en.wikipedia.org/wiki/Woodward,_Inc.",Public,Nasdaq: WWD (WGOV prior to 2011)S&P 400 Component,"Rockford, Illinois, United States (1870 (1870))","Fort Collins, Colorado, United States",42 plants and offices in 13 countries (2021),Worldwide,"Chip Blankenship(Chairman, President, & CEO)Bill Lacey(Vice Chairman & CFO) Tom Cromwell|(Vice Chairman & COO)",,US$ 2.25 billion(FY SEP 2021),US$ 280.08 million(FY SEP 2021),US$ 208.65 million(FY SEP 2021),US$ 4.09 billion(FY SEP 2021),US$ 2.21 billion(FY SEP 2021),"~7,200 (FY MAY 2021)",,www.woodward.com,Amos Woodward,The Woodward Governor Company,Control systems and components,US9807451037
IRBT,iRobot Corporation Common Stock,$1.50,0.08,5.634%,2611650,47739305.0,United States,2005.0,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/irbt,Telus Corporation,https://en.wikipedia.org/wiki/Telus_Corporation,Public,TSX: T (voting)NYSE: TUS&P/TSX 60 component,"1990; 35 years ago (1990) in Edmonton, Alberta, Canada","510 West Georgia Street, Vancouver, British Columbia, Canada",,Worldwide,Darren Entwistle (president and CEO)Doug French (CFO),,CA$20.116 billion (2023),CA$2.362 billion (2023),CA$867 millions (2023),CA$56.136 billions (2023),,"106,400 (2023)",Telus CommunicationsTelus MobilityTelus HealthTelus DigitalTelus Agriculture,www.telus.com,,,"HSPA+, LTE, 5G",CA87971M1032
ROL,Rollins Inc. Common Stock,$60.31,0.68,1.14%,2274210,29227963772.0,United States,,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/rol,"PCM, Inc.","https://en.wikipedia.org/wiki/PCM,_Inc.",,,"1987; 38 years ago (1987) in Marina Del Rey, California, United States as Creative Computers Inc.","El Segundo, California, United States",,United States,,,,,,,,,,,"Frank Khulusi, Sam Khulusi","Creative Computers, Inc. (1987–2000)IdeaMall, Inc. (2000–2001)PC Mall, Inc. (2001–2012)","Computer hardware, Consumer electronics, Information technology",
IPG,Interpublic Group of Companies Inc. (The) Common Stock,$25.72,1.17,4.766%,5027426,9344821211.0,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/ipg,Love Inc. (group),https://en.wikipedia.org/wiki/Love_Inc._(group),,,,,,,,,,,,,,,,,,,,
WEN,Wendy's Company (The) Common Stock,$8.29,0.42,5.337%,6589115,1577916784.0,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/wen,Veon (company),https://en.wikipedia.org/wiki/Veon_(company),Public,Nasdaq: VEON,2009; 16 years ago (2009),"Dubai, United Arab Emirates",,"Asia, Europe","Kaan Terzioğlu (Group CEO), Augie K Fabela II (founder and chairman), Mike Pompeo (board member)",,US$3.7 billion (2023),,,US$8.2 billion (2023),,"17,206 (2023)",,www.veon.com,,VimpelCom Ltd. (2009–2017),"Mobile telephony, mobile phones retailing, international telephony, broadband Internet, IPTV, city-wide Wi-Fi, domain name registrar and others",BMG9349W1038US91822M1062
CMRE,Costamare Inc. Common Stock $0.0001 par value,$14.57,0.28,1.959%,366922,1747838895.0,Greece,2010.0,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cmre,"Strategic Education, Inc.","https://en.wikipedia.org/wiki/Strategic_Education,_Inc.",Public,Nasdaq: STRAS&P 600 component,,"Herndon, Virginia, U.S.",,,Robert S. Silberman(executive chairman)Karl McDonnell (CEO)Daniel W. Jackson (CFO),Online education,"US$ 1,027,700,000 (2020)","US$ 94,400,000 (2020)","US$ 39,300,000 (2020)",,,"3,076 (2019)",,strategiceducation.com,,,,
BLNK,Blink Charging Co. Common Stock,$1.30,-0.02,-1.515%,4268059,148937448.0,United States,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/blnk,Allot Ltd.,https://en.wikipedia.org/wiki/Allot_Ltd.,Public,Nasdaq: ALLTTASE: ALLT,1996; 29 years ago (1996),"Hod HaSharon , Israel",,,David Reis (chairman)Eyal Harari (CEO),,US$ 92 million (2024),,,,US$ 140 million (2024),500,,allot.com,,Allot Communications,Mass Market SECaaSNetwork Security SolutionsNetwork VisibilityTraffic ManagementPolicy & Charging ControlRegulatory ComplianceQoE & Application ControlWeb SecurityBehavior Anomaly Detection,
PLNT,Planet Fitness Inc. Common Stock,$109.79,4.81,4.582%,1618646,9145429378.0,United States,2015.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/plnt,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
TTC,Toro Company (The) Common Stock,$69.99,2.0,2.942%,814838,6849371389.0,United States,,Tools/Hardware,Consumer Discretionary,/market-activity/stocks/ttc,Ouster (company),https://en.wikipedia.org/wiki/Ouster_(company),Public,Nasdaq: OUSTNasdaq: OUSTZ (warrants)Nasdaq: OUSTW (warrants),2015; 10 years ago (2015),"San Francisco, California, United States",,,Angus Pacala (CEO) Mark Frichtl (CTO),,US$111 million (2024),US$−104 million (2024),US$−97 million (2024),US$276 million (2024),US$181 million (2022),c. 300 (December 2024),,ouster.com,Angus PacalaMark Frichtl,,Lidar,
BJRI,BJ's Restaurants Inc. Common Stock,$35.98,2.14,6.324%,697823,760429420.0,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/bjri,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
OMEX,Odyssey Marine Exploration Inc. Common Stock,$1.78,0.01,0.565%,1157246,99214514.0,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/omex,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
QSR,Restaurant Brands International Inc. Common Shares,$70.51,2.52,3.706%,4240350,32067609693.0,Canada,2014.0,Restaurants,Consumer Discretionary,/market-activity/stocks/qsr,"Calumet, Inc.","https://en.wikipedia.org/wiki/Calumet,_Inc.",Public,Nasdaq: CLMT,1919,"Indianapolis, Indiana",,,,,,,,,,,,www.calumetspecialty.com,,,Oil and solvents,
GNTX,Gentex Corporation Common Stock,$22.42,0.59,2.703%,2147115,4908700244.0,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/gntx,Sangoma Technologies Corporation,https://en.wikipedia.org/wiki/Sangoma_Technologies_Corporation,Public,TSX: STC,1984,"Markham, Ontario, Canada",,Worldwide,"Charles Salemeh, CEOLarry Stock, CFO",,$252 million CAD (FY2023),,-$29 million CAD (FY2023),,,,"VoIP Supply, Digium, Inc., .e4, Star2Star",sangoma.com,David Mandelstam,,PBXactSwitchvoxFreePBXSIPStationSession Border ControllersTelephony CardsVoIP Gateways,
DIBS,1stdibs.com Inc. Common Stock,$5.01,0.15,3.086%,341025,183437883.0,United States,2021.0,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/dibs,"PCM, Inc.","https://en.wikipedia.org/wiki/PCM,_Inc.",,,"1987; 38 years ago (1987) in Marina Del Rey, California, United States as Creative Computers Inc.","El Segundo, California, United States",,United States,,,,,,,,,,,"Frank Khulusi, Sam Khulusi","Creative Computers, Inc. (1987–2000)IdeaMall, Inc. (2000–2001)PC Mall, Inc. (2001–2012)","Computer hardware, Consumer electronics, Information technology",
WH,Wyndham Hotels & Resorts Inc. Common Stock ,$72.72,3.41,4.92%,2013213,5494137440.0,United States,2018.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/wh,Spire Inc.,https://en.wikipedia.org/wiki/Spire_Inc.,Public,NYSE: SRS&P 400 Component,1857 as The Laclede Gas Light Company,"St. Louis, Missouri, United States",,"St. Louis, MissouriKansas City, MissouriBirmingham, AlabamaMontgomery, AlabamaMobile, AlabamaHattiesburg, Mississippi",Steve Lindsey (CEO),Natural gas distribution,US$1.855 billion (Fiscal Year Ended 30 September 2020),US$206.4 million (Fiscal Year Ended 30 September 2020),US$88.6 million (Fiscal Year Ended 30 September 2020),US$8.241 billion (Fiscal Year Ended 30 September 2020),US$2.522 billion (Fiscal Year Ended 30 September 2020),"3,296 (2016)","Alabama Gas Corporation (Alagasco)EnergySouth, Inc.Laclede Gas Company",spireenergy.com,,,Natural gas,
TLF,Tandy Leather Factory Inc. Common Stock,$2.67,0.08,3.089%,11689,21540230.0,United States,,Apparel,Consumer Discretionary,/market-activity/stocks/tlf,"Clearfield, Inc.","https://en.wikipedia.org/wiki/Clearfield,_Inc.",Public,Nasdaq: CLFD,2008,"Minneapolis, Minnesota, United States",,,,,,,,,,,,https://www.seeclearfield.com,,APA Cables,,
TOUR,Tuniu Corporation American Depositary Shares,$0.737,0.0019,0.258%,92956,85511446.0,China,2014.0,Transportation Services,Consumer Discretionary,/market-activity/stocks/tour,Green Dot Corporation,https://en.wikipedia.org/wiki/Green_Dot_Corporation,Public,NYSE: GDOT (Class A),1999; 26 years ago (1999),"Austin, Texas, U.S.",,,George Gresham (CEO),,$1.25 billion(2020),,,,,"1,200",,greendot.com,Steve Streit,,Prepaid MasterCard and Visa cards,
GIII,G-III Apparel Group LTD. Common Stock,$28.37,1.27,4.686%,529131,1197652969.0,United States,1989.0,Apparel,Consumer Discretionary,/market-activity/stocks/giii,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
TGE,The Generation Essentials Group Class A Ordinary Shares,$1.14,-0.02,-1.724%,241573,48400916.0,,2025.0,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/tge,Talos Energy,https://en.wikipedia.org/wiki/Talos_Energy,Public,NYSE: TALOS&P 600 componentRussell 2000 component,2012,"Houston, Texas",,,Timothy S. Duncan (CEO and President)Shane Young (CFO and Senior Vice PresidentStephen E. Heitzman (COO and Executive Vice President)John A. Parker (Executive Vice President – Exploration),,,,,,,,,www.talosenergy.com,,,,
WWW,Wolverine World Wide Inc. Common Stock,$15.90,1.25,8.532%,2620369,1303289562.0,United States,,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/www,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
CHD,Church & Dwight Company Inc. Common Stock,$84.02,0.68,0.816%,3073721,20175728565.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/chd,"Calumet, Inc.","https://en.wikipedia.org/wiki/Calumet,_Inc.",Public,Nasdaq: CLMT,1919,"Indianapolis, Indiana",,,,,,,,,,,,www.calumetspecialty.com,,,Oil and solvents,
ROST,Ross Stores Inc. Common Stock,$174.00,13.5,8.411%,7819891,56589370284.0,United States,1985.0,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/rost,"Valhi, Inc.","https://en.wikipedia.org/wiki/Valhi,_Inc.",Public,NYSE: VHIRussell 2000 Index component,1987,"Dallas, Texas, U.S.",,,"Robert D. Graham, Vice Chairman of the Board, President and CEO",,US$2.296 Billion (FY 2021),US$ 257.8 Million (FY 2021),US$ 127.2 Million (FY 2021),US$3.005 Billion (FY 2021),US$1.158 Billion (FY 2021),"2,847",,Valhi.net,,,"titanium dioxide pigments (TiO2), security products, recreational marine products, real estate, water distribution, insurance",
MMYT,MakeMyTrip Limited Ordinary Shares,$74.26,1.43,1.963%,677838,8262347532.0,India,2010.0,Transportation Services,Consumer Discretionary,/market-activity/stocks/mmyt,Graham Holdings,https://en.wikipedia.org/wiki/Graham_Holdings,Public,NYSE: GHC (Class B)S&P 400 component,"August 4, 1947; 78 years ago (1947-08-04) in Washington, D.C., U.S.","Arlington County, Virginia, United States",,,Donald E. Graham (chairman)Tim O'Shaughnessy (president and CEO),,"US$3.924 Billion ('Fiscal Year Ended December 31, 2022)","US$83.898 Million (Fiscal Year Ended December 31, 2022)","US$67.08 Million ('Fiscal Year Ended December 31, 2022)","US$6.582 Billion ('Fiscal Year Ended December 31, 2022)","US$3.752 Billion ('Fiscal Year Ended December 31, 2022)","11,500 (2015)",,www.ghco.com,,The Washington Post Company (1947–2013),MagazinesEducational ServicesTelevisionCable televisionElectronic media,US3846371041
JFBR,Jeffs' Brands Ltd Ordinary Shares,$1.45,-0.06,-3.974%,150806,802408.0,Israel,2022.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/jfbr,Alkermes plc,https://en.wikipedia.org/wiki/Alkermes_plc,Public,Nasdaq: ALKSS&P 600 component,1987; 38 years ago (1987),"Dublin, Ireland",,,Richard Pops (CEO),,US$1.1 billion (2022),US$-20.5 million,US$-158 million (2022),US$1.9 billion,US$1 billion,"2,100",,www.alkermes.com,Michael Wall,,,
PRPL,Purple Innovation Inc. Common Stock,$0.7308,0.0387,5.592%,228094,79225245.0,United States,2015.0,Home Furnishings,Consumer Discretionary,/market-activity/stocks/prpl,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
EFOI,Energy Focus Inc. Common Stock,$2.365,0.095,4.185%,12707,13573716.0,United States,,Building Products,Consumer Discretionary,/market-activity/stocks/efoi,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
NWS,News Corporation Class B Common Stock,$29.00,1.02,3.645%,767891,16283767496.0,United States,,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/nws,Dominion Energy,https://en.wikipedia.org/wiki/Dominion_Energy,Public,NYSE: DDJUA componentS&P 500 component,"1983; 42 years ago (1983) in Virginia, U.S.","Richmond, Virginia, U.S.",,"Georgia, Idaho, North Carolina, Ohio, Pennsylvania, South Carolina, Utah, Virginia, West Virginia, Wyoming",Robert Blue (CEO and chairman) James R. Chapman (CFO),,US$ 16.572 billion (2019) US$ 13.366 billion (2018),US$ 2.514 billion (2019) US$ 3.601 billion (2018),US$ 1.376 billion (2019) US$ 2.549 billion (2018),US$ 103.823 billion (2019) US$ 77.914 billion (2018),US$ 34.033 billion (2019) US$ 22.048 billion (2018),"21,000 (2019)",,dominionenergy.com,,Dominion Resources (1983–2017)Virginia Electric and Power Company (VEPCO) (1925–1983)Virginia Railway and Power Company (1909–1925),ElectricityNatural gas,
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,$31.13,-0.45,-1.425%,47576,6545779438.0,,2016.0,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/bbu,Allot Ltd.,https://en.wikipedia.org/wiki/Allot_Ltd.,Public,Nasdaq: ALLTTASE: ALLT,1996; 29 years ago (1996),"Hod HaSharon , Israel",,,David Reis (chairman)Eyal Harari (CEO),,US$ 92 million (2024),,,,US$ 140 million (2024),500,,allot.com,,Allot Communications,Mass Market SECaaSNetwork Security SolutionsNetwork VisibilityTraffic ManagementPolicy & Charging ControlRegulatory ComplianceQoE & Application ControlWeb SecurityBehavior Anomaly Detection,
SN,SharkNinja Inc. Ordinary Shares,$87.51,2.4,2.82%,2020724,12281804124.0,United States,2023.0,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/sn,MongoDB Inc.,https://en.wikipedia.org/wiki/MongoDB_Inc.,Public,Nasdaq: MDB (Class A)Russell 1000 component,2007; 18 years ago (2007),"Paramount PlazaNew York City, U.S.",,Worldwide,Chirantan “CJ” Desai (CEO) Tom Killalea (chairman),,US$2.01 billion (2025),US$−216 million (2025),US$−129 million (2025),US$3.43 billion (2025),US$2.78 billion (2025),"5,558 (2025)",,mongodb.com,Kevin P. Ryan Eliot Horowitz Dwight Merriman,"10gen, Inc. (2007–2013)",MongoDB,
NOV,NOV Inc. Common Stock,$14.95,0.57,3.964%,2644552,5453055511.0,United States,,Oil and Gas Field Machinery,Consumer Discretionary,/market-activity/stocks/nov,"Block, Inc.","https://en.wikipedia.org/wiki/Block,_Inc.",Public,NYSE: XYZ (Class A)S&P 500 componentASX: XYZ (Block Inc CDI)NYSE: SQ (2015–2025),"February 14, 2009; 16 years ago (2009-02-14)",No headquarters: 16,,95 countries United StatesArgentinaAustraliaBelgiumCanadaFinlandFranceIndiaItalyJapanLuxembourgMexicoNew ZealandNigeriaRepublic of IrelandSpainThe NetherlandsUnited Kingdom and others,"Jack Dorsey (chair, CEO)[a]Amrita Ahuja (CFO, COO)","List of services Electronic point of saleE-commerce managementSmall business financingDigital walletPersonal loanBuy now, pay laterInvesting in stocks, bitcoinBitcoin walletBitcoin miningMusic streaming",US$24.12 billion (2024),US$892 million (2024),US$2.9 billion (2024),US$36.78 billion (2024),US$21.27 billion (2024),"11,372 (2024)","List of subsidiaries Square Fin. Services, Inc.Afterpay Australia Pty LtdTIDAL Music ASAspiro ABClearpay Finance Ltd",block.xyz,Jack DorseyJim McKelveyTristan O'Tierney,"Square, Inc. (2009–2021)",List of products SquareCash AppAfterpayBitkeyProtoTidal,US8522341036
DPZ,Domino's Pizza Inc Common Stock,$407.40,10.19,2.565%,476284,13764505213.0,United States,2004.0,Food Distributors,Consumer Discretionary,/market-activity/stocks/dpz,"Stride, Inc.","https://en.wikipedia.org/wiki/Stride,_Inc.",Publicly held,NYSE: LRNRussell 2000 ComponentS&P 600 component,,"Reston, Virginia, U.S.",,International,"Nathaniel B. Greene, ChairmanJames J. Rhyu, CEO",,$2.04 billion (FY 2024),$249.6 million (FY 2024),,,$1.176 billion (FY 2024),"7,800 (FY 2024)",,stridelearning.com,Ronald J. Packard,,"Education software, textbooks, workbooks",
TPC,Tutor Perini Corporation Common Stock,$60.94,1.19,1.992%,521975,3214173533.0,United States,1970.0,General Bldg Contractors - Nonresidential Bldgs,Consumer Discretionary,/market-activity/stocks/tpc,MGIC Investment Corporation,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,Public,NYSE: MTGS&P 400 component,1957,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,www.mgic.com,Max H. Karl,,,
UNFI,United Natural Foods Inc. Common Stock,$35.00,0.16,0.459%,1030442,2122834035.0,United States,2019.0,Food Distributors,Consumer Discretionary,/market-activity/stocks/unfi,Organigram Inc.,https://en.wikipedia.org/wiki/Organigram_Inc.,,Nasdaq: OGI TSX: OGI,,"1400-145 King Street West, Toronto, Canada",,,,,"US$247,177,000 (2024)",,,,,875 (2024),,organigram.ca,,,,
EZPW,EZCORP Inc. Class A Non Voting Common Stock,$17.84,0.23,1.306%,772971,1086306536.0,United States,1991.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/ezpw,Yeti Holdings,https://en.wikipedia.org/wiki/Yeti_Holdings,Public,NYSE: YETIS&P 400 component,2006; 19 years ago (2006),"Austin, Texas, U.S.",,,,,US$1.66 billion (2023),,US$169.9 million (2023),,,,,yeti.com,Ryan and Roy Seiders,,"Coolers, drinkware, gear",US98585X1046
AS,Amer Sports Inc. Ordinary Shares,$34.06,-0.29,-0.844%,3918995,18863971974.0,,2024.0,Apparel,Consumer Discretionary,/market-activity/stocks/as,"Navan, Inc.","https://en.wikipedia.org/wiki/Navan,_Inc.",Public,Nasdaq: NAVN,March 2015; 10 years ago (March 2015),"Palo Alto, California, United States",,Worldwide,Ariel Cohen (CEO)Ilan Twig (CTO)Amy Butte (CFO),,,,,,,"3,000 (2022)",,navan.com,Ariel CohenIlan Twig,,,
ALLE,Allegion plc Ordinary Shares,$162.87,3.42,2.145%,1145850,14012024185.0,United States,2013.0,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/alle,Jefferies Financial Group,https://en.wikipedia.org/wiki/Jefferies_Financial_Group,Public,NYSE: JEFS&P 400 component,1979; 46 years ago (1979),New York City,,,Richard B. Handler (CEO)Brian P. Friedman (president)Joseph S. Steinberg (chairman),,US$7.03 billion (2024),US$1.01 billion (2024),US$669 million (2024),US$64.4 billion (2024),US$10.2 billion (2024),"7,822 (2024)",,jefferies.com,Ian M. CummingJoseph S. Steinberg,Leucadia National Corporation (1979–2018) Talcott National Corporation (1968–1979),,
AEVA,Aeva Technologies Inc. Common Stock,$9.81,-0.12,-1.208%,2291185,589383897.0,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/aeva,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
