OBJECTID,SE_ANNO_CAD_DATA,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,DIAGRAMLINK,REPORTLINK,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,STCOLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO,Source of the collision report,Source description,Added date,Modified date,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,x,y
32484134,System.Byte[],199300,199440,3642469,Matched,Intersection,29921.0,MADISON ST AND MINOR AVE,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,08/05/2015 12:00:00 AM,8/5/2015 5:24:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66112300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3642469.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,1-270600,PTCR,Police Traffic Collision Report,8/7/2015 12:00:00 AM,9/9/2015 12:00:00 AM,,,1272730.97784406,225998.592923462
32648389,System.Byte[],209130,209350,E492260,Matched,Block,,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,,,1,Property Damage Only Collision,Sideswipe,0,0,0,2,0,0,0,12/05/2015 12:00:00 AM,12/5/2015 8:33:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E492260.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,2015-422887,PTCR,Police Traffic Collision Report,12/16/2015 12:00:00 AM,6/1/2016 12:00:00 AM,,,1268698.56324793,227144.981916636
32716583,System.Byte[],349987,351447,3900105,Matched,Block,,ALASKAN WAY S BETWEEN S MASSACHUSETTS ST AND EAST MARGINAL WAY S,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,03/24/2022 12:00:00 AM,3/24/2022 1:49:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22142200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3900105.pdf,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,N,2022-73305,PTCR,Police Traffic Collision Report,4/4/2022 12:00:00 AM,5/2/2023 12:00:00 AM,,,1268810.19358404,217940.418963209
32689183,System.Byte[],312796,314236,E880827,Matched,Block,,LAKE WASHINGTON BLVD S BETWEEN S ALASKA ST AND S ANGELINE ST,,,2,Injury Collision,Head On,2,0,0,2,1,0,0,11/28/2018 12:00:00 AM,11/28/2018 5:52:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - No Street Lights,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54112200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E880827.pdf,,,,24.0,From opposite direction - both moving - head-on,0,0,N,18-444665,PTCR,Police Traffic Collision Report,2/13/2019 12:00:00 AM,2/13/2019 12:00:00 AM,,,1287191.02598687,207573.208520591
32676971,System.Byte[],264150,264930,E749246,Matched,Block,,EAST MARGINAL WAY S BETWEEN S MICHIGAN ST AND 4TH AVE S,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,11/29/2017 12:00:00 AM,11/29/2017 4:56:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44144900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E749246.pdf,,,Y,13.0,From same direction - both going straight - both moving - rear-end,0,0,N,17-036131,PTCR,Police Traffic Collision Report,1/8/2018 12:00:00 AM,1/8/2018 12:00:00 AM,,,1270679.38532996,202172.504131064
32656165,System.Byte[],223157,223437,3585038,Matched,Block,,DENNY WAY BETWEEN DEXTER AVE AND 8TH AVE,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,07/10/2016 12:00:00 AM,7/10/2016 6:04:00 PM,Mid-Block (but intersection related),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77547900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3585038.pdf,,,,45.0,Vehicle - Pedalcyclist,23479,0,N,2016-247146,PTCR,Police Traffic Collision Report,7/13/2016 12:00:00 AM,5/10/2018 12:00:00 AM,,,1268389.23134361,229274.070238814
32700439,System.Byte[],327896,329396,EA01104,Matched,Intersection,27038.0,EVANSTON AVE N AND N 34TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,01/09/2020 12:00:00 AM,1/9/2020 6:58:00 AM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Overcast,Dry,Dawn,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11243571.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA01104.pdf,Y,,,0.0,Vehicle going straight hits pedestrian,0,642048,N,2020-010139,PTCR,Police Traffic Collision Report,1/22/2020 12:00:00 AM,5/11/2022 12:00:00 AM,,,1266292.37738946,240725.50263454
32681866,System.Byte[],285552,286412,3812034,Matched,Intersection,28763.0,MERCER SR ST AND TERRY AVE N,,,2,Injury Collision,Angles,3,0,0,2,1,0,0,04/28/2018 12:00:00 AM,4/28/2018 11:36:00 AM,At Intersection (intersection related),25.0,MOTOR VEHICLE STRUCK TRAIN,,N,Overcast,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33251100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3812034.pdf,,,,10.0,Entering at angle,0,0,N,2018-149850,PTCR,Police Traffic Collision Report,5/7/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1269604.61342485,231439.04425703
32682936,System.Byte[],299728,300928,E820965,Matched,Block,,BURKE GILMAN TRL BETWEEN 11TH AVE NW AND 8TH AVE NW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,07/24/2018 12:00:00 AM,7/24/2018 5:29:00 PM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\21188800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E820965.pdf,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,2018-273442,PTCR,Police Traffic Collision Report,8/7/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1262276.46359335,244859.123566777
32703566,System.Byte[],333943,335443,EA52298,Matched,Block,,TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,07/22/2020 12:00:00 AM,7/22/2020 11:32:00 AM,Mid-Block (not related to intersection),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56240986.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA52298.pdf,,,,0.0,Vehicle going straight hits pedestrian,0,0,N,20-219866,PTCR,Police Traffic Collision Report,9/15/2020 12:00:00 AM,5/11/2022 12:00:00 AM,,,1271600.4417789,226643.680796131
32711945,System.Byte[],344306,345806,3876394,Matched,Block,,43RD AVE S BETWEEN S OTHELLO ST AND S WEBSTER ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,09/23/2021 12:00:00 AM,9/23/2021 9:36:00 PM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55169100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3876394.pdf,,,,27.0,From opposite direction - both going straight - one stopped - sideswipe,0,0,Y,2021-251507,PTCR,Police Traffic Collision Report,10/12/2021 12:00:00 AM,5/2/2023 12:00:00 AM,,,1283240.01465482,198921.318783745
32722134,System.Byte[],358620,360080,3895192,Matched,Block,,LATONA AVE NE BETWEEN NE 50TH W ST AND NE 51ST ST,,,1,Property Damage Only Collision,Head On,4,0,0,3,0,0,0,12/28/2022 12:00:00 AM,12/28/2022 4:47:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3895192.pdf,,,,24.0,From opposite direction - both moving - head-on,0,0,N,2022-346418,PTCR,Police Traffic Collision Report,2/6/2023 12:00:00 AM,5/3/2023 12:00:00 AM,,,1272735.73822807,246264.18987222
32633489,System.Byte[],180398,180458,3584001,Matched,Intersection,30541.0,6TH AVE S AND SEATTLE W BLVD S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,12/04/2014 12:00:00 AM,12/4/2014 2:30:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55518800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3584001.pdf,,,,45.0,Vehicle - Pedalcyclist,5794,0,N,14-402787,PTCR,Police Traffic Collision Report,12/10/2014 12:00:00 AM,5/4/2015 12:00:00 AM,,,1272048.08760336,220659.091094002
32656606,System.Byte[],223177,223457,3739200,Matched,Intersection,29653.0,5TH AVE AND DENNY WAY,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,07/10/2016 12:00:00 AM,7/10/2016 6:05:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12115400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3739200.pdf,,,,29.0,From opposite direction - one left turn - one right turn,0,0,N,16-247147,PTCR,Police Traffic Collision Report,7/13/2016 12:00:00 AM,9/6/2016 12:00:00 AM,,,1266975.48676616,229310.134174854
32657636,System.Byte[],225310,225630,3733600,Matched,Intersection,37375.0,WALLINGFORD AVE N AND N 85TH ST,,,1,Property Damage Only Collision,Angles,5,0,0,2,0,0,0,07/22/2016 12:00:00 AM,7/22/2016 9:24:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dusk,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77145500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3733600.pdf,,,,10.0,Entering at angle,0,0,N,2016-263004,PTCR,Police Traffic Collision Report,8/19/2016 12:00:00 AM,9/6/2016 12:00:00 AM,,,1270244.85124952,255488.577209666
32703722,System.Byte[],331773,333273,EA12691,Matched,Intersection,35066.0,8TH AVE SW AND SW ROXBURY ST,,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,02/08/2020 12:00:00 AM,2/8/2020 2:06:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33117600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA12691.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,C20005065,PTCR,Police Traffic Collision Report,6/4/2020 12:00:00 AM,5/11/2022 12:00:00 AM,,,1266791.68567798,192367.687289029
32660739,System.Byte[],233496,233896,3755056,Matched,Intersection,33135.0,CORSON AVE S AND S MICHIGAN ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,01/06/2017 12:00:00 AM,1/6/2017 7:58:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11247171.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3755056.pdf,Y,,,0.0,Vehicle going straight hits pedestrian,0,522739,N,2017-7242,PTCR,Police Traffic Collision Report,1/19/2017 12:00:00 AM,5/10/2018 12:00:00 AM,,,1272930.27179627,203265.831556186
32717225,System.Byte[],353092,354552,3904553,Matched,Intersection,34026.0,34TH AVE SW AND SW MYRTLE ST,,,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,07/15/2022 12:00:00 AM,7/15/2022 7:12:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54245371.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3904553.pdf,,,,2.0,Vehicle turning left hits pedestrian,0,525407,N,2022-183326,PTCR,Police Traffic Collision Report,8/2/2022 12:00:00 AM,4/25/2023 12:00:00 AM,,,1259585.6468866,200504.396673366
32626024,System.Byte[],169378,169398,3705185,Matched,Block,,WESTLAKE AVE N BETWEEN NEWTON ST AND CROCKETT ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,05/08/2014 12:00:00 AM,5/8/2014 8:57:00 PM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3705185.pdf,,,Y,30.0,From opposite direction - all others,0,0,N,14-142915,CVCR,Citizen Vehicle Collision Report,6/9/2014 12:00:00 AM,5/4/2015 12:00:00 AM,,,1268860.2071521,236095.911973804
32644282,System.Byte[],203354,203494,3588272,Matched,Block,,SW JUNEAU ST BETWEEN 47TH AVE SW AND 48TH AVE SW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,09/28/2015 12:00:00 AM,9/28/2015 2:10:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34139300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3588272.pdf,,,,32.0,One parked--one moving,0,0,Y,15-339581,PTCR,Police Traffic Collision Report,9/30/2015 12:00:00 AM,11/6/2015 12:00:00 AM,,,1255259.53315417,204626.069317579
32705137,System.Byte[],331775,333275,EA13559,Matched,Intersection,30348.0,1ST AVE AND COLUMBIA ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,01/27/2020 12:00:00 AM,1/27/2020 9:34:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA13559.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2020-32507,PTCR,Police Traffic Collision Report,6/4/2020 12:00:00 AM,5/11/2022 12:00:00 AM,,,1269994.83806525,223668.036505073
32712806,System.Byte[],346462,347962,EB92460,Matched,Intersection,35983.0,130TH ST ON RP AND NE 130TH ST,,,2,Injury Collision,Angles,5,0,0,3,2,0,0,11/20/2021 12:00:00 AM,11/20/2021 2:15:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EB92460.pdf,,,,10.0,Entering at angle,0,0,N,2021-307998,PTCR,Police Traffic Collision Report,12/21/2021 12:00:00 AM,5/2/2023 12:00:00 AM,,,1273173.69042051,267338.021317795
32636887,System.Byte[],187077,187157,E404165,Matched,Block,,N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,02/28/2015 12:00:00 AM,2/28/2015 7:00:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\32183300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E404165.pdf,,,,45.0,Vehicle - Pedalcyclist,41244,0,N,2015-067831,PTCR,Police Traffic Collision Report,3/11/2015 12:00:00 AM,11/21/2018 12:00:00 AM,,,1268484.2023517,260831.207231134
32629611,System.Byte[],169822,169842,3702945,Matched,Block,,N 85TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,,,1,Property Damage Only Collision,Sideswipe,3,0,0,3,0,0,0,05/29/2014 12:00:00 AM,5/29/2014 5:21:00 PM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33163300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3702945.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,2014-168999,PTCR,Police Traffic Collision Report,6/13/2014 12:00:00 AM,12/23/2014 12:00:00 AM,,,1270416.90993769,255483.260473654
32669586,System.Byte[],244868,245468,E693943,Matched,Block,,SAND POINT WAY NE BETWEEN MATTHEWS PL NE AND NE 93RD ST,,,1,Property Damage Only Collision,Head On,4,0,0,2,0,0,0,07/22/2017 12:00:00 AM,7/22/2017 4:51:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E693943.pdf,,,,30.0,From opposite direction - all others,0,0,N,2017-267896,PTCR,Police Traffic Collision Report,8/3/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1285196.57184082,256872.741115078
32659299,System.Byte[],231345,231745,3642586,Matched,Intersection,29860.0,SUMMIT AVE AND E PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,10/23/2016 12:00:00 AM,10/23/2016 10:08:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77511100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3642586.pdf,,,,45.0,Vehicle - Pedalcyclist,10354,0,N,16-383626,PTCR,Police Traffic Collision Report,12/14/2016 12:00:00 AM,5/10/2018 12:00:00 AM,,,1272399.30987573,227981.098909497
32677714,System.Byte[],267705,268485,3754230,Matched,Block,,NE 75TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,,,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,01/24/2018 12:00:00 AM,1/24/2018 9:19:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3754230.pdf,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,N,2018-29642,PTCR,Police Traffic Collision Report,1/26/2018 12:00:00 AM,5/11/2022 12:00:00 AM,,,1274724.3828381,252707.981558815
32663925,System.Byte[],234442,234842,3734048,Matched,Intersection,27299.0,MONTLAKE BLVD NE AND NE PACIFIC ST,,,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,12/12/2016 12:00:00 AM,12/12/2016 4:44:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11247171.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3734048.pdf,,,,0.0,Vehicle going straight hits pedestrian,0,523127,N,16-446270,PTCR,Police Traffic Collision Report,2/2/2017 12:00:00 AM,5/10/2018 12:00:00 AM,,,1277798.01656924,240200.708010003
32674898,System.Byte[],259220,259880,3705734,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 40TH ALLEY ST AND NE 41ST ST,,,2,Injury Collision,Angles,4,0,0,2,1,0,0,12/09/2017 12:00:00 AM,12/9/2017 11:51:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55145500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3705734.pdf,,,Y,10.0,Entering at angle,0,0,N,2017-454485,PTCR,Police Traffic Collision Report,12/12/2017 12:00:00 AM,2/5/2018 12:00:00 AM,,,1274589.75890197,243033.892012909
32689252,System.Byte[],315139,316619,3815188,Matched,Block,,RAINIER AVE S BETWEEN S AUSTIN ST AND S HOLDEN ST,,,2,Injury Collision,Head On,3,0,0,3,3,0,0,02/21/2019 12:00:00 AM,2/21/2019 4:51:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11115300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3815188.pdf,,,,30.0,From opposite direction - all others,0,0,N,2019-65562,PTCR,Police Traffic Collision Report,3/6/2019 12:00:00 AM,5/2/2019 12:00:00 AM,,,1285544.03232118,198160.593790963
32647559,System.Byte[],208971,209191,E481381,Matched,Block,,NE 145TH ST BETWEEN 145TH ST ON RP AND 5TH AVE NE,,,1,Property Damage Only Collision,Head On,3,0,0,3,0,0,0,10/27/2015 12:00:00 AM,10/27/2015 9:19:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E481381.pdf,,,Y,30.0,From opposite direction - all others,0,0,N,,PTCR,Police Traffic Collision Report,12/14/2015 12:00:00 AM,11/21/2018 12:00:00 AM,,,1273483.20760483,271317.957833871
32647647,System.Byte[],207554,207754,3739271,Matched,Block,,MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,11/15/2015 12:00:00 AM,11/15/2015 12:29:00 PM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34113300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3739271.pdf,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,N,2015-399148,PTCR,Police Traffic Collision Report,11/30/2015 12:00:00 AM,6/1/2016 12:00:00 AM,,,1269443.89521669,231443.028641045
32683827,System.Byte[],302320,303540,E830608,Matched,Block,,S JACKSON ST BETWEEN 12TH AVE S AND 14TH AVE S,,,2b,Serious Injury Collision,Pedestrian,3,1,0,1,1,1,0,08/16/2018 12:00:00 AM,8/16/2018 2:30:00 PM,Mid-Block (not related to intersection),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33241973.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E830608.pdf,,,,0.0,Vehicle going straight hits pedestrian,0,0,N,2018-305266,PTCR,Police Traffic Collision Report,9/18/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1274714.95096609,222091.99291946
