OBJECTID,SE_ANNO_CAD_DATA,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,DIAGRAMLINK,REPORTLINK,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,STCOLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO,Source of the collision report,Source description,Added date,Modified date,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,x,y
32720723,System.Byte[],357880,359340,EC75740,Matched,Intersection,28709.0,GALER ST AND WESTLAKE S AVE N,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,08/16/2022 12:00:00 AM,8/16/2022 5:18:00 PM,At Intersection (intersection related),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11165500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EC75740.pdf,,,,26.0,From opposite direction - both going straight - sideswipe,0,0,N,2022-216570,PTCR,Police Traffic Collision Report,1/13/2023 12:00:00 AM,4/25/2023 12:00:00 AM,,,1268717.39601596,234274.206115946
32721277,System.Byte[],357885,359345,EC74037,Matched,Intersection,31562.0,23RD AVE S AND RAINIER AVE S,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,08/12/2022 12:00:00 AM,8/12/2022 10:33:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EC74037.pdf,,,,10.0,Entering at angle,0,0,N,2022-212866,PTCR,Police Traffic Collision Report,1/13/2023 12:00:00 AM,4/25/2023 12:00:00 AM,,,1277763.52031322,216685.932689935
32712482,System.Byte[],348531,350011,EB87840,Matched,Intersection,28893.0,2ND AVE N AND HIGHLAND UPPER DR,,,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,10/11/2021 12:00:00 AM,10/11/2021 3:58:00 PM,At Intersection (but not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66112200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EB87840.pdf,,,,24.0,From opposite direction - both moving - head-on,0,0,N,2021-269453,PTCR,Police Traffic Collision Report,2/15/2022 12:00:00 AM,5/2/2023 12:00:00 AM,,,1265822.17655699,233490.093731135
32701615,System.Byte[],330480,331980,EA11254,Matched,Intersection,36974.0,24TH AVE NW AND NW 85TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,01/21/2020 12:00:00 AM,1/21/2020 6:45:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76243571.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA11254.pdf,Y,,,2.0,Vehicle turning left hits pedestrian,0,520934,N,2020-25180,PTCR,Police Traffic Collision Report,4/7/2020 12:00:00 AM,5/11/2022 12:00:00 AM,,,1257648.44214861,255766.027449951
32692354,System.Byte[],317552,319052,3547978,Matched,Intersection,28994.0,BROADWAY E AND E MERCER ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,04/13/2019 12:00:00 AM,4/13/2019 10:23:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3547978.pdf,,,,10.0,Entering at angle,0,0,N,19-130704,PTCR,Police Traffic Collision Report,4/17/2019 12:00:00 AM,6/3/2019 12:00:00 AM,,,1273594.12690094,231259.813536853
32635250,System.Byte[],185118,185198,3695253,Matched,Intersection,29925.0,9TH AVE AND MADISON ST,,,2,Injury Collision,Angles,3,0,0,2,1,0,0,02/04/2015 12:00:00 AM,2/4/2015 6:14:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3695253.pdf,,,,10.0,Entering at angle,0,0,N,15-40411,PTCR,Police Traffic Collision Report,2/11/2015 12:00:00 AM,5/5/2015 12:00:00 AM,,,1271899.27966721,225506.256794959
32693684,System.Byte[],321941,323441,3547683,Matched,Block,,S GRAHAM ST BETWEEN M L KING JR ER WAY S AND 38TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,08/01/2019 12:00:00 AM,8/1/2019 11:12:00 PM,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11517700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3547683.pdf,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,2019-284111,PTCR,Police Traffic Collision Report,8/6/2019 12:00:00 AM,10/2/2019 12:00:00 AM,,,1281878.84153342,202565.043203473
32708415,System.Byte[],339065,340565,EB16245,Matched,Intersection,35255.0,M L KING JR WR WAY S AND S CLOVERDALE ST,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,03/19/2021 12:00:00 AM,3/19/2021 6:30:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\87114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EB16245.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2021-67505,PTCR,Police Traffic Collision Report,4/7/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1283197.17510277,195266.749052003
32670453,System.Byte[],248920,249520,3587412,Matched,Block,,UNION ST BETWEEN 7TH AVE AND CONVENTION PL,,,1,Property Damage Only Collision,Sideswipe,6,0,0,2,0,0,0,09/29/2017 12:00:00 AM,9/29/2017 3:58:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\65116600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3587412.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,2017-362816,PTCR,Police Traffic Collision Report,10/2/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1270736.86955401,226387.407131866
32673785,System.Byte[],250373,250973,E717086,Matched,Block,,BOREN AVE BETWEEN STEWART ST AND VIRGINIA ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,09/28/2017 12:00:00 AM,9/28/2017 8:53:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\65116600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E717086.pdf,,,,15.0,From same direction - one left turn - one straight,0,0,N,2017-360922,PTCR,Police Traffic Collision Report,10/20/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1270481.19518575,228788.391966328
32696192,System.Byte[],325882,327382,3206775,Matched,Intersection,32736.0,35TH AVE S AND S ALASKA ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,11/09/2019 12:00:00 AM,11/9/2019 5:48:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3206775.pdf,,,,10.0,Entering at angle,0,0,N,2019-418245,PTCR,Police Traffic Collision Report,11/18/2019 12:00:00 AM,5/11/2022 12:00:00 AM,,,1281075.5359326,207944.288136974
32659299,System.Byte[],231345,231745,3642586,Matched,Intersection,29860.0,SUMMIT AVE AND E PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,10/23/2016 12:00:00 AM,10/23/2016 10:08:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77511100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3642586.pdf,,,,45.0,Vehicle - Pedalcyclist,10354,0,N,16-383626,PTCR,Police Traffic Collision Report,12/14/2016 12:00:00 AM,5/10/2018 12:00:00 AM,,,1272399.30987573,227981.098909497
32653490,System.Byte[],215931,216191,E525433,Matched,Block,,HIGHLAND PARK WAY SW BETWEEN WEST MARGINAL WAY SW AND SW OTHELLO ST,,,2,Injury Collision,Head On,2,0,0,2,2,0,0,03/10/2016 12:00:00 AM,3/10/2016 5:02:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E525433.pdf,,,,30.0,From opposite direction - all others,0,0,N,2016-85152,PTCR,Police Traffic Collision Report,3/21/2016 12:00:00 AM,7/3/2017 12:00:00 AM,,,1266785.48145397,200373.834817231
32634043,System.Byte[],181942,182002,3583745,Matched,Block,,ALASKAN WAY BETWEEN PINE ST AND VIRGINIA ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,12/16/2014 12:00:00 AM,12/16/2014 6:00:00 PM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3583745.pdf,,,,32.0,One parked--one moving,0,0,N,14-418091,CVCR,Citizen Vehicle Collision Report,12/24/2014 12:00:00 AM,5/4/2015 12:00:00 AM,,,1267686.62385489,225775.600603238
32708661,System.Byte[],343017,344517,3837064,Matched,Block,,12TH AVE S BETWEEN S JACKSON ST AND S KING ST,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,08/22/2021 12:00:00 AM,8/22/2021 1:53:00 PM,Mid-Block (not related to intersection),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Overcast,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55247974.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3837064.pdf,,,,0.0,Vehicle going straight hits pedestrian,0,0,N,2021-218516,PTCR,Police Traffic Collision Report,8/31/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1274331.18251769,221940.252951309
32678154,System.Byte[],280759,281639,3617625,Matched,Block,,AIRPORT WAY S BETWEEN 13TH AVE S AND S HARDY ST,,,2,Injury Collision,Head On,2,0,0,2,2,0,0,04/05/2018 12:00:00 AM,4/5/2018 5:20:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44118700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3617625.pdf,,,Y,30.0,From opposite direction - all others,0,0,N,2018-119905,PTCR,Police Traffic Collision Report,4/9/2018 12:00:00 AM,5/2/2018 12:00:00 AM,,,1274694.12287007,203306.851396233
32641890,System.Byte[],197503,197623,3735956,Matched,Alley,,,,,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,07/03/2015 12:00:00 AM,7/3/2015 5:00:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,Y,N,Unknown,,Unknown,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3735956.pdf,,,,30.0,From opposite direction - all others,0,0,N,15-230291,CVCR,Citizen Vehicle Collision Report,7/14/2015 12:00:00 AM,5/11/2022 12:00:00 AM,,,,
32669970,System.Byte[],248324,248904,3746769,Matched,Intersection,29973.0,6TH AVE AND JAMES ST,,,1,Property Damage Only Collision,Angles,5,0,0,3,0,0,0,09/15/2017 12:00:00 AM,9/15/2017 8:00:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3746769.pdf,,,,10.0,Entering at angle,0,0,N,2017-344508,PTCR,Police Traffic Collision Report,9/18/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1271692.21534699,223960.667289376
32705757,System.Byte[],336404,337904,EA87529,Matched,Intersection,24214.0,8TH AVE NW AND NW 65TH ST,,,2,Injury Collision,Right Turn,2,0,0,2,1,0,0,12/01/2020 12:00:00 AM,12/1/2020 2:25:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA87529.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2020-332955,PTCR,Police Traffic Collision Report,12/17/2020 12:00:00 AM,5/10/2022 12:00:00 AM,,,1262854.94301794,250338.543028384
32691093,System.Byte[],316634,318134,3769462,Matched,Intersection,27018.0,FREMONT WAY N AND N 38TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,03/26/2019 12:00:00 AM,3/26/2019 2:42:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44182870.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3769462.pdf,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,19-107448,PTCR,Police Traffic Collision Report,3/28/2019 12:00:00 AM,6/3/2019 12:00:00 AM,,,1266982.13508618,241771.472555622
32664089,System.Byte[],234057,234457,E628702,Matched,Block,,NE 125TH ST BETWEEN 17TH E AVE NE AND 19TH AVE NE,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,01/03/2017 12:00:00 AM,1/3/2017 9:37:00 PM,Driveway Junction,14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - No Street Lights,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E628702.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2017-3423,PTCR,Police Traffic Collision Report,1/26/2017 12:00:00 AM,3/2/2017 12:00:00 AM,,,1277071.0780725,265894.616452321
32623891,System.Byte[],160443,160463,3577063,Matched,Block,,35TH AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,01/18/2014 12:00:00 AM,1/18/2014 2:41:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3577063.pdf,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,N,14-19452,PTCR,Police Traffic Collision Report,1/23/2014 12:00:00 AM,12/22/2014 12:00:00 AM,,,1281506.33740504,264724.45273912
32668116,System.Byte[],240674,241114,E659031,Matched,Intersection,33180.0,6TH AVE S AND S ORCAS ST,,,1,Property Damage Only Collision,Angles,1,0,0,3,0,0,0,03/08/2017 12:00:00 AM,3/8/2017 3:46:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11143300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E659031.pdf,,,,10.0,Entering at angle,0,0,N,2017-83181,PTCR,Police Traffic Collision Report,5/11/2017 12:00:00 AM,5/11/2017 12:00:00 AM,,,1271621.78437093,204880.428165838
32641967,System.Byte[],194760,194860,3739694,Matched,Block,,ALASKAN WAY BETWEEN PINE ST AND VIRGINIA ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,06/02/2015 12:00:00 AM,6/2/2015 5:24:00 PM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3739694.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,15-183372,PTCR,Police Traffic Collision Report,6/8/2015 12:00:00 AM,7/2/2015 12:00:00 AM,,,1267686.62385489,225775.600603238
32690686,System.Byte[],319664,321164,E925724,Matched,Block,,EAST MARGINAL WAY S BETWEEN S IDAHO ST AND DIAGONAL AVE S,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,05/14/2019 12:00:00 AM,5/14/2019 10:10:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11113300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E925724.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2019-172977,PTCR,Police Traffic Collision Report,6/5/2019 12:00:00 AM,7/2/2019 12:00:00 AM,,,1268599.21003182,209154.155850217
32484930,System.Byte[],218900,219200,E538731,Matched,Block,,E MERCER ST BETWEEN HARVARD AVE E AND BROADWAY E,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,04/28/2016 12:00:00 AM,4/28/2016 2:55:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33143900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E538731.pdf,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,N,2016-147064,PTCR,Police Traffic Collision Report,5/10/2016 12:00:00 AM,5/11/2022 12:00:00 AM,,,1273464.54034081,231262.633056849
32643164,System.Byte[],199155,199295,3589065,Matched,Block,,4TH AVE BETWEEN JAMES ST AND CHERRY ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,08/03/2015 12:00:00 AM,8/3/2015 5:17:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\87118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3589065.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,15-267805,PTCR,Police Traffic Collision Report,8/5/2015 12:00:00 AM,9/9/2015 12:00:00 AM,,,1271060.40549035,223764.321113184
32659693,System.Byte[],230012,230412,3787129,Matched,Intersection,35827.0,AURORA AVE N AND N 128TH ST,,,2,Injury Collision,Left Turn,3,0,0,3,1,0,0,10/26/2016 12:00:00 AM,10/26/2016 4:39:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3787129.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2016-387991,PTCR,Police Traffic Collision Report,11/17/2016 12:00:00 AM,12/3/2018 12:00:00 AM,,,1268373.15844759,267127.396549582
32638000,System.Byte[],193999,194079,3733296,Matched,Block,,3RD AVE W BETWEEN W ARMOUR ST AND W FULTON ST,,,2,Injury Collision,Parked Car,2,0,0,2,2,0,0,05/27/2015 12:00:00 AM,5/27/2015 4:34:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3733296.pdf,,,,20.0,One car leaving parked position,0,0,N,15-175086,PTCR,Police Traffic Collision Report,6/1/2015 12:00:00 AM,7/2/2015 12:00:00 AM,,,1263895.95261902,239150.551848933
32627856,System.Byte[],170492,170512,3696601,Matched,Block,,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,06/23/2014 12:00:00 AM,6/23/2014 5:08:00 PM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55545900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3696601.pdf,,,,45.0,Vehicle - Pedalcyclist,36854,0,N,2014-201302,PTCR,Police Traffic Collision Report,6/27/2014 12:00:00 AM,12/23/2014 12:00:00 AM,,,1270173.75576144,223255.581400663
32707643,System.Byte[],338259,339759,3847622,Matched,Intersection,24994.0,SAND POINT WAY NE AND NE 74TH ST,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,02/26/2021 12:00:00 AM,2/26/2021 7:36:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3847622.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2021-48600,PTCR,Police Traffic Collision Report,3/4/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1288107.67801981,252091.946166188
32680887,System.Byte[],296279,297399,E814888,Matched,Intersection,29565.0,4TH AVE AND STEWART ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,06/30/2018 12:00:00 AM,6/30/2018 5:14:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Dark - No Street Lights,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E814888.pdf,,,,15.0,From same direction - one left turn - one straight,0,0,N,2018-239528,PTCR,Police Traffic Collision Report,7/12/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1269122.47864036,226977.831324473
32659159,System.Byte[],227811,228151,E588316,Matched,Intersection,37376.0,BURKE AVE N AND N 85TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,09/24/2016 12:00:00 AM,9/24/2016 10:10:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E588316.pdf,,,,10.0,Entering at angle,0,0,N,16-347410,PTCR,Police Traffic Collision Report,10/3/2016 12:00:00 AM,11/2/2016 12:00:00 AM,,,1270589.96612987,255477.913017645
32658700,System.Byte[],226836,227176,E582574,Matched,Block,,E OLIVE WAY BETWEEN E DENNY WAY AND SUMMIT AVE E,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,08/19/2016 12:00:00 AM,8/19/2016 8:57:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dusk,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66146900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E582574.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2016-300692,PTCR,Police Traffic Collision Report,9/15/2016 12:00:00 AM,10/3/2016 12:00:00 AM,,,1272439.66456376,229247.64438279
